Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Signal amplification ,-0.35865505209631676,-1.6391886901892967,0.5557522123893806,0.7101020447306765,32,31,ILMN_1686227;ILMN_1782419;ILMN_1673380;ILMN_1775762;ILMN_2320164;ILMN_1659923;ILMN_1730256;ILMN_1806147;ILMN_1760320;ILMN_1728107;ILMN_1706176;ILMN_1652003;ILMN_1807925;ILMN_1693269;ILMN_1658928;ILMN_1712348;ILMN_2115336;ILMN_2091100;ILMN_1778253;ILMN_1758906;ILMN_1696003;ILMN_1842850;ILMN_2129545;ILMN_1903565;ILMN_1788002;ILMN_1803561;ILMN_1742044;ILMN_1671237;ILMN_1701854;ILMN_1804357;ILMN_1773963,ILMN_1758906;ILMN_1696003;ILMN_1842850;ILMN_2129545;ILMN_1903565;ILMN_1788002;ILMN_1803561;ILMN_1742044;ILMN_1671237;ILMN_1701854;ILMN_1804357;ILMN_1773963
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling ",-0.30274128301712416,-1.6408065724998737,0.5501730103806228,0.710210907898245,108,101,ILMN_1678535;ILMN_2397602;ILMN_1759232;ILMN_1667260;ILMN_1722858;ILMN_2341595;ILMN_1815057;ILMN_1682717;ILMN_2110110;ILMN_1738784;ILMN_1723123;ILMN_1668514;ILMN_1787308;ILMN_1742521;ILMN_2352077;ILMN_1810467;ILMN_1703222;ILMN_1701213;ILMN_1726565;ILMN_1690733;ILMN_1779841;ILMN_1775822;ILMN_2398261;ILMN_2410713;ILMN_1785564;ILMN_2153061;ILMN_1692352;ILMN_1689057;ILMN_1717902;ILMN_1666910;ILMN_1911042;ILMN_1801586;ILMN_2359789;ILMN_2052924;ILMN_2313672;ILMN_1666761;ILMN_1657248;ILMN_1736654;ILMN_1712659;ILMN_1764605;ILMN_1692895;ILMN_1760909;ILMN_2086470;ILMN_1748661;ILMN_1731688;ILMN_1699735;ILMN_1723227;ILMN_1781390;ILMN_1677456;ILMN_1713823;ILMN_1705396;ILMN_1666966;ILMN_1653728;ILMN_1685982;ILMN_2095633;ILMN_1812517;ILMN_1696488;ILMN_1670918;ILMN_1822333;ILMN_1774945;ILMN_1797030;ILMN_1740871;ILMN_2083469;ILMN_2279844;ILMN_1682270;ILMN_1892050;ILMN_1778253;ILMN_1706677;ILMN_1769869;ILMN_2337880;ILMN_2124082;ILMN_2105919;ILMN_2390457;ILMN_1717334;ILMN_2392143;ILMN_1709795;ILMN_1778236;ILMN_1684943;ILMN_1686884;ILMN_1782704;ILMN_1737252;ILMN_1804662;ILMN_1782560;ILMN_2081070;ILMN_2121408;ILMN_1739792;ILMN_1789283;ILMN_1696521;ILMN_1763347;ILMN_1652787;ILMN_1790160;ILMN_1766275;ILMN_1738523;ILMN_1716736;ILMN_1669927;ILMN_2129273;ILMN_1715175;ILMN_1815313;ILMN_2359887;ILMN_1805175;ILMN_2379130,ILMN_1717334;ILMN_2392143;ILMN_1709795;ILMN_1778236;ILMN_1684943;ILMN_1686884;ILMN_1782704;ILMN_1737252;ILMN_1804662;ILMN_1782560;ILMN_2081070;ILMN_2121408;ILMN_1739792;ILMN_1789283;ILMN_1696521;ILMN_1763347;ILMN_1652787;ILMN_1790160;ILMN_1766275;ILMN_1738523;ILMN_1716736;ILMN_1669927;ILMN_2129273;ILMN_1715175;ILMN_1815313;ILMN_2359887;ILMN_1805175;ILMN_2379130
Class C/3 (Metabotropic glutamate/pheromone receptors) ,-0.3324694179070013,-1.6395638553774416,0.6382189239332097,0.7103296587941984,66,37,ILMN_1752843;ILMN_1751637;ILMN_2395375;ILMN_1707668;ILMN_1729212;ILMN_1670547;ILMN_1696060;ILMN_2107040;ILMN_1715977;ILMN_1718253;ILMN_1739653;ILMN_1798875;ILMN_1752867;ILMN_1694485;ILMN_1760732;ILMN_1688614;ILMN_1697141;ILMN_1715923;ILMN_1696528;ILMN_1706672;ILMN_1759475;ILMN_1730477;ILMN_1745038;ILMN_1679532;ILMN_1807759;ILMN_1811799;ILMN_1732309;ILMN_1811572;ILMN_1809098;ILMN_1801349;ILMN_1802731;ILMN_1732807;ILMN_1772091;ILMN_1693604;ILMN_1805197;ILMN_1678841;ILMN_1660718,ILMN_1678841;ILMN_1660718
Biosynthesis of DPAn-6 SPMs ,-0.6527601327816162,-1.6354227138529729,0.6537037037037037,0.7103417721523567,1,1,ILMN_2403534,ILMN_2403534
SHC-mediated cascade:FGFR2 ,-0.37214225722611916,-1.6359016389866121,0.6380255941499086,0.7104442891232826,23,22,ILMN_2110110;ILMN_1699798;ILMN_1742521;ILMN_1785564;ILMN_2153061;ILMN_1764605;ILMN_1701967;ILMN_1699735;ILMN_1723227;ILMN_1781390;ILMN_1677456;ILMN_1713823;ILMN_2095633;ILMN_1812517;ILMN_1696488;ILMN_1797030;ILMN_1740871;ILMN_1892050;ILMN_2105919;ILMN_1728071;ILMN_1767135;ILMN_1775759,ILMN_1728071;ILMN_1767135;ILMN_1775759
Acetylcholine regulates insulin secretion ,-0.4402885810996375,-1.6399839468525146,0.6679389312977099,0.7105129910860125,9,9,ILMN_1686227;ILMN_1659923;ILMN_1708432;ILMN_1720364;ILMN_1714041;ILMN_1724066;ILMN_1903565;ILMN_1807042;ILMN_1771800,ILMN_1724066;ILMN_1903565;ILMN_1807042;ILMN_1771800
Blood group systems biosynthesis ,-0.3944206979537132,-1.6362737971774295,0.5681415929203539,0.710669202234204,24,20,ILMN_1691736;ILMN_1690682;ILMN_2312228;ILMN_1800713;ILMN_1794659;ILMN_1705352;ILMN_1712894;ILMN_1709907;ILMN_1678862;ILMN_1707200;ILMN_1659202;ILMN_2350315;ILMN_1725683;ILMN_1651373;ILMN_1724236;ILMN_2408663;ILMN_1773310;ILMN_1653358;ILMN_2204545;ILMN_1792072,ILMN_2408663;ILMN_1773310;ILMN_1653358;ILMN_2204545;ILMN_1792072
FRS-mediated FGFR2 signaling ,-0.34221482353330496,-1.6314191970775056,0.7228682170542635,0.7133635577624812,25,24,ILMN_2110110;ILMN_1699798;ILMN_1742521;ILMN_1703222;ILMN_1785564;ILMN_2153061;ILMN_1764605;ILMN_1772605;ILMN_1699735;ILMN_1723227;ILMN_1781390;ILMN_1677456;ILMN_1713823;ILMN_2095633;ILMN_1812517;ILMN_1696488;ILMN_1797030;ILMN_1740871;ILMN_1892050;ILMN_2105919;ILMN_1778236;ILMN_1728071;ILMN_1767135;ILMN_1775759,ILMN_1778236;ILMN_1728071;ILMN_1767135;ILMN_1775759
PTK6 promotes HIF1A stabilization ,-0.4936994140584489,-1.6307818959804792,0.6647619047619048,0.7133986205402507,5,5,ILMN_2075800;ILMN_2226015;ILMN_2407389;ILMN_2121408;ILMN_1696521,ILMN_2407389;ILMN_2121408;ILMN_1696521
Estrogen-stimulated signaling through PRKCZ ,-0.49813804550464075,-1.6316182244746715,0.6666666666666666,0.7137415114912841,6,5,ILMN_1810554;ILMN_1699798;ILMN_1706677;ILMN_1728071;ILMN_1775759,ILMN_1728071;ILMN_1775759
Downregulation of ERBB4 signaling ,0.6045633213335813,2.5348432539369865,0.30869565217391304,0.7140568350838644,8,8,ILMN_1804328;ILMN_1752283;ILMN_2191428;ILMN_2331501;ILMN_1653728;ILMN_1778253;ILMN_1782977;ILMN_2048326,ILMN_1804328
Adenylate cyclase activating pathway ,0.6066125993417806,2.5463415856604605,0.24628450106157113,0.7143088151278092,10,9,ILMN_1654287;ILMN_2311674;ILMN_1742073;ILMN_2148944;ILMN_1708588;ILMN_1754440;ILMN_1746027;ILMN_1676893;ILMN_1655935,ILMN_1654287;ILMN_2311674;ILMN_1742073;ILMN_2148944;ILMN_1708588
Interleukin-9 signaling ,-0.4588049722165936,-1.6284905400616325,0.6704545454545454,0.7145610023142566,8,8,ILMN_1684034;ILMN_1692893;ILMN_1793384;ILMN_2151676;ILMN_1753547;ILMN_1663618;ILMN_1794386;ILMN_1691364,ILMN_1794386;ILMN_1691364
Viral RNP Complexes in the Host Cell Nucleus ,0.8773206016146724,2.5312544747011367,0.23706896551724138,0.7146276081823999,4,1,ILMN_1789074,ILMN_1789074
MET activates PI3K/AKT signaling ,-0.495506587399284,-1.6289930520317444,0.7170542635658915,0.7146566245677218,5,5,ILMN_1742521;ILMN_1689057;ILMN_1666910;ILMN_1705396;ILMN_1715175,ILMN_1715175
Glucuronidation ,0.48462481457985473,2.5472787465968976,0.21338912133891214,0.7155064556610592,26,24,ILMN_1729563;ILMN_2048414;ILMN_1781859;ILMN_1810233;ILMN_1742444;ILMN_1770031;ILMN_2373670;ILMN_2057768;ILMN_2206500;ILMN_1697967;ILMN_1655565;ILMN_1707828;ILMN_1852441;ILMN_1744817;ILMN_1795872;ILMN_2121979;ILMN_2206420;ILMN_2061537;ILMN_1740233;ILMN_1721926;ILMN_1764607;ILMN_1706390;ILMN_1718833;ILMN_2389155,ILMN_1729563;ILMN_2048414;ILMN_1781859;ILMN_1810233;ILMN_1742444;ILMN_1770031;ILMN_2373670;ILMN_2057768
Agmatine biosynthesis ,0.9639973771566751,2.535534263667176,0.07984031936127745,0.7156996269276145,1,1,ILMN_1659599,ILMN_1659599
"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2 ",0.881405559513106,2.5270900811412447,0.1436893203883495,0.7159674070050761,2,2,ILMN_1713807;ILMN_2075507,ILMN_1713807
Prolonged ERK activation events ,-0.39724651151634754,-1.6264810467864463,0.6756238003838771,0.7160737095066232,13,13,ILMN_1667260;ILMN_1694385;ILMN_1703222;ILMN_1902594;ILMN_1770307;ILMN_1716608;ILMN_1706677;ILMN_1766176;ILMN_1803302;ILMN_1657968;ILMN_1769412;ILMN_1694240;ILMN_1652472,ILMN_1716608;ILMN_1706677;ILMN_1766176;ILMN_1803302;ILMN_1657968;ILMN_1769412;ILMN_1694240;ILMN_1652472
Growth hormone receptor signaling ,0.4586266221435228,2.5236182246334513,0.26666666666666666,0.7161930116897576,23,23,ILMN_1759232;ILMN_1667260;ILMN_1738207;ILMN_2175236;ILMN_1775814;ILMN_2131861;ILMN_1684034;ILMN_1681591;ILMN_2061185;ILMN_1664122;ILMN_1809352;ILMN_1753547;ILMN_1659354;ILMN_2083469;ILMN_1663618;ILMN_1706677;ILMN_2328874;ILMN_2156250;ILMN_1680436;ILMN_1774733;ILMN_1691364;ILMN_1765779;ILMN_1781155,ILMN_1759232;ILMN_1667260;ILMN_1738207;ILMN_2175236;ILMN_1775814;ILMN_2131861;ILMN_1684034;ILMN_1681591
G alpha (s) signalling events ,0.1976010712128154,2.5368258366022722,1.0,0.7162500173552458,655,511,ILMN_1758941;ILMN_1697460;ILMN_1733746;ILMN_2199389;ILMN_1654287;ILMN_2149782;ILMN_2311674;ILMN_1811443;ILMN_2325168;ILMN_1742073;ILMN_1683939;ILMN_1795166;ILMN_1764754;ILMN_2065745;ILMN_1775163;ILMN_1782419;ILMN_2148944;ILMN_1695590;ILMN_1708588;ILMN_1744034;ILMN_1785768;ILMN_1673380;ILMN_1744887;ILMN_1734176;ILMN_1785699;ILMN_1775762;ILMN_1806533;ILMN_1681356;ILMN_1794372;ILMN_1805098;ILMN_1758281;ILMN_1722642;ILMN_1730256;ILMN_1691962;ILMN_1806147;ILMN_2044061;ILMN_1753706;ILMN_1673553;ILMN_1779185;ILMN_1768161;ILMN_1714449;ILMN_1760320;ILMN_1744217;ILMN_1764512;ILMN_1660978;ILMN_1698324;ILMN_1750330;ILMN_1694051;ILMN_1719298;ILMN_1815849;ILMN_1744033;ILMN_2082005;ILMN_1765615;ILMN_1771209;ILMN_1672658;ILMN_2196609;ILMN_1735042;ILMN_1787257;ILMN_1765613;ILMN_1812850;ILMN_1803621;ILMN_1656554;ILMN_1807883;ILMN_1737144;ILMN_1653073;ILMN_2301725;ILMN_1720468;ILMN_2333449;ILMN_1728107;ILMN_1759521;ILMN_1745651;ILMN_1720955;ILMN_1656221;ILMN_1805062;ILMN_1743226;ILMN_1791773;ILMN_1711517;ILMN_1780041;ILMN_1799246;ILMN_1687046;ILMN_1745801;ILMN_1753884;ILMN_1659063;ILMN_1745928;ILMN_1781669;ILMN_1786946;ILMN_1728830;ILMN_1800989;ILMN_1674997;ILMN_1773210;ILMN_1688537;ILMN_1757546;ILMN_1735906;ILMN_1703926;ILMN_1734306;ILMN_1811927;ILMN_1697758;ILMN_1739138;ILMN_2357542;ILMN_1717125;ILMN_1768064;ILMN_2082903;ILMN_1804255;ILMN_1705077;ILMN_1789666;ILMN_1772179;ILMN_1711736;ILMN_1797878;ILMN_1731314;ILMN_2102356;ILMN_1694077;ILMN_1706268;ILMN_1813325;ILMN_1689611;ILMN_1711929;ILMN_1738033;ILMN_1813776;ILMN_1779412;ILMN_1809148;ILMN_1711557;ILMN_1801987;ILMN_1702824;ILMN_1770675;ILMN_1813390;ILMN_1666057;ILMN_2200738;ILMN_1718219;ILMN_1710884;ILMN_1778521;ILMN_1791587;ILMN_1732251;ILMN_1772523;ILMN_1703197;ILMN_1772073;ILMN_1761294;ILMN_1706176;ILMN_1763728;ILMN_2129658;ILMN_1652003;ILMN_1706649;ILMN_1705551;ILMN_1668900;ILMN_1799942;ILMN_1722426;ILMN_1734690;ILMN_1705763;ILMN_2066904;ILMN_1779555;ILMN_1779406;ILMN_1766204;ILMN_1762400;ILMN_1732901;ILMN_1697349;ILMN_1704575;ILMN_1740031;ILMN_1807925;ILMN_1750153;ILMN_1655713;ILMN_1722445;ILMN_1728067;ILMN_1673466;ILMN_1788855;ILMN_1686250;ILMN_1787849;ILMN_1797797;ILMN_1724427;ILMN_1716061;ILMN_1902080;ILMN_1660686;ILMN_1738246;ILMN_1694346;ILMN_1810020;ILMN_1764613;ILMN_1771488;ILMN_1695366;ILMN_1761277;ILMN_2227377;ILMN_1744834;ILMN_1694774;ILMN_1776146;ILMN_1717278;ILMN_1673330;ILMN_2192779;ILMN_2295213;ILMN_1790238;ILMN_1787434;ILMN_1719241;ILMN_1797393;ILMN_2150123;ILMN_1740146;ILMN_1764216;ILMN_1754929;ILMN_1779078;ILMN_1799282;ILMN_1679973;ILMN_1777084;ILMN_1792254;ILMN_1772882;ILMN_2231177;ILMN_1683046;ILMN_1708583;ILMN_1758129;ILMN_1791483;ILMN_1670144;ILMN_2079602;ILMN_1697466;ILMN_1756210;ILMN_1779501;ILMN_2064090;ILMN_1693269;ILMN_1770442;ILMN_1667803;ILMN_1807079;ILMN_2197164;ILMN_1743203;ILMN_1808262;ILMN_1722496;ILMN_1772537;ILMN_1679012;ILMN_1807924;ILMN_1690296;ILMN_1747023;ILMN_2123550;ILMN_1759242;ILMN_1762634;ILMN_2180064;ILMN_1814971;ILMN_1814562;ILMN_1708982;ILMN_1714635;ILMN_1730209;ILMN_1702807;ILMN_1760287;ILMN_1669135;ILMN_1710243;ILMN_1739155;ILMN_1760525;ILMN_1740816;ILMN_2161166;ILMN_1775467;ILMN_1656724;ILMN_1669995;ILMN_1761766;ILMN_1718594;ILMN_1695533;ILMN_1728894;ILMN_1693487;ILMN_1757164;ILMN_1695940;ILMN_1677954;ILMN_1703883;ILMN_2148122;ILMN_1754846;ILMN_1657486;ILMN_2101339;ILMN_1815548;ILMN_1780762;ILMN_1673805;ILMN_1773204;ILMN_1815230;ILMN_2140191;ILMN_1727352;ILMN_1704485;ILMN_1786267;ILMN_1735278;ILMN_1666148;ILMN_1774715;ILMN_2123392;ILMN_2410905;ILMN_1680886;ILMN_1714841;ILMN_1741939;ILMN_1692439;ILMN_1763422;ILMN_1693693;ILMN_1658928;ILMN_1703749;ILMN_1707760;ILMN_1790988;ILMN_1686245;ILMN_1730441;ILMN_1738700;ILMN_1769912;ILMN_1798534;ILMN_1730984;ILMN_1681457;ILMN_1688825;ILMN_1794767;ILMN_1779758;ILMN_1715259;ILMN_1797638;ILMN_2226403;ILMN_2139523;ILMN_1759087;ILMN_1720756;ILMN_1789395;ILMN_1667754;ILMN_2159183;ILMN_1736142;ILMN_1764050;ILMN_1682330;ILMN_1724677;ILMN_1726969;ILMN_2121272;ILMN_1688504;ILMN_1744109;ILMN_1665806;ILMN_1751432;ILMN_1739168;ILMN_1664771;ILMN_1663840;ILMN_1727076;ILMN_1708238;ILMN_1770701;ILMN_1725686;ILMN_1757259;ILMN_1698894;ILMN_1808683;ILMN_1812980;ILMN_1713602;ILMN_1795920;ILMN_1696355;ILMN_1729874;ILMN_1762024;ILMN_1755775;ILMN_1731717;ILMN_1760065;ILMN_1724166;ILMN_1783643;ILMN_1739763;ILMN_1765445;ILMN_1752218;ILMN_1699872;ILMN_1762090;ILMN_1717029;ILMN_1766401;ILMN_1793151;ILMN_1801240;ILMN_2208895;ILMN_1679152;ILMN_1768894;ILMN_2415393;ILMN_2129831;ILMN_1688768;ILMN_1766182;ILMN_1804722;ILMN_1743654;ILMN_1744428;ILMN_1766438;ILMN_1712348;ILMN_1824874;ILMN_1728121;ILMN_1795178;ILMN_2103646;ILMN_1790744;ILMN_1777332;ILMN_1716249;ILMN_1784834;ILMN_1675866;ILMN_1773278;ILMN_1774650;ILMN_1720694;ILMN_1769374;ILMN_1704464;ILMN_1708772;ILMN_1703910;ILMN_1726523;ILMN_1780952;ILMN_1678150;ILMN_1714817;ILMN_1749150;ILMN_2195060;ILMN_1691080;ILMN_1744275;ILMN_1749168;ILMN_1777638;ILMN_1809520;ILMN_1680225;ILMN_2103977;ILMN_1690389;ILMN_1766698;ILMN_1663913;ILMN_2199971;ILMN_1748802;ILMN_1691811;ILMN_1800595;ILMN_2092987;ILMN_1655449;ILMN_1799327;ILMN_2314121;ILMN_1742753;ILMN_1716448;ILMN_1721578;ILMN_2412141;ILMN_1740409;ILMN_1708747;ILMN_1686244;ILMN_1651457;ILMN_2085258;ILMN_1662735;ILMN_1808825;ILMN_2129600;ILMN_1809964;ILMN_2197647;ILMN_1795000;ILMN_1788098;ILMN_1754440;ILMN_1677270;ILMN_1797169;ILMN_1684901;ILMN_1700540;ILMN_1729020;ILMN_2126461;ILMN_1813882;ILMN_1707351;ILMN_1766270;ILMN_1804845;ILMN_1704859;ILMN_1730728;ILMN_1800182;ILMN_1681975;ILMN_1683352;ILMN_1708428;ILMN_1694007;ILMN_1757795;ILMN_1758663;ILMN_1754510;ILMN_1696924;ILMN_2115336;ILMN_1661839;ILMN_1789826;ILMN_1667388;ILMN_1795018;ILMN_1651940;ILMN_1670149;ILMN_1720617;ILMN_1722411;ILMN_1689043;ILMN_1813450;ILMN_2200853;ILMN_1690696;ILMN_1761987;ILMN_1863920;ILMN_1781025;ILMN_1815093;ILMN_1721967;ILMN_1801748;ILMN_1744886;ILMN_1765187;ILMN_1719848;ILMN_1767244;ILMN_1752226;ILMN_1770306;ILMN_1811599;ILMN_1805415;ILMN_1657002;ILMN_1686534;ILMN_1686659;ILMN_1768567;ILMN_2091100;ILMN_1705745;ILMN_1702889;ILMN_1778253;ILMN_1761042;ILMN_1668035;ILMN_2149204;ILMN_1766087;ILMN_1763344;ILMN_1724873;ILMN_2295747;ILMN_1732024;ILMN_1806791;ILMN_1714891;ILMN_1674659;ILMN_1732467;ILMN_1810691;ILMN_1785650;ILMN_1748890;ILMN_2327244;ILMN_1795930;ILMN_1696003;ILMN_1795448;ILMN_1755869;ILMN_1727709;ILMN_1679527;ILMN_2129545;ILMN_1740776;ILMN_1724396;ILMN_2226271;ILMN_1746027;ILMN_2131381;ILMN_1740186;ILMN_2403664;ILMN_1742044;ILMN_1671237;ILMN_1769191;ILMN_1701854;ILMN_1729075;ILMN_1804357;ILMN_2109371;ILMN_1711353;ILMN_2357015;ILMN_2173975;ILMN_1676893;ILMN_1729611;ILMN_1702933;ILMN_1655935;ILMN_1708934;ILMN_1785345;ILMN_1703946;ILMN_2278819,ILMN_1758941;ILMN_1697460;ILMN_1733746;ILMN_2199389;ILMN_1654287;ILMN_2149782;ILMN_2311674;ILMN_1811443;ILMN_2325168;ILMN_1742073;ILMN_1683939;ILMN_1795166;ILMN_1764754;ILMN_2065745;ILMN_1775163;ILMN_1782419;ILMN_2148944;ILMN_1695590;ILMN_1708588;ILMN_1744034;ILMN_1785768;ILMN_1673380;ILMN_1744887;ILMN_1734176;ILMN_1785699;ILMN_1775762;ILMN_1806533;ILMN_1681356
STAT5 Activation ,0.6380075188139929,2.540007713990172,0.33185840707964603,0.7165687046751549,6,6,ILMN_1766363;ILMN_1684034;ILMN_1742521;ILMN_2091412;ILMN_1753547;ILMN_1778236,ILMN_1766363;ILMN_1684034;ILMN_1742521
Stimuli-sensing channels ,0.2978942212842983,2.524806145407259,0.4895833333333333,0.7169174553005185,112,103,ILMN_1804328;ILMN_1713995;ILMN_2376403;ILMN_1754757;ILMN_1733627;ILMN_1679401;ILMN_2091310;ILMN_1778242;ILMN_1763763;ILMN_1694731;ILMN_1766657;ILMN_1722329;ILMN_1787576;ILMN_1767111;ILMN_1813949;ILMN_1779685;ILMN_2119535;ILMN_2368728;ILMN_1737805;ILMN_1699121;ILMN_1813568;ILMN_1674941;ILMN_1674380;ILMN_1656371;ILMN_2049672;ILMN_1803236;ILMN_1660837;ILMN_1695061;ILMN_2303955;ILMN_1729785;ILMN_1706805;ILMN_1690154;ILMN_1660413;ILMN_2287535;ILMN_1691336;ILMN_1675423;ILMN_2402806;ILMN_2191428;ILMN_1667047;ILMN_1772242;ILMN_1790794;ILMN_1798742;ILMN_1753129;ILMN_2352934;ILMN_1690979;ILMN_1798679;ILMN_1709124;ILMN_1727251;ILMN_1743987;ILMN_2228215;ILMN_1750295;ILMN_2331501;ILMN_1797219;ILMN_1791653;ILMN_1740622;ILMN_1683909;ILMN_2176758;ILMN_1853711;ILMN_1686865;ILMN_2238132;ILMN_1711111;ILMN_1782295;ILMN_1761866;ILMN_2094377;ILMN_1693674;ILMN_1764383;ILMN_1755796;ILMN_1796685;ILMN_1795754;ILMN_1718982;ILMN_2073520;ILMN_1720303;ILMN_1736317;ILMN_1802901;ILMN_1726420;ILMN_1760798;ILMN_1782977;ILMN_1814215;ILMN_2048326;ILMN_1688633;ILMN_1726873;ILMN_1775962;ILMN_1682054;ILMN_1656410;ILMN_2297353;ILMN_1753165;ILMN_1796455;ILMN_1662768;ILMN_1740917;ILMN_2049536;ILMN_1813489;ILMN_2099315;ILMN_1761684;ILMN_1674533;ILMN_2394557;ILMN_1814296;ILMN_1728369;ILMN_1690327;ILMN_1692731;ILMN_1660462;ILMN_1667825;ILMN_2411781;ILMN_2351269,ILMN_1804328;ILMN_1713995;ILMN_2376403;ILMN_1754757;ILMN_1733627;ILMN_1679401;ILMN_2091310;ILMN_1778242;ILMN_1763763;ILMN_1694731;ILMN_1766657;ILMN_1722329;ILMN_1787576;ILMN_1767111;ILMN_1813949;ILMN_1779685;ILMN_2119535;ILMN_2368728;ILMN_1737805
Ion transport by P-type ATPases ,0.3860568809622975,2.5280565236590133,0.23766816143497757,0.7170232852851979,54,53,ILMN_1722056;ILMN_1778242;ILMN_1791580;ILMN_1785413;ILMN_2310909;ILMN_1808115;ILMN_2315208;ILMN_1710523;ILMN_1777411;ILMN_1653372;ILMN_2089073;ILMN_2345292;ILMN_2407824;ILMN_2301193;ILMN_1704164;ILMN_1693896;ILMN_1747271;ILMN_1709541;ILMN_1658684;ILMN_1656159;ILMN_1696132;ILMN_1741115;ILMN_1725597;ILMN_1813399;ILMN_1730811;ILMN_1666445;ILMN_1783956;ILMN_1651303;ILMN_1771680;ILMN_1689098;ILMN_2415073;ILMN_2209417;ILMN_1687765;ILMN_1813434;ILMN_2134224;ILMN_1786118;ILMN_1781045;ILMN_2367753;ILMN_1778595;ILMN_1674217;ILMN_1765044;ILMN_2359601;ILMN_2381938;ILMN_1778358;ILMN_1682054;ILMN_1655884;ILMN_1683415;ILMN_1775285;ILMN_1731783;ILMN_1698804;ILMN_2124155;ILMN_1768812;ILMN_2389810,ILMN_1722056;ILMN_1778242;ILMN_1791580;ILMN_1785413;ILMN_2310909;ILMN_1808115;ILMN_2315208;ILMN_1710523;ILMN_1777411;ILMN_1653372;ILMN_2089073;ILMN_2345292;ILMN_2407824;ILMN_2301193;ILMN_1704164;ILMN_1693896;ILMN_1747271;ILMN_1709541;ILMN_1658684
Diseases of metabolism ,0.32243471377513166,2.53125780318951,0.33816425120772947,0.7171841333632681,110,102,ILMN_1736670;ILMN_1703041;ILMN_1773082;ILMN_2127477;ILMN_1699728;ILMN_1681437;ILMN_1708303;ILMN_1683883;ILMN_1758523;ILMN_1663640;ILMN_1683462;ILMN_1694980;ILMN_2133675;ILMN_2119774;ILMN_1744517;ILMN_1714384;ILMN_1772123;ILMN_1669878;ILMN_1872276;ILMN_1765801;ILMN_2097259;ILMN_1792669;ILMN_1758626;ILMN_1652128;ILMN_2057768;ILMN_2343917;ILMN_1785113;ILMN_2368585;ILMN_2282641;ILMN_2206949;ILMN_1754315;ILMN_1678533;ILMN_1747716;ILMN_1689114;ILMN_1684017;ILMN_2191428;ILMN_1778521;ILMN_1796746;ILMN_1760554;ILMN_1752099;ILMN_1697967;ILMN_2079890;ILMN_1801917;ILMN_1739813;ILMN_1895128;ILMN_2331501;ILMN_1744817;ILMN_1807745;ILMN_1735155;ILMN_2387860;ILMN_1711030;ILMN_1683901;ILMN_1731547;ILMN_2045849;ILMN_2340347;ILMN_2359835;ILMN_2198812;ILMN_1768575;ILMN_1719468;ILMN_1702769;ILMN_2377977;ILMN_1740185;ILMN_1696432;ILMN_1670801;ILMN_1811696;ILMN_1678678;ILMN_1767657;ILMN_1808657;ILMN_1711289;ILMN_1768820;ILMN_1685663;ILMN_1755203;ILMN_1789702;ILMN_1824490;ILMN_1744628;ILMN_1782977;ILMN_1798475;ILMN_1662413;ILMN_1701661;ILMN_1678173;ILMN_2090558;ILMN_2048326;ILMN_1761010;ILMN_1657862;ILMN_2376455;ILMN_1737949;ILMN_1712587;ILMN_2403664;ILMN_1740418;ILMN_2115633;ILMN_1693338;ILMN_1749026;ILMN_1704985;ILMN_2230862;ILMN_1803005;ILMN_1788547;ILMN_1740572;ILMN_1812297;ILMN_2184109;ILMN_1746588;ILMN_1714809;ILMN_1760174,ILMN_1736670;ILMN_1703041;ILMN_1773082;ILMN_2127477;ILMN_1699728;ILMN_1681437;ILMN_1708303;ILMN_1683883;ILMN_1758523;ILMN_1663640;ILMN_1683462;ILMN_1694980;ILMN_2133675;ILMN_2119774;ILMN_1744517;ILMN_1714384;ILMN_1772123
MET activates PTK2 signaling ,0.4528868924608415,2.5211049499349554,0.2094017094017094,0.7173946449403544,33,28,ILMN_1752968;ILMN_2339266;ILMN_1688892;ILMN_1701308;ILMN_1773567;ILMN_1729117;ILMN_1773079;ILMN_1665792;ILMN_1706505;ILMN_2104356;ILMN_1810996;ILMN_1796288;ILMN_1795442;ILMN_2392803;ILMN_1801586;ILMN_1778237;ILMN_2214790;ILMN_1688642;ILMN_1778253;ILMN_1674785;ILMN_1696434;ILMN_1706519;ILMN_2311456;ILMN_1723467;ILMN_1676305;ILMN_1715684;ILMN_1788377;ILMN_1715175,ILMN_1752968;ILMN_2339266;ILMN_1688892;ILMN_1701308;ILMN_1773567;ILMN_1729117;ILMN_1773079;ILMN_1665792;ILMN_1706505;ILMN_2104356;ILMN_1810996;ILMN_1796288
Transcriptional  activation of  cell cycle inhibitor p21  ,0.8249814267794098,2.5476460237422924,0.204,0.7175191202137254,3,3,ILMN_1786722;ILMN_1784602;ILMN_1779356,ILMN_1786722;ILMN_1784602
