Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
mRNA Splicing - Minor Pathway ,-0.5568987445951042,-2.819697009429417,0.01098901098901099,0.08245550020567974,57,50,ILMN_1659082;ILMN_1670037;ILMN_1705928;ILMN_1748616;ILMN_1801118;ILMN_1782385;ILMN_1773868;ILMN_2046199;ILMN_1659259;ILMN_1778836;ILMN_1784218;ILMN_2395285;ILMN_1712347;ILMN_1745421;ILMN_1766542;ILMN_1674163;ILMN_1754304;ILMN_1799103;ILMN_1674780;ILMN_1748438;ILMN_1795341;ILMN_1709809;ILMN_1720542;ILMN_1794599;ILMN_1659026;ILMN_1772959;ILMN_1775939;ILMN_1722648;ILMN_1799814;ILMN_1738677;ILMN_1732300;ILMN_1689389;ILMN_2088172;ILMN_1689445;ILMN_2369785;ILMN_1768393;ILMN_1738819;ILMN_2067370;ILMN_1745798;ILMN_1696407;ILMN_1777528;ILMN_1703720;ILMN_1792672;ILMN_1683562;ILMN_1790218;ILMN_2412564;ILMN_1803110;ILMN_2070300;ILMN_1745885;ILMN_1669424,ILMN_1709809;ILMN_1720542;ILMN_1794599;ILMN_1659026;ILMN_1772959;ILMN_1775939;ILMN_1722648;ILMN_1799814;ILMN_1738677;ILMN_1732300;ILMN_1689389;ILMN_2088172;ILMN_1689445;ILMN_2369785;ILMN_1768393;ILMN_1738819;ILMN_2067370;ILMN_1745798;ILMN_1696407;ILMN_1777528;ILMN_1703720;ILMN_1792672;ILMN_1683562;ILMN_1790218;ILMN_2412564;ILMN_1803110;ILMN_2070300;ILMN_1745885;ILMN_1669424
Apoptosis ,-0.5334118417735311,-2.8152814111105884,0.0,0.08408577069423807,200,174,ILMN_2310814;ILMN_1801119;ILMN_1654118;ILMN_1759252;ILMN_1667260;ILMN_1757467;ILMN_1712913;ILMN_1748831;ILMN_1801105;ILMN_1718070;ILMN_1670079;ILMN_1720926;ILMN_1801307;ILMN_1806017;ILMN_2176502;ILMN_1732767;ILMN_1780189;ILMN_1694385;ILMN_2058512;ILMN_2119535;ILMN_1744268;ILMN_1691499;ILMN_1757406;ILMN_1730332;ILMN_1796138;ILMN_1699636;ILMN_1692831;ILMN_2192281;ILMN_1796430;ILMN_2376289;ILMN_1694877;ILMN_2138801;ILMN_1673757;ILMN_1810239;ILMN_2310589;ILMN_1763730;ILMN_1662668;ILMN_1778188;ILMN_1681497;ILMN_1762678;ILMN_1812915;ILMN_1770940;ILMN_2322458;ILMN_1779633;ILMN_1758658;ILMN_2231242;ILMN_2191428;ILMN_1801043;ILMN_1659463;ILMN_2098446;ILMN_1691428;ILMN_1792710;ILMN_1697691;ILMN_1844132;ILMN_2096759;ILMN_1748661;ILMN_2291010;ILMN_2384133;ILMN_1733256;ILMN_2331501;ILMN_1651346;ILMN_1659103;ILMN_1652151;ILMN_2346573;ILMN_1712687;ILMN_1749789;ILMN_1808768;ILMN_1797406;ILMN_1724149;ILMN_1748651;ILMN_2364574;ILMN_1743347;ILMN_1746435;ILMN_1690546;ILMN_1665748;ILMN_2402172;ILMN_2385220;ILMN_1706217;ILMN_2051469;ILMN_1663618;ILMN_2259495;ILMN_1676005;ILMN_1772796;ILMN_1706677;ILMN_1757350;ILMN_1653251;ILMN_1779356;ILMN_1812403;ILMN_2383435;ILMN_1704094;ILMN_2128293;ILMN_1721659;ILMN_1782977;ILMN_1815079;ILMN_1804569;ILMN_1691487;ILMN_1789830;ILMN_2395389;ILMN_1724533;ILMN_1791847;ILMN_1793831;ILMN_1703949;ILMN_1704404;ILMN_2048326;ILMN_1736112;ILMN_1786612;ILMN_1690646;ILMN_2306189;ILMN_2300186;ILMN_1701962;ILMN_1767006;ILMN_1750145;ILMN_2387553;ILMN_1691165;ILMN_1677032;ILMN_1746494;ILMN_1721316;ILMN_1800952;ILMN_2321064;ILMN_1807535;ILMN_1683026;ILMN_2286800;ILMN_1782538;ILMN_2388155;ILMN_1709611;ILMN_1696749;ILMN_1809010;ILMN_1766541;ILMN_1781824;ILMN_1702837;ILMN_1666409;ILMN_1808132;ILMN_1710216;ILMN_2344130;ILMN_1676305;ILMN_1747195;ILMN_1793671;ILMN_1740015;ILMN_1728512;ILMN_1806607;ILMN_1682098;ILMN_2219712;ILMN_1789176;ILMN_1794662;ILMN_1805990;ILMN_2325610;ILMN_1744649;ILMN_1814156;ILMN_1776173;ILMN_1768194;ILMN_1801928;ILMN_1759952;ILMN_1733421;ILMN_2376108;ILMN_1668996;ILMN_1655468;ILMN_1704196;ILMN_1737396;ILMN_1796962;ILMN_2328776;ILMN_2126706;ILMN_1655163;ILMN_1712432;ILMN_2109489;ILMN_1674385;ILMN_1708340;ILMN_1768784;ILMN_1737862;ILMN_1661717;ILMN_1779706;ILMN_1763540;ILMN_1663454;ILMN_1764794;ILMN_1717714,ILMN_1782977;ILMN_1815079;ILMN_1804569;ILMN_1691487;ILMN_1789830;ILMN_2395389;ILMN_1724533;ILMN_1791847;ILMN_1793831;ILMN_1703949;ILMN_1704404;ILMN_2048326;ILMN_1736112;ILMN_1786612;ILMN_1690646;ILMN_2306189;ILMN_2300186;ILMN_1701962;ILMN_1767006;ILMN_1750145;ILMN_2387553;ILMN_1691165;ILMN_1677032;ILMN_1746494;ILMN_1721316;ILMN_1800952;ILMN_2321064;ILMN_1807535;ILMN_1683026;ILMN_2286800;ILMN_1782538;ILMN_2388155;ILMN_1709611;ILMN_1696749;ILMN_1809010;ILMN_1766541;ILMN_1781824;ILMN_1702837;ILMN_1666409;ILMN_1808132;ILMN_1710216;ILMN_2344130;ILMN_1676305;ILMN_1747195;ILMN_1793671;ILMN_1740015;ILMN_1728512;ILMN_1806607;ILMN_1682098;ILMN_2219712;ILMN_1789176;ILMN_1794662;ILMN_1805990;ILMN_2325610;ILMN_1744649;ILMN_1814156;ILMN_1776173;ILMN_1768194;ILMN_1801928;ILMN_1759952;ILMN_1733421;ILMN_2376108;ILMN_1668996;ILMN_1655468;ILMN_1704196;ILMN_1737396;ILMN_1796962;ILMN_2328776;ILMN_2126706;ILMN_1655163;ILMN_1712432;ILMN_2109489;ILMN_1674385;ILMN_1708340;ILMN_1768784;ILMN_1737862;ILMN_1661717;ILMN_1779706;ILMN_1763540;ILMN_1663454;ILMN_1764794;ILMN_1717714
The role of Nef in HIV-1 replication and disease pathogenesis ,-0.610355437185356,-2.815294850582133,0.014492753623188406,0.08435638057181938,29,29,ILMN_1803779;ILMN_1705861;ILMN_2403730;ILMN_1716488;ILMN_1815306;ILMN_2359789;ILMN_1768610;ILMN_1712687;ILMN_1822333;ILMN_2399627;ILMN_2279844;ILMN_1784320;ILMN_2387505;ILMN_1809957;ILMN_1799725;ILMN_1766411;ILMN_1712806;ILMN_1727284;ILMN_1725427;ILMN_2148459;ILMN_2354191;ILMN_1754738;ILMN_1781207;ILMN_2330948;ILMN_1676924;ILMN_1699598;ILMN_1791771;ILMN_2203950;ILMN_1671054,ILMN_1799725;ILMN_1766411;ILMN_1712806;ILMN_1727284;ILMN_1725427;ILMN_2148459;ILMN_2354191;ILMN_1754738;ILMN_1781207;ILMN_2330948;ILMN_1676924;ILMN_1699598;ILMN_1791771;ILMN_2203950;ILMN_1671054
GDP-fucose biosynthesis ,-0.9240918950718855,-2.811799031952056,0.0,0.08567358407854048,6,5,ILMN_1704195;ILMN_1697777;ILMN_1680104;ILMN_1704785;ILMN_1711227,ILMN_1680104;ILMN_1704785;ILMN_1711227
Signaling by EGFR in Cancer ,-0.6536022202412105,-2.809913624411112,0.019784172661870502,0.0862560215884841,25,23,ILMN_1699798;ILMN_1742521;ILMN_1690733;ILMN_1689057;ILMN_1666910;ILMN_1657248;ILMN_2191428;ILMN_1701967;ILMN_2331501;ILMN_1705396;ILMN_1668369;ILMN_1782977;ILMN_2382906;ILMN_2048326;ILMN_2081070;ILMN_1728071;ILMN_2121408;ILMN_1696521;ILMN_2181968;ILMN_1767135;ILMN_1815313;ILMN_1805175;ILMN_1775759,ILMN_1668369;ILMN_1782977;ILMN_2382906;ILMN_2048326;ILMN_2081070;ILMN_1728071;ILMN_2121408;ILMN_1696521;ILMN_2181968;ILMN_1767135;ILMN_1815313;ILMN_1805175;ILMN_1775759
CLEC7A (Dectin-1) signaling ,-0.50959379212538,-2.807039498045875,0.0,0.08661829707961943,117,100,ILMN_1711766;ILMN_1789505;ILMN_1727142;ILMN_1778242;ILMN_1801105;ILMN_1770412;ILMN_1802669;ILMN_1698766;ILMN_1810554;ILMN_1720926;ILMN_1806017;ILMN_2394571;ILMN_1732767;ILMN_1780189;ILMN_1689438;ILMN_2058512;ILMN_1699503;ILMN_1793651;ILMN_1796430;ILMN_1736103;ILMN_1714965;ILMN_1673757;ILMN_1779633;ILMN_2191428;ILMN_2387791;ILMN_1691428;ILMN_2247868;ILMN_1670970;ILMN_1697691;ILMN_1661083;ILMN_1787988;ILMN_2096759;ILMN_2291010;ILMN_1733256;ILMN_2331501;ILMN_1659103;ILMN_2346573;ILMN_1797406;ILMN_2400206;ILMN_1748272;ILMN_1772817;ILMN_1748651;ILMN_1716446;ILMN_2160476;ILMN_1672331;ILMN_1707308;ILMN_1778253;ILMN_1677041;ILMN_2383435;ILMN_1704094;ILMN_1721659;ILMN_1773154;ILMN_2324157;ILMN_1701331;ILMN_1710186;ILMN_1782977;ILMN_2395389;ILMN_2392143;ILMN_1704404;ILMN_1729663;ILMN_1705266;ILMN_2048326;ILMN_1786612;ILMN_1713006;ILMN_1701962;ILMN_1700610;ILMN_1767006;ILMN_2387553;ILMN_1775501;ILMN_1800952;ILMN_1683026;ILMN_1709611;ILMN_1809010;ILMN_1702837;ILMN_1666409;ILMN_1815500;ILMN_2344130;ILMN_1747195;ILMN_2059549;ILMN_1682098;ILMN_1789176;ILMN_1721978;ILMN_1744649;ILMN_1810176;ILMN_1814156;ILMN_1776173;ILMN_1759952;ILMN_2360028;ILMN_2376108;ILMN_1737396;ILMN_1749629;ILMN_1796962;ILMN_1811258;ILMN_1712432;ILMN_1712532;ILMN_1768784;ILMN_1815719;ILMN_1737862;ILMN_1763540;ILMN_1764794,ILMN_2383435;ILMN_1704094;ILMN_1721659;ILMN_1773154;ILMN_2324157;ILMN_1701331;ILMN_1710186;ILMN_1782977;ILMN_2395389;ILMN_2392143;ILMN_1704404;ILMN_1729663;ILMN_1705266;ILMN_2048326;ILMN_1786612;ILMN_1713006;ILMN_1701962;ILMN_1700610;ILMN_1767006;ILMN_2387553;ILMN_1775501;ILMN_1800952;ILMN_1683026;ILMN_1709611;ILMN_1809010;ILMN_1702837;ILMN_1666409;ILMN_1815500;ILMN_2344130;ILMN_1747195;ILMN_2059549;ILMN_1682098;ILMN_1789176;ILMN_1721978;ILMN_1744649;ILMN_1810176;ILMN_1814156;ILMN_1776173;ILMN_1759952;ILMN_2360028;ILMN_2376108;ILMN_1737396;ILMN_1749629;ILMN_1796962;ILMN_1811258;ILMN_1712432;ILMN_1712532;ILMN_1768784;ILMN_1815719;ILMN_1737862;ILMN_1763540;ILMN_1764794
Deposition of new CENPA-containing nucleosomes at the centromere ,-0.5405844478090273,-2.8080176486636486,0.0035714285714285713,0.0866864214763219,74,68,ILMN_1708728;ILMN_2224990;ILMN_1758623;ILMN_1732071;ILMN_1736820;ILMN_1748241;ILMN_1792689;ILMN_1692790;ILMN_2053992;ILMN_2115340;ILMN_1676580;ILMN_2144426;ILMN_1687947;ILMN_1768973;ILMN_1680937;ILMN_1829537;ILMN_1742143;ILMN_1764986;ILMN_1751120;ILMN_2108779;ILMN_1713436;ILMN_1775925;ILMN_2119320;ILMN_1706784;ILMN_1769634;ILMN_2229205;ILMN_1793360;ILMN_1653514;ILMN_1770053;ILMN_1755318;ILMN_1753524;ILMN_1652998;ILMN_1678775;ILMN_1756849;ILMN_1716195;ILMN_1670033;ILMN_1681542;ILMN_1742123;ILMN_1782329;ILMN_1723111;ILMN_1666208;ILMN_1688666;ILMN_1813314;ILMN_1808907;ILMN_1750180;ILMN_1779373;ILMN_1713163;ILMN_2165369;ILMN_2357471;ILMN_1693221;ILMN_1679438;ILMN_1777129;ILMN_2171183;ILMN_1658702;ILMN_1737195;ILMN_2075334;ILMN_1785756;ILMN_1693108;ILMN_1707858;ILMN_1668814;ILMN_1787477;ILMN_2196984;ILMN_1658010;ILMN_1742779;ILMN_1703906;ILMN_1720526;ILMN_1763907;ILMN_1801257,ILMN_1693221;ILMN_1679438;ILMN_1777129;ILMN_2171183;ILMN_1658702;ILMN_1737195;ILMN_2075334;ILMN_1785756;ILMN_1693108;ILMN_1707858;ILMN_1668814;ILMN_1787477;ILMN_2196984;ILMN_1658010;ILMN_1742779;ILMN_1703906;ILMN_1720526;ILMN_1763907;ILMN_1801257
EPH-ephrin mediated repulsion of cells ,-0.5059602183830408,-2.8073133264358434,0.027450980392156862,0.08675767670716203,51,50,ILMN_1767816;ILMN_1803779;ILMN_2290068;ILMN_1714417;ILMN_1762106;ILMN_1809193;ILMN_1805200;ILMN_1711328;ILMN_1719531;ILMN_2340599;ILMN_1756779;ILMN_1782076;ILMN_1669718;ILMN_1815306;ILMN_2359789;ILMN_1794781;ILMN_1668022;ILMN_1695606;ILMN_1718946;ILMN_1704961;ILMN_1655577;ILMN_1701009;ILMN_1803637;ILMN_1684256;ILMN_1739734;ILMN_1664265;ILMN_1735180;ILMN_1778253;ILMN_1674609;ILMN_2371053;ILMN_1672022;ILMN_1703852;ILMN_1809957;ILMN_2367384;ILMN_2214910;ILMN_1654563;ILMN_1685616;ILMN_1781207;ILMN_1658472;ILMN_2038777;ILMN_1699354;ILMN_1699598;ILMN_1796316;ILMN_1695420;ILMN_1665696;ILMN_1741346;ILMN_1802646;ILMN_1691466;ILMN_1692261;ILMN_1781155,ILMN_2371053;ILMN_1672022;ILMN_1703852;ILMN_1809957;ILMN_2367384;ILMN_2214910;ILMN_1654563;ILMN_1685616;ILMN_1781207;ILMN_1658472;ILMN_2038777;ILMN_1699354;ILMN_1699598;ILMN_1796316;ILMN_1695420;ILMN_1665696;ILMN_1741346;ILMN_1802646;ILMN_1691466;ILMN_1692261;ILMN_1781155
Cyclin D associated events in G1 ,-0.5679368555602506,-2.8081413862957336,0.012727272727272728,0.08692340479491101,45,44,ILMN_1711766;ILMN_1688480;ILMN_1722858;ILMN_1742250;ILMN_2075800;ILMN_1778917;ILMN_1784602;ILMN_1810467;ILMN_2083243;ILMN_1696591;ILMN_1779841;ILMN_1788961;ILMN_1756999;ILMN_2196347;ILMN_1712659;ILMN_2191428;ILMN_1718565;ILMN_1708922;ILMN_2331501;ILMN_1667081;ILMN_1652171;ILMN_2051469;ILMN_1778253;ILMN_2376723;ILMN_1782977;ILMN_2048326;ILMN_1668721;ILMN_1683178;ILMN_1689720;ILMN_1793671;ILMN_1748883;ILMN_1689001;ILMN_1749629;ILMN_1782551;ILMN_1782745;ILMN_1761828;ILMN_1781155;ILMN_1777233;ILMN_1661717;ILMN_1802615;ILMN_1719256;ILMN_1717714;ILMN_1791002;ILMN_1669502,ILMN_1793671;ILMN_1748883;ILMN_1689001;ILMN_1749629;ILMN_1782551;ILMN_1782745;ILMN_1761828;ILMN_1781155;ILMN_1777233;ILMN_1661717;ILMN_1802615;ILMN_1719256;ILMN_1717714;ILMN_1791002;ILMN_1669502
Mitochondrial translation initiation ,-0.5159680175765816,-2.8049123849320554,0.0035587188612099642,0.08740540667953874,90,87,ILMN_1807095;ILMN_1658486;ILMN_2138435;ILMN_1726743;ILMN_1705464;ILMN_1813682;ILMN_1700477;ILMN_1779423;ILMN_2203807;ILMN_1718271;ILMN_1748650;ILMN_1731851;ILMN_2210482;ILMN_1687403;ILMN_1695472;ILMN_1695576;ILMN_1849146;ILMN_1718706;ILMN_1718424;ILMN_1694950;ILMN_1681324;ILMN_1663220;ILMN_2189424;ILMN_1812777;ILMN_1721337;ILMN_1761266;ILMN_1806123;ILMN_1687359;ILMN_2175831;ILMN_1714424;ILMN_1775744;ILMN_2405915;ILMN_1654552;ILMN_1749432;ILMN_2189993;ILMN_1768396;ILMN_1722838;ILMN_1676026;ILMN_2311041;ILMN_2230592;ILMN_2182198;ILMN_1672149;ILMN_1798826;ILMN_1783681;ILMN_2356890;ILMN_1753976;ILMN_1813389;ILMN_1751530;ILMN_1706326;ILMN_1744835;ILMN_1719656;ILMN_1658416;ILMN_1815043;ILMN_1664833;ILMN_2391522;ILMN_1804479;ILMN_1797933;ILMN_2076658;ILMN_1773369;ILMN_1655765;ILMN_1671452;ILMN_1771149;ILMN_1730685;ILMN_1766154;ILMN_1802553;ILMN_1723874;ILMN_1671158;ILMN_1726391;ILMN_1730391;ILMN_1799289;ILMN_1800197;ILMN_1680703;ILMN_2097421;ILMN_1804207;ILMN_1813207;ILMN_1765520;ILMN_1804851;ILMN_1699603;ILMN_2072603;ILMN_2371964;ILMN_2103720;ILMN_1773716;ILMN_1655377;ILMN_1763264;ILMN_2041327;ILMN_2316540;ILMN_1760441,ILMN_1664833;ILMN_2391522;ILMN_1804479;ILMN_1797933;ILMN_2076658;ILMN_1773369;ILMN_1655765;ILMN_1671452;ILMN_1771149;ILMN_1730685;ILMN_1766154;ILMN_1802553;ILMN_1723874;ILMN_1671158;ILMN_1726391;ILMN_1730391;ILMN_1799289;ILMN_1800197;ILMN_1680703;ILMN_2097421;ILMN_1804207;ILMN_1813207;ILMN_1765520;ILMN_1804851;ILMN_1699603;ILMN_2072603;ILMN_2371964;ILMN_2103720;ILMN_1773716;ILMN_1655377;ILMN_1763264;ILMN_2041327;ILMN_2316540;ILMN_1760441
RNA Polymerase I Transcription Termination ,-0.5858156300951547,-2.8042916882899087,0.03007518796992481,0.08743569506401516,45,29,ILMN_1670037;ILMN_1742250;ILMN_1778917;ILMN_1739497;ILMN_1757552;ILMN_1691485;ILMN_1806946;ILMN_1662772;ILMN_2360448;ILMN_1815859;ILMN_1725666;ILMN_2128133;ILMN_1726693;ILMN_1667977;ILMN_1659026;ILMN_1742427;ILMN_1740216;ILMN_2335072;ILMN_1781121;ILMN_1697117;ILMN_1780758;ILMN_1689445;ILMN_2398587;ILMN_2085525;ILMN_1747870;ILMN_1800308;ILMN_1767219;ILMN_2110167;ILMN_1745885,ILMN_1742427;ILMN_1740216;ILMN_2335072;ILMN_1781121;ILMN_1697117;ILMN_1780758;ILMN_1689445;ILMN_2398587;ILMN_2085525;ILMN_1747870;ILMN_1800308;ILMN_1767219;ILMN_2110167;ILMN_1745885
Transcriptional Regulation by E2F6 ,-0.609828652699157,-2.802661684494455,0.015901060070671377,0.0880524016127333,44,33,ILMN_1809859;ILMN_1700915;ILMN_1721842;ILMN_1812273;ILMN_1666399;ILMN_1765606;ILMN_2363426;ILMN_1782173;ILMN_1750049;ILMN_1659463;ILMN_1739101;ILMN_1653514;ILMN_1770053;ILMN_1746276;ILMN_1651715;ILMN_2336109;ILMN_2051469;ILMN_1671314;ILMN_1797813;ILMN_2372379;ILMN_1751081;ILMN_2179873;ILMN_1656196;ILMN_2347917;ILMN_1793671;ILMN_1813028;ILMN_1656574;ILMN_1678669;ILMN_2257432;ILMN_1741801;ILMN_1661717;ILMN_2364529;ILMN_1664630,ILMN_2372379;ILMN_1751081;ILMN_2179873;ILMN_1656196;ILMN_2347917;ILMN_1793671;ILMN_1813028;ILMN_1656574;ILMN_1678669;ILMN_2257432;ILMN_1741801;ILMN_1661717;ILMN_2364529;ILMN_1664630
Signaling by EGFR ,-0.5639317521440712,-2.799277547465028,0.007155635062611807,0.08938308471604692,51,46,ILMN_1707342;ILMN_1651610;ILMN_1781135;ILMN_1699798;ILMN_1742521;ILMN_1708369;ILMN_1690733;ILMN_1689057;ILMN_1666910;ILMN_1785393;ILMN_1665357;ILMN_1657248;ILMN_1675156;ILMN_2191428;ILMN_1701967;ILMN_1718946;ILMN_2331501;ILMN_1717294;ILMN_1705396;ILMN_1778253;ILMN_1788062;ILMN_2089329;ILMN_1782977;ILMN_2382906;ILMN_1778236;ILMN_2048326;ILMN_1661491;ILMN_2081070;ILMN_1728071;ILMN_1675984;ILMN_1754121;ILMN_1695509;ILMN_2055156;ILMN_2121408;ILMN_1696521;ILMN_1715994;ILMN_2181968;ILMN_1808501;ILMN_1765409;ILMN_1810962;ILMN_1767135;ILMN_1815313;ILMN_1760990;ILMN_1765779;ILMN_1805175;ILMN_1775759,ILMN_2382906;ILMN_1778236;ILMN_2048326;ILMN_1661491;ILMN_2081070;ILMN_1728071;ILMN_1675984;ILMN_1754121;ILMN_1695509;ILMN_2055156;ILMN_2121408;ILMN_1696521;ILMN_1715994;ILMN_2181968;ILMN_1808501;ILMN_1765409;ILMN_1810962;ILMN_1767135;ILMN_1815313;ILMN_1760990;ILMN_1765779;ILMN_1805175;ILMN_1775759
DAP12 signaling ,-0.6119833965958477,-2.7996777831978523,0.01056338028169014,0.08945739343842753,36,29,ILMN_2290068;ILMN_1699798;ILMN_1742521;ILMN_1701248;ILMN_1726565;ILMN_1689057;ILMN_2359789;ILMN_1794781;ILMN_1707328;ILMN_1701967;ILMN_1705396;ILMN_2281320;ILMN_2222443;ILMN_1778143;ILMN_2279844;ILMN_2382906;ILMN_1778977;ILMN_1725427;ILMN_1728071;ILMN_2148459;ILMN_1658962;ILMN_1781207;ILMN_1763347;ILMN_1765258;ILMN_2059549;ILMN_1799134;ILMN_1767135;ILMN_1815719;ILMN_1775759,ILMN_2382906;ILMN_1778977;ILMN_1725427;ILMN_1728071;ILMN_2148459;ILMN_1658962;ILMN_1781207;ILMN_1763347;ILMN_1765258;ILMN_2059549;ILMN_1799134;ILMN_1767135;ILMN_1815719;ILMN_1775759
G protein gated Potassium channels ,-0.5795629092568171,-2.7973260537449596,0.044145873320537425,0.089830011801906,31,25,ILMN_1673380;ILMN_1684945;ILMN_1806147;ILMN_2395375;ILMN_1728107;ILMN_1794200;ILMN_1652003;ILMN_2177928;ILMN_1807925;ILMN_2137312;ILMN_1693269;ILMN_1800179;ILMN_1658928;ILMN_1736045;ILMN_2115336;ILMN_2091100;ILMN_2396903;ILMN_1808272;ILMN_1805376;ILMN_1671237;ILMN_1701854;ILMN_1804357;ILMN_1780334;ILMN_1678841;ILMN_1660718,ILMN_1805376;ILMN_1671237;ILMN_1701854;ILMN_1804357;ILMN_1780334;ILMN_1678841;ILMN_1660718
Hh mutants abrogate ligand secretion ,-0.5627959755577773,-2.7967282218082694,0.0051635111876075735,0.08986325301309468,77,59,ILMN_1693853;ILMN_1726496;ILMN_2361807;ILMN_1724376;ILMN_1720926;ILMN_1806017;ILMN_1732767;ILMN_1780189;ILMN_2058512;ILMN_1803143;ILMN_1796430;ILMN_1799996;ILMN_1779633;ILMN_2191428;ILMN_1691428;ILMN_1697691;ILMN_2096759;ILMN_2291010;ILMN_1733256;ILMN_2331501;ILMN_1659103;ILMN_2346573;ILMN_1797406;ILMN_1748651;ILMN_1761969;ILMN_1801953;ILMN_2383435;ILMN_1704094;ILMN_1721659;ILMN_1777220;ILMN_1782977;ILMN_2395389;ILMN_1704404;ILMN_2048326;ILMN_1786612;ILMN_1701962;ILMN_1767006;ILMN_2387553;ILMN_1652693;ILMN_1800952;ILMN_1683026;ILMN_1709611;ILMN_1809010;ILMN_1702837;ILMN_1666409;ILMN_2344130;ILMN_1747195;ILMN_1682098;ILMN_1744649;ILMN_1814156;ILMN_1776173;ILMN_1759952;ILMN_2376108;ILMN_1737396;ILMN_1712432;ILMN_1768784;ILMN_1737862;ILMN_1763540;ILMN_1764794,ILMN_2383435;ILMN_1704094;ILMN_1721659;ILMN_1777220;ILMN_1782977;ILMN_2395389;ILMN_1704404;ILMN_2048326;ILMN_1786612;ILMN_1701962;ILMN_1767006;ILMN_2387553;ILMN_1652693;ILMN_1800952;ILMN_1683026;ILMN_1709611;ILMN_1809010;ILMN_1702837;ILMN_1666409;ILMN_2344130;ILMN_1747195;ILMN_1682098;ILMN_1744649;ILMN_1814156;ILMN_1776173;ILMN_1759952;ILMN_2376108;ILMN_1737396;ILMN_1712432;ILMN_1768784;ILMN_1737862;ILMN_1763540;ILMN_1764794
Diseases of Cellular Senescence ,-0.9668449417031613,-2.7973718157102634,0.020080321285140562,0.0901001922351522,2,2,ILMN_1689001;ILMN_1717714,ILMN_1689001;ILMN_1717714
PIWI-interacting RNA (piRNA) biogenesis ,-0.5874815662051207,-2.7949354628355456,0.028517110266159697,0.09022893560209348,29,27,ILMN_1670037;ILMN_1782385;ILMN_2175094;ILMN_1756211;ILMN_1731518;ILMN_1711156;ILMN_1752457;ILMN_1772147;ILMN_1782246;ILMN_1811110;ILMN_1815444;ILMN_1701220;ILMN_1744045;ILMN_1748438;ILMN_2373515;ILMN_1720542;ILMN_1659026;ILMN_2211479;ILMN_1792726;ILMN_1660261;ILMN_1732300;ILMN_2088172;ILMN_1689445;ILMN_1769606;ILMN_1682428;ILMN_1792672;ILMN_1745885,ILMN_2373515;ILMN_1720542;ILMN_1659026;ILMN_2211479;ILMN_1792726;ILMN_1660261;ILMN_1732300;ILMN_2088172;ILMN_1689445;ILMN_1769606;ILMN_1682428;ILMN_1792672;ILMN_1745885
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA ,-0.9941805663705048,-2.795329326068576,0.00423728813559322,0.09031958860939072,2,1,ILMN_1807423,ILMN_1807423
Classical antibody-mediated complement activation ,-0.700539777734663,-2.7915607160694424,0.01054481546572935,0.09172185090756979,94,17,ILMN_1722948;ILMN_1798530;ILMN_1656242;ILMN_1821486;ILMN_1799110;ILMN_1815652;ILMN_1873838;ILMN_1743797;ILMN_1781626;ILMN_1652199;ILMN_1674228;ILMN_1655940;ILMN_1804601;ILMN_1680274;ILMN_1796409;ILMN_1785902;ILMN_1737918,ILMN_1815652;ILMN_1873838;ILMN_1743797;ILMN_1781626;ILMN_1652199;ILMN_1674228;ILMN_1655940;ILMN_1804601;ILMN_1680274;ILMN_1796409;ILMN_1785902;ILMN_1737918
Pentose phosphate pathway disease ,-0.9738330396297914,-2.79001002055363,0.04310344827586207,0.09221227348612343,1,1,ILMN_1746588,ILMN_1746588
APC-Cdc20 mediated degradation of Nek2A ,-0.6191331207702806,-2.7881537436191013,0.029038112522686024,0.0926941436927521,24,24,ILMN_1813243;ILMN_1738955;ILMN_1802973;ILMN_1799688;ILMN_1849514;ILMN_2191428;ILMN_2245180;ILMN_1787988;ILMN_1726104;ILMN_2331501;ILMN_2339796;ILMN_2199284;ILMN_2210837;ILMN_1723177;ILMN_1806778;ILMN_2112460;ILMN_1782977;ILMN_1722102;ILMN_2048326;ILMN_1659553;ILMN_1797307;ILMN_1653822;ILMN_2301083;ILMN_1663390,ILMN_2210837;ILMN_1723177;ILMN_1806778;ILMN_2112460;ILMN_1782977;ILMN_1722102;ILMN_2048326;ILMN_1659553;ILMN_1797307;ILMN_1653822;ILMN_2301083;ILMN_1663390
Butyrophilin (BTN) family interactions ,-0.71341280626084,-2.7885007678290115,0.048638132295719845,0.09274732176238913,18,10,ILMN_1772976;ILMN_1676895;ILMN_1698953;ILMN_1806030;ILMN_1676372;ILMN_1700067;ILMN_1712632;ILMN_2364852;ILMN_1752758;ILMN_1688101,ILMN_1676372;ILMN_1700067;ILMN_1712632;ILMN_2364852;ILMN_1752758;ILMN_1688101
Evasion of Oncogene Induced Senescence Due to p16INK4A Defects ,-0.9668449417031613,-2.784402949286832,0.012121212121212121,0.0943140851452828,2,2,ILMN_1689001;ILMN_1717714,ILMN_1689001;ILMN_1717714
