,log2FoldChange,lfcSE
RP11-88E10.5,0.162269444313633,0.379782119544404
LINC00539,0.074540973605728,0.39967791394568
GLIPR1L2,0.179909434054283,0.37039946992009
KLRC1,0.263485351982905,0.36401305453103294
RP11-342D11.3,0.0830108795413069,0.50880507637786
GRAMD1B,0.15551752949917003,0.39391557494912394
SPTY2D1-AS1,0.165677969519929,0.40096856954037396
FAM78A,0.20668384313565102,0.228077591281798
TRBV25-1,0.0198404770206532,0.33986406854876006
TRBV5-4,0.0170689956621792,0.52292357707876
TRBV3-1,-0.0169754136335491,0.524512052163974
ZNF184,0.526406638775091,0.145096429696525
RP11-18H21.1,0.0992149195445865,0.45102312299540603
PARP15,0.132201638188858,0.35960945960763
LRRC2,0.19999955092541502,0.21859481728682897
AC109826.1,0.0987641079658715,0.48361505398615795
RP11-95D17.1,0.171183437770952,0.23880886874500604
NTRK1,0.0969979385962404,0.492384802358004
RP4-728D4.2,0.10870718449565599,0.41420251474219105
UBXN10-AS1,0.131882799661407,0.36241936918305895
SEC14L2,0.08915548967530901,0.191460164026128
GNG7,0.438530548200913,0.16711039450337398
RP4-530I15.6,0.0127087128800387,0.262396298783779
RP4-569M23.5,0.0489484068897358,0.46566212101076
CDH8,0.150497247089553,0.479207260249182
RP11-476H16.1,0.0577422440892917,0.48729452506765797
U47924.32,0.0793945686323176,0.516654458658695
ATRNL1,0.15422494540092999,0.460867868033812
C10orf67,0.133000466768572,0.44276094841281305
TTC36,0.0850987650562307,0.5195948141633929
RNF122,0.8472685179373629,0.0850429521331083
RP11-511P7.5,0.234478770452986,0.17330384678613198
PRR15,0.0820780796299686,0.52079333474994
PARK2,0.248751692486438,0.21115887473489198
KIF6,0.141974222984892,0.462345168502877
AC005618.6,0.0591595624718972,0.4825608639642
TIGD2,0.146866752610749,0.32578240864404195
ADGRL3,0.32308097385221696,0.23378964564707302
SCHIP1,0.262657903448972,0.31716906477000606
RP11-20B7.1,0.0798138860611735,0.5214234571220271
GREB1,0.16559648050042003,0.397387174482771
COLEC11,0.15573725367507002,0.421718267986419
RP11-382D12.2,0.11139608852664301,0.5027120449580611
COL9A2,0.303103067289763,0.22136747585398397
RP6-109B7.5,0.117717591789276,0.436128746677087
SPIB,0.252059439438851,0.34032220148699394
ZNF799,0.44378776965038,0.1362061391988
RP5-1125A11.7,0.0963981245686717,0.5191839125112411
ZSCAN30,0.182412091074021,0.241307228825937
GATM-AS1,0.19602167558026,0.3895140970517179
ATP12A,0.0538223825492012,0.513405999831956
FAM222A,0.41288783476443003,0.172600259265561
DDX47,0.22814418127237,0.24471918435732604
RPEL1,0.0820096173317591,0.519544207909817
FAM201A,0.133104057821613,0.492046329644688
XX-FW83563B9.5,0.34062518803283104,0.244492601509365
HOXA1,0.134240916188786,0.338889436130286
RP11-372K14.2,0.230606405889956,0.290042464455237
AC007163.3,0.0293200382360279,0.3821709063486479
SOX13,0.715234876384561,0.0962032652867338
CYP2J2,0.16779040134231601,0.428087998775817
MEIS3,0.27688701626071194,0.237487035255231
AC007193.9,0.013342569352872,0.26688769049601
ZNF571,0.306226314006552,0.20587481386219897
DNAH2,0.094729159172873,0.524708777741308
ODF3L1,0.154731294487427,0.387331212448906
LRGUK,0.0794720050846644,0.519590466314018
SPOCK1,0.0037848424443309397,0.21951094995745998
AC091633.3,0.0250305674186107,0.354512612077359
CFAP57,0.0997354966163556,0.513382728440428
HOXB-AS1,0.5987558760988929,0.106387987581759
RP5-1028K7.3,0.0706542949453857,0.5004339753678491
CYP19A1,0.0896708985281929,0.516169415542944
SERPINA5,0.224854606258712,0.340307037790077
HOXC4,0.202419248318765,0.34397595261763597
ANGPTL5,0.25922969262222195,0.213181234979305
GPC4,0.568313220417186,0.119042898710896
TRBV5-1,-0.0635988811323683,0.521928621502442
ZNF853,0.24382965482983604,0.325636271393823
RP3-525N10.2,0.228709959689507,0.351955046565483
NPY1R,0.491002254671456,0.179329253715632
ARF4-AS1,0.19698572620461496,0.309998737858248
AC007405.6,0.229209805810576,0.305057999195815
MYOC,0.370698010044395,0.45774406132197
RP5-965F6.2,0.1328987909146,0.510008937702307
SAMD11,0.11039030217430498,0.523130230916204
ZNF841,0.242954431466022,0.217875354819345
TRAV12-2,-0.30099269178168,0.430584160513501
KLF12,0.29422223468486997,0.159770406104329
CLCN4,0.18174882786275504,0.358564301059785
TRBV29-1,-0.0681516407831255,0.523973512252428
TRBV21-1,0.0634357747043453,0.51451857023169
NACAD,0.239191532600782,0.319446628389004
ACR,0.131741685310558,0.5064303702610129
IGLV1-51,0.0820983464049509,0.524720244845537
AC007228.9,0.828310639475254,0.0994370907535226
NOVA2,0.334128157728589,0.205115770946073
B3GNT3,0.0806311299611224,0.520831412102492
CTD-3105H18.18,0.0688921440832595,0.502567781744694
RP11-157P1.4,0.23872985144445397,0.29767394067995095
RP11-314N13.10,0.162993532158568,0.35954330610110496
CCDC178,0.24237031885802202,0.339447636255643
GATA6-AS1,0.0755088089654372,0.5082908770361559
TMEM88,0.48927976519995703,0.149603729684121
RP11-46D6.1,0.10126621985184599,0.524612358313893
RP11-161M6.2,0.23617166503059198,0.327185385698724
SMAD9,0.5417162946762529,0.132007454444055
GNA14,0.23431498962375197,0.277066681400713
GLIDR,0.23571069137523898,0.223227222763686
SYBU,0.900795512524535,0.0801004697354124
TNMD,0.8472926993279151,0.18374110630621998
USP27X,0.23432273104534398,0.260585781778611
KIAA1549,0.19160946301796303,0.395120818702994
AC004540.4,0.28650287149731896,0.308608434676408
IGF2BP3,0.0661276487048223,0.499426124796144
TMEM200A,0.26062313478140897,0.215325494488652
RAB3C,0.325779026145049,0.30107891136315196
CDC20B,0.148748493149163,0.470572227059283
NR3C2,0.5002615729965779,0.149611425838888
RP11-284M14.1,0.140227008627779,0.45667043045792605
RP11-646I6.5,0.13204967042829902,0.483598186779484
AC114730.8,0.0758244287022391,0.519539796765032
LINC01118,0.035521218230843,0.40601901425600895
GJC2,0.280529234917907,0.26617466331175604
TCTEX1D1,0.307691667403466,0.254193336305869
L1TD1,0.234754014917024,0.38704550357029605
CCDC17,0.209762218603708,0.335396623215021
ZNF221,0.0988653764771766,0.5246089917415
USHBP1,0.25828195604240695,0.298983488519549
SULT1A3,0.39822934468731297,0.18631340267778698
RP11-561B11.2,0.0417655110819434,0.43561428092712107
KL,0.248098396603172,0.29253962724738597
PABPC3,0.44654199870676003,0.18063635336450196
POMK,0.12003890174241802,0.33388047346378097
KEL,0.058659727821391,0.478526010586805
THSD7A,0.975288103860005,0.12134749452443801
ENPP4,0.360128534638044,0.16361949051704502
CPNE5,0.24255444902582396,0.26477583403949
CCDC134,0.1352683478864,0.39408252301416397
C22orf31,0.14880796020596201,0.456613302396008
MMP11,0.453483199717188,0.18127321521269002
AC008440.10,0.17370696633538701,0.44798260169501
CTC-453G23.8,0.0277694171882151,0.3688572777002221
PTGIS,0.39882980272809104,0.15522197141692498
GRP,0.0977539443049529,0.521519342556353
ABCA9,0.30315285747766996,0.19740789871288
CTD-3157E16.2,0.232141195009575,0.35291767689653397
ADPGK-AS1,0.12981073317368,0.500155817682763
CYSLTR2,0.483060808003181,0.157473960145235
GALNT9,0.0606161576992653,0.482821389334045
CCDC184,0.23518054447334805,0.32250362533087
RGS22,0.339053298355207,0.21266486110950697
LINC00968,0.10175022204968599,0.36908154048180797
KBTBD11,0.16319805116387198,0.449519862935907
ABCD1,0.23006046040885697,0.18231124649873898
GRIA3,0.169032062019681,0.361449808731366
RP11-138A9.2,1.34922450961243,0.0698601431398585
SDK1,0.16443540876574697,0.20272876782637
IRX1,0.519787464036116,0.150339797459794
CXCL6,0.10150205266173501,0.413508312830975
COL8A1,0.17942336348720997,0.366018707279326
LINC00877,0.151979853735209,0.47922908446754403
PRICKLE2-AS1,0.200170128272633,0.376552699001416
SCN5A,0.16264277574584698,0.47080613954564704
AC017002.1,0.109353978119584,0.372376705430612
C2orf81,0.153965606076819,0.28171445724014005
RP11-95P13.1,0.168849099054668,0.452361232852299
MCOLN3,0.490721200861313,0.170661614411496
RP5-965G21.4,0.0574876215551832,0.477681301223677
RTN4RL1,0.17519996712215197,0.38842699358724697
FAM234B,0.221101886227401,0.284576197486385
RP11-108K14.12,0.0390241379828687,0.42648954501691205
FAM24B,0.18542381442808104,0.19117255545280198
PIH1D2,0.14590704550337302,0.39181826768783795
LRP4-AS1,0.0773730111141413,0.5108406354457701
XXbac-BPG181B23.7,0.205994073069166,0.39512245776582205
PCDHGA8,0.10488807009149902,0.524770268917327
RP11-286E11.2,0.0373263099474804,0.416636430456243
ARL9,0.18422819104272303,0.342205951384978
ALG1L2,0.139167554490526,0.496152614151123
MPZ,0.14878389149629698,0.33261772498977604
ZSCAN20,0.133089851266204,0.49616266750854104
AP001471.1,0.0177345244008813,0.305043343060768
SLC16A8,0.18463530661066896,0.33212660697615104
LINC00278,0.14301673330929598,0.41672988981910297
SLC17A7,0.32049936952850105,0.218915253470701
ZNF69,0.17010813893009902,0.423037270906954
GNAO1,0.276005179232089,0.20041326770355802
STX1B,0.169920018908435,0.39064871659449896
RP11-347C12.3,0.15300678167969597,0.4455399745292679
CTD-2313J17.6,0.112143841543801,0.5076910274997279
LIPC,0.13863832679562102,0.416588809615144
RP11-707P17.2,0.0333841400469795,0.39455946156915905
RP3-449M8.9,0.0811760090907397,0.5149069465787539
SERP2,0.37425498747865105,0.16025223422270402
SLC41A2,0.221451605522406,0.242175091961249
GLT8D2,1.3740291377035299,0.0632662167809714
ADAMTS13,0.125005525644786,0.5112397932237229
WDR31,0.18439344604053798,0.39627847066314503
RP11-307E17.8,0.12491983720061,0.48647230522786294
NPR2,0.258528414555597,0.257622900353944
IL13RA2,0.13284827174307498,0.453124058104512
CHRDL1,0.5934295588218249,0.138984083001692
AC004893.11,0.196832296380883,0.3840329373672511
ADCYAP1R1,0.43350005113963597,0.209944444211634
ADAP1,0.240434044683847,0.322515993701172
RP11-545I5.3,0.24426468606075197,0.29766819549159
GVQW2,0.11216751379838699,0.511250891554863
LRRC73,0.140727894131931,0.46657350646666995
FOXF2,0.212164113079242,0.35195711581981004
GTF2H2C,0.276845845769812,0.199155511082149
LINC01088,0.136492454665362,0.48772629268103995
NAALADL2,0.33760463169143295,0.130859436905152
ESPNL,0.144232192289984,0.48787283763815603
HOXD8,0.880803903954837,0.0918755731081002
MAP1LC3C,0.0978560526927497,0.522653951902827
CCDC163P,0.16520505444391198,0.359593277753372
RP11-69E11.4,0.26276914399928,0.224680895506456
RAB42,0.17781278772051004,0.388411662932566
UMODL1,0.0545452340172683,0.477383544651099
RP4-806M20.4,0.0131604760765332,0.26688318084560303
RP11-162A12.2,0.11177376925422301,0.340609850910411
RP11-326K13.4,0.182550158727774,0.318042985146647
CCR7,0.7696887948005309,0.203217144234777
RP11-645C24.5,0.022510970507512995,0.339128836743092
RP11-89K11.1,0.197316219036906,0.30859679832175396
CTD-2302E22.6,0.11729427597734698,0.502706625715791
TRAV8-4,0.08081036193706599,0.5246155212532571
CEP83-AS1,0.128263263379913,0.47943734767029206
ZNF365,0.14029872510108599,0.38396933151820706
AP003774.1,0.102454890599446,0.523266626380795
RP11-484K9.4,0.0624184347593307,0.495630496828159
SPRR2B,-0.0574406472031513,0.446173632837269
LCE3A,0.0151757188389893,0.286409173473586
APBA2,0.212496846056652,0.295131979036118
IGHM,0.0805021489171131,0.522207980796229
CTD-2506J14.1,0.07816133183222501,0.523286405395587
TSHR,0.0586688062387986,0.48774793560927293
PIK3AP1,0.323618534285842,0.24745675042991103
LINC00865,0.10311348603373001,0.52439038544871
WDR86,0.188718620471506,0.39163519940756497
IL21-AS1,0.0696859217630473,0.523453467965073
RP4-612B15.3,0.13634819039050097,0.444217190281654
HPCAL4,0.0392964895701253,0.42648793940806395
LGALS2,1.07432974966955,0.165474991806675
SIGLEC10,0.11952979245636901,0.46330309343987097
ZNF235,0.138487278503477,0.281732534825241
P2RY11,0.21078975893358998,0.27480824473344
SLC17A9,0.24024213537193104,0.222151749252445
C20orf197,0.0670288614293807,0.502566099677253
SIRPB1,0.22604371611805105,0.36135804801951094
GAPLINC,0.10638765839529901,0.523669367728185
ALOX15,0.3979822673136789,0.24306573682490804
DNASE1L2,0.0395699008685573,0.42649062300025103
C15orf48,1.43529542982449,0.161523232356294
JPH4,0.21717568645622898,0.39840095923022395
FOXH1,0.0373265714481403,0.41663753360733596
CACNA1F,0.0641761480466494,0.495634574117586
ABCB4,0.333403618967266,0.242488054964105
GPR141,0.100239569173713,0.5232393272571
HAVCR2,0.237104361332067,0.18564606146848298
MARCH1,0.11319548997438401,0.303903525818343
TLR6,0.13202365018519302,0.500046343354763
P2RY12,0.0630926546788468,0.502701813236426
RUFY4,0.10037768821036099,0.519015645512946
ZNF804A,0.0709875277442781,0.5055716533771379
FAM72A,0.28420621116017303,0.22335471682970398
FCER1A,3.0612120266521696,0.146913462835422
CD1C,1.25109187671824,0.18269249011706098
MCOLN2,0.42825122283750494,0.183037814586825
ELAVL4,0.078173667886553,0.513423076319359
PNMAL1,0.20584354566967603,0.41664309447577497
FOXA3,0.225055822036184,0.392588379598631
MIA,0.36335510126693205,0.332265272146277
DIRAS1,0.20610753144011498,0.413964859345333
HES7,1.04728729482512,0.099437570318986
RNASE7,0.0587552662770189,0.49241784420142204
RNASE10,0.0133423408076669,0.266885578672534
RP11-290L1.3,0.31882798626201503,0.209126603227655
SAXO1,0.09633810829607199,0.5238010800853161
TRIM55,0.0133370258513934,0.26820721182978796
ZKSCAN3,0.15244620600964998,0.432155546629556
RP11-423H2.3,0.10333100805791401,0.518342378347405
SPINK1,0.031080681063569003,0.384038273624747
ACVR2B,0.660176810682496,0.11200045033753998
AC010894.3,0.161521538115532,0.38840434301749394
ALK,0.0135202923830447,0.268205816341007
INPP5J,0.168681498121041,0.39858718198932597
RP11-112L6.3,0.0228219271235444,0.33913793621208305
DNAH3,0.0998825223193419,0.5134341519899721
RP11-359B12.2,0.21250885601887196,0.35854599954342997
LURAP1L-AS1,0.0273917896892081,0.368855423657733
AF131216.1,0.0941476569306528,0.52476951646214
UNC5A,0.0287027991626459,0.38216952773725504
RP11-373N22.3,0.090902389263614,0.524230915538496
EGR4,0.0222988219393601,0.29958836283884904
EFR3B,0.26879311183548,0.283919617220075
LINC01353,0.17616686697381898,0.41050919242907397
TTLL10,0.20504276760379397,0.34480072335421996
MCM3AP-AS1,0.187129237908334,0.283434185321465
EFCAB6,0.139434273907857,0.44020102609955797
RP5-1068E13.7,0.167988693810044,0.42420932590425603
RP11-4B16.4,0.106042495497388,0.52436637285637
RP11-806H10.4,0.213819212696687,0.267848922261186
SLC4A1,0.13549739911717598,0.510976023540976
RAB26,0.132220555678015,0.4946235709873161
CTD-3075F15.1,0.060352395604853,0.48256658993974605
RP11-793H13.11,0.165167975670803,0.43211551388770697
RP11-290F24.6,0.0803469365374049,0.521710935337536
RP11-276H19.2,0.027580298893884997,0.368854662257717
RP11-400K9.4,0.124203399080345,0.4167077487583571
RP1-234P15.4,0.128960738538208,0.41183590821641497
HCG25,0.13373219299386502,0.460967065837844
XXbac-BPG27H4.8,0.11313107386692998,0.361537000520192
CTD-2410N18.3,0.0926574604651562,0.5237223574206551
PITX2,0.231053229898099,0.35656736178808707
RP11-380O24.1,0.0899921319467888,0.524218513648916
CAPN10-AS1,0.199682474919973,0.244337772620347
RP11-333E1.1,0.149263190069731,0.363483667844176
C8orf37,0.15794348207857098,0.34757521654615203
AC004067.5,0.0375928990346352,0.41734655519948205
AC105760.2,0.115788688236856,0.480845117664386
OTX1,0.0765734549548086,0.280078989826141
RP11-567M16.3,0.0845601467739421,0.524770883171768
PDE1B,0.34118491126071104,0.161410383923308
KCNIP2,0.11951137765245899,0.506496489874104
CXorf57,0.175047010187362,0.300394277464203
AC003090.1,0.122247630117331,0.5036449512547979
STPG2,0.0563789589122307,0.48255357459786496
IGF2BP2-AS1,0.0423445690385512,0.43561735692289294
RP11-572M11.4,0.132824789078949,0.46802916610762296
C21orf91-OT1,0.0253745224028448,0.35451652357371793
OPRL1,0.131072030957311,0.501401341781986
RTEL1-TNFRSF6B,0.15807503583052201,0.39377010585903793
CHST6,0.0809204345332161,0.514980961306574
SEMA6D,1.023824260022,0.0918190395424004
DTX4,0.285728769241788,0.253767940862552
RP11-532M24.1,0.0555701125737714,0.477673215263469
PDZD4,0.18199604594344898,0.43207456318619497
RP11-710E1.2,0.0128294384499613,0.262396132682862
GALNT15,0.117630676006184,0.29223167444166803
RP11-488L18.8,0.21368478568007,0.326457784878716
LINC00862,0.0226660008863849,0.339130512487755
PDXP,0.24371551468275898,0.35373914843164506
IL2RB,0.20331459941793803,0.156267887174538
SGSM1,0.21968444170350399,0.312134271077853
AD000671.6,0.143917861974654,0.48204963509232296
AC002985.3,0.08849042978963999,0.5232468925018279
RP4-536B24.3,0.0403803843111544,0.42711945852546795
MYEF2,0.29524185774651696,0.206210348451648
RP11-1017G21.5,0.16289131411581198,0.330534044970473
DPF3,0.162657732296021,0.356681169617478
TRAV39,0.0591955420346169,0.505177399290815
TRAV36DV7,0.0541767452478143,0.506758936927381
TNFSF11,0.12173432946510099,0.454585356749491
RP11-756G20.1,0.08879535532245099,0.522635780694739
IL26,-0.176141708116485,0.303243728819933
TRPM6,0.17120944289751,0.31509698419689597
SMKR1,0.118528482576195,0.41304462976664097
LINC00271,0.135404781987757,0.41544728742249803
OR2B6,0.0230813772275273,0.34042151431951395
HIST1H4A,0.130985191825876,0.46238307956956903
HIST1H3A,0.0897601962412362,0.32661025488719203
GFRA3,0.12461082836943,0.5129734613218639
ACSL6,0.157079748444063,0.4735879706460971
GPR27,0.17415036634561198,0.40805946128747905
F5,0.168254421720968,0.43792603182598205
AC005932.1,0.0705462938946764,0.5107297431073621
RP11-161H23.5,0.157043630267302,0.35861878504635
RLN1,0.0973205847355509,0.524737003328697
SLC26A7,0.18104531214340802,0.501831243550369
LINC01301,0.151390007770944,0.465188472614008
RP3-406A7.7,0.16541348661726002,0.45946525769361296
TRIM15,0.0591796766730305,0.50310495153265
RP11-254I22.2,0.0580255001982926,0.49562293201201396
MAST4-AS1,0.117664422001915,0.41425206490076
FLG,0.137851269106673,0.4405110608873621
CEACAM4,0.0812254386511476,0.511937199233693
SIRPB2,0.11443043956125802,0.48911748098928204
PLD4,0.333419345763529,0.301986408652515
KCNK13,0.116644058732069,0.519172108539357
LINC00477,0.0127632320504778,0.26239808656228897
CLEC6A,0.0131531617057474,0.26820249144265196
ACRBP,0.14999595271692903,0.4736960936097971
ALOX5,0.0886512518627299,0.30332907527531894
RP11-522I20.3,0.136131333881301,0.41680709811238
FBXO16,0.129464092475459,0.5087643966972221
GFRA2,0.27868245099497196,0.26291965301819
CFP,0.42492889589953103,0.18490004716895603
CD1B,0.35111566803398697,0.274945527197607
CD1A,0.401934441983485,0.261337377050203
FCGR1A,0.12266668066166402,0.460241221476784
DLGAP3,0.11052874647840799,0.490667688616096
ENTHD1,0.0125456145766185,0.262392247852894
UPB1,0.117269980723907,0.519128573838119
KCNN1,0.126372277592608,0.49189560754756706
ZNF19,0.165072017751897,0.411780857421302
RP11-5A19.5,0.0517691896059166,0.46566990773810296
MMP25,0.16253500379865599,0.338810617047553
GOLGA6L4,0.36355296258201897,0.19543232248813197
GTSF1,0.0927426350751568,0.463283129871269
SLC6A12,0.0761005962501501,0.513421259228663
ZNF517,0.152387192534045,0.36745352242344
IL12B,0.0331516882880555,0.407006067032682
TIFAB,0.124186979548425,0.47459510170764496
ZNF620,0.272412801471355,0.263097503773112
NYAP2,0.0457450936775305,0.44406541527638005
MYO3B,0.10856320290197098,0.519989985168
POTEF,0.0874278303515679,0.5246965395406579
RP11-544M22.13,0.0246869861671755,0.35451090331104296
NKPD1,0.123193936030513,0.47370588735356894
CLEC4G,0.0916071954511709,0.519713876099445
ONECUT3,0.0476017417244554,0.45183596185315505
C20orf195,0.21706038473905898,0.298357216432265
SIGLEC1,0.12678436458895098,0.47756060371204295
CACNB1,0.4646515093540399,0.13747988036987802
TIGD7,0.18023701950426999,0.386205903367142
CHRNA7,0.216852002994494,0.35013191941518895
GOLGA8R,0.0867705048508873,0.521714758751739
RP11-73M18.10,0.0702919724168938,0.502572898846077
LINC00562,0.13839465608405202,0.49746695891337794
CFAP46,0.10254925882227499,0.49478950003809
RAB39A,0.0765945922941111,0.5131078337635321
RP11-561O23.8,0.0132513631134592,0.266883957905731
RHPN1,0.374212590158331,0.18324587991660302
USP27X-AS1,0.151390094814899,0.46518812471959897
ARSI,0.18134596407396397,0.246683633925846
TLR2,0.25956631381211603,0.22727710361741
MPPED1,0.0681314826343263,0.495644590393557
GAL3ST1,0.0941482328000406,0.5247695254011261
ASPHD2,0.152982513281016,0.395230568325755
RP11-455F5.3,0.176561871976533,0.30722608137571006
LINC00520,0.0926007925536674,0.515151383810156
LIPN,0.0955637618445841,0.508533068668354
RP11-770J1.4,0.11036114611760302,0.5237045158452439
RP11-655M14.13,0.09449727392251502,0.522560237712838
B4GALNT4,0.128900256610783,0.5164721599810179
C9orf152,0.23909754324909602,0.34557639899402
STX17-AS1,0.21104971252984803,0.267306429042101
RP11-367F23.2,0.0333080173510187,0.411422151604118
LINC00243,0.105510303380931,0.508811043364288
ARRDC3-AS1,0.145801473651915,0.32817354316779307
AGBL4,0.0612969208102785,0.487531395727387
FOXO6,0.17969095258507897,0.405693623919927
FCN3,0.0313473014469553,0.39786733415830394
CTA-217C2.2,0.0352752706642542,0.416629684382748
CTD-2369P2.8,0.266349879304635,0.325559546000142
CD300LG,0.37610776403592994,0.27383165565310796
CYP1A1,0.276741687512915,0.32601332180162607
GPR137C,0.16997876931129097,0.308634286227017
SMCO2,0.0758928277951185,0.514898994022934
JMJD1C-AS1,0.171234907158125,0.429463625377262
STK33,0.0953940486292936,0.523817124806625
CFAP157,0.0831734068490909,0.5166584956604691
GPIHBP1,0.814938459176386,0.17128957737888098
SYTL4,0.318483618541494,0.208706961473392
AC025171.1,0.21145184972805606,0.33370108104526397
RP11-97C16.1,0.125425290865764,0.514468451942656
RP11-355F16.1,0.430820916994201,0.275563135782305
ZNF334,0.13547891933155,0.5088619140191579
ABCA10,0.44492520412673203,0.188439264864273
RP5-1021I20.1,0.27177499049880804,0.272525603198532
TRAV26-2,0.055348937014868,0.485537731707143
RP11-536K7.3,0.14205730002865302,0.39634069522830606
PNPLA7,0.210104582867965,0.301692924642937
PRRG3,0.257455605834825,0.31204635778991496
TMSB15B,0.155541282234185,0.39070746231097103
RP11-245G13.2,0.0497128320540065,0.47175303306635796
DISC1,0.310025810827173,0.228782655609134
DNM3OS,0.51890023058473,0.139641176069763
SLAMF6,0.083648024208046,0.41789854205028004
RP4-565E6.1,0.12471998108510099,0.51227782309736
U2AF1L5,0.286396061868455,0.281541646809973
NKILA,0.11464725673262299,0.409403163344778
CTD-2008L17.1,0.0895767245585644,0.52470846569909
HOXB9,0.44127603966326706,0.21065713948514603
ZNF319,0.16974196253755403,0.31438853706262
LMF1-AS1,0.138159773034377,0.47924742517381297
NHLRC4,0.145882751774335,0.47372703355772205
PRKD1,0.284524896679531,0.237131592590033
MMP27,0.23047402648058501,0.30993674691423995
AC093627.8,0.108908101757375,0.516368891082414
COL19A1,0.0479222151059853,0.451833794842156
MEGF10,0.0793537895774195,0.5152639465981811
GLRB,0.15661892788537998,0.416455814516037
TRAM1L1,0.20334274147873801,0.38506607136533605
SORCS2,0.12355392217477901,0.476603011075215
KCNMB2,0.0733352141794432,0.510833119543577
COLQ,0.10448949858169099,0.523718993062583
AC079922.3,0.159228600507229,0.39404858439460205
KIF3C,0.224609768791332,0.291304503977784
FMO4,0.21146037936508802,0.26465973183465896
DNAJC6,0.20098321715798104,0.345694769710733
ATP5L2,0.43754276857731605,0.171161180257595
TCAP,0.166473505908812,0.462285156853642
AC137932.4,0.22898406621347897,0.36238681578458504
ZNF843,0.158079372564281,0.44288295328716704
RP11-876N24.4,0.136419627800735,0.46091790600831106
RP11-77H9.5,0.0572240687155359,0.47739214451959205
DEPDC4,0.134957238690705,0.42957500666746007
TMPRSS5,0.0756201843068552,0.5109311110810759
CD81-AS1,0.13844650575416198,0.466600537971622
DANT2,0.11087457692165499,0.515502757131788
ZC4H2,0.27125141123754004,0.22385538082902498
CTB-11I22.2,0.022355667293973,0.339125348730278
CTXN3,0.0241718418744523,0.35450980881151506
SEPSECS,0.12938178236745598,0.21693958773605101
AC093495.4,0.19537941537505604,0.371382281317693
RP11-16P6.1,0.0791268815648306,0.516719247890089
RP11-488L18.10,0.34024097688383304,0.17739819630628798
RP11-264B14.1,0.19907150121858203,0.41275004528853
CENPV,0.27083829972931,0.205810452746689
ZNF774,0.158372359337933,0.432111143313995
KIAA0226L,0.23237371104760302,0.32651657549722696
RP11-598F7.6,0.158395883420324,0.432977028971608
MYOZ1,0.268034557563871,0.30917109402795
CTNNA3,0.315306102788899,0.270390005309537
LINC00702,0.27989049127809995,0.27148664676786705
LRRC10B,0.208845125411355,0.40066667220167695
RP11-435O5.5,0.131018091733891,0.494784615531144
ZFP92,0.14512781893264,0.4878725026624361
LINC00894,0.137129377755939,0.47803296772988396
FAM131B,0.0834833959960608,0.518198507074968
AMPH,0.44176154821212604,0.19674928431893804
RADIL,0.260711510905406,0.296339903984872
LINC00222,0.0273918828355718,0.368855944830075
DES,0.294177233151563,0.36957858209606
HSPE1-MOB4,0.18563996624642898,0.396237035322153
LGR6,0.300958546036447,0.257183204252456
ATP1A2,0.6151708093593891,0.169553572224558
RP11-483I13.5,0.17932794280557698,0.357661139888739
FABP3,0.366027970344105,0.18222306643991798
GABRD,0.390937865666208,0.221137200999049
MROH8,0.229954923822814,0.353725057787247
PLD6,0.29809443931657204,0.19196037862440002
TRAV17,0.0342670580485625,0.504922594796709
TRAV16,0.0749801420701108,0.511986406839688
TRAV4,-0.00166881105405677,0.45716144852374097
MEIG1,0.0674187650010434,0.505693307777219
KCNE5,0.10880666533102801,0.524549132433908
CXCR3,0.208441217450645,0.25231536368685203
C4orf22,0.0177347604795396,0.305045163066974
AC016683.5,0.0151757188389893,0.286409173473586
GFI1,0.0702950426520443,0.5056972449425
SLC8A2,0.119574797785236,0.503977893492296
NINL,0.208065544371209,0.27875254686039297
CEP76,0.23511226823207698,0.13587925438344903
RP11-818F20.5,0.0834130003493774,0.522703773699008
GNE,0.26229656057062695,0.19562397514668398
MAK,0.135738998893922,0.38192682496565
CCNJL,0.169805802167093,0.4294842833772671
CACNA1D,0.290483995520669,0.267203081282816
IGKV4-1,2.85232271670341,0.49986766296576796
RP3-430N8.11,0.0127963352024761,0.262397113267318
ZNF135,0.296719752252311,0.284480458783241
RP11-850A17.1,0.144665555248079,0.451128639164733
PLA2G1B,0.0324903213501365,0.39454340591033504
RP11-150C16.1,0.0710245101191594,0.502716002804091
MAT1A,0.162265516939819,0.475023373587524
ZNF157,0.0459926113140047,0.45182515660659
FAM153A,0.0873550393174188,0.5217154447374379
PCDHB13,0.167360296079711,0.426836428806157
TMPPE,0.140366284377167,0.415537483408383
MORC2-AS1,0.298559568932154,0.274696471969424
SLA2,0.0131658532315055,0.24192626149248897
AL928654.7,0.11149458606912802,0.516461730875614
RP11-596D21.1,0.0409378363916294,0.42650705273123296
RP11-398H6.1,0.0745787485404966,0.510734948400373
TRGV10,0.007480931562744241,0.383387317388805
B3GAT2,0.34126360272434897,0.210103589805885
LINC01016,0.0128294371108384,0.262396121400114
RP11-256P1.1,0.0204446200325882,0.322630427322073
PRG4,0.0794795270181309,0.5203069017516789
DGCR5,0.133257267883333,0.496078565728135
RP11-72I8.1,0.14822793786325,0.445588979941942
REM2,0.17816314992990698,0.248776205434632
EDRF1-AS1,0.10160794872119,0.524098814693425
C10orf105,0.140890907627704,0.49601928205283
