,log2FoldChange,lfcSE
ERVK3-1,0.474475049361938,0.0717154989615816
ZNF552,0.22227502754445702,0.13354089652063
ZNF524,-0.252065952065661,0.0450316777382928
TNNT1,0.00744615982857286,0.0885594349555564
CNOT3,-0.58787831178285,0.0490625418392836
NR1H2,0.0595961551857285,0.0341217676626044
PNKP,-0.668585250279676,0.0424774826804284
PTOV1,-0.563665407296162,0.0281285158710107
MED25,-0.5920852709757061,0.0546318491295173
CPT1C,0.19194245766518897,0.26676311626898497
ALDH16A1,-0.319186505658615,0.0419188596625272
PIH1D1,-0.6690658437469951,0.0305003447259522
CYTH2,1.0136797392549,0.0400089939080326
PRKD2,-0.12534714878713601,0.045905097202872
PPP5C,-0.8471502973727809,0.0447468554954203
CCDC61,0.158914307263983,0.11671754985715199
SYMPK,-0.345120687681794,0.0460972790686829
PPM1N,0.15291853715531303,0.198864194465898
CLASRP,-0.382069305898791,0.0419167919377722
BCAM,1.42836682694621,0.042057195210509005
ATP5SL,-0.544332483551,0.0436145913334099
SNRPA,-1.06299847736788,0.0289685648993492
ADCK4,-0.0591895936970658,0.06653506659263
DYRK1B,0.0847708373332561,0.152504366348235
SARS2,-0.655980985101609,0.0763714109158257
SIRT2,0.399185139811623,0.033602902303996
LGALS7,3.59975074993054,0.0686832090437295
YIF1B,-1.6521556464036997,0.0385740840442459
ZNF790-AS1,0.199902508509457,0.20924944777589
ZFP14,0.186016963346514,0.14089868136314498
ZNF146,0.0051059329422991,0.0470224283416797
LIN37,0.312176267534838,0.100678522624468
RBM42,-0.332810189162587,0.0273276515261571
GPI,-1.20326314768442,0.0278728297831233
CEBPA,-0.3774301799358471,0.0525598235023963
PLEKHF1,0.6986183069180071,0.0458773971933911
UQCRFS1,-1.09610361547121,0.0261835684791611
ZNF429,0.269719429473016,0.17016109561854803
GATAD2A,-0.0685445152260913,0.0377952927926076
BORCS8,0.311981793284027,0.10178719977443598
SUGP2,-0.0407534450046266,0.0502983934494903
C19orf60,-0.164161422369682,0.0226702422981612
IL12RB1,-0.0604986473010419,0.22131768897568901
OCEL1,0.10019818236479301,0.0630332907728831
USE1,-0.6089891963298779,0.0408253509530933
CHERP,0.00335314505975221,0.0467124913877958
IL27RA,0.498021306751952,0.0704784521535721
FBXW9,-0.4586860629610539,0.0857306631894942
ZNF20,0.130089074314674,0.47801593286938204
ZNF844,0.550771862874949,0.11637773313499498
ZNF440,0.189772852269518,0.125133713190908
RAB3D,-0.33964177178732,0.0534511334931769
ILF3,-0.135514663321243,0.0228969019452359
ATG4D,-0.5431140416876661,0.0467614435742139
PIN1,-0.834617752119412,0.0304371241251263
CERS4,-1.032614368119,0.0487493251527825
LRRC8E,-0.0888449528768838,0.0911854080630727
VAV1,0.0552057117463012,0.184788402547762
DENND1C,0.0361372086876973,0.211493936612233
SLC25A23,-0.0377165016635412,0.0736245365557467
KHSRP,-0.24246984942544897,0.0392383779521157
RFX2,-0.0915033139881476,0.0518076214158235
SAFB,0.089497488834773,0.0311892317440499
SAFB2,0.941077662915142,0.0355298486218528
MYDGF,-0.45629219742704796,0.0248817706695346
CCDC94,-0.48027978395053,0.0544286983372521
PIAS4,-0.18357099150457398,0.0638988880113654
ZNF555,0.182177647360155,0.31362047485773703
PLEKHJ1,-1.2472950147096298,0.042159182480671
MOB3A,0.0932890140977908,0.0508802596089545
MKNK2,0.46147677930123204,0.0343724332394739
ADAT3,-0.350899317319796,0.0621690399402081
GAMT,-0.6861081717983081,0.0476362120013095
SBNO2,-0.591876630306981,0.0512564784277975
PLPP2,-1.27065572846773,0.0597900381939972
PRPF6,0.0240385151452151,0.0318360169230529
UCKL1,-0.5560585360729711,0.0418169473413325
ARFGAP1,0.0341749631781553,0.0682573227137677
DIDO1,-0.0289063347488419,0.0449861408221103
PPP1R3D,0.16142030894292,0.13337916406340197
PRELID3B,-0.542692816338476,0.0322145184640228
BMP7,-0.23284919466241397,0.11151860759013198
PTPN1,-0.0809511891550232,0.0387827763164864
STAU1,-0.056721675349467995,0.0246461067668533
SULF2,0.464713659376596,0.0611199467908112
CD40,0.7649132321852091,0.0467411777863299
PABPC1L,0.0674648867349437,0.195928422393107
PKIG,1.2070699840038601,0.0459832278592107
SRSF6,0.5102826268558571,0.0395325301695534
CHD6,1.04893523139246,0.0428463342884073
MAFB,-0.444727976801204,0.0306608573882503
RPRD1B,0.00463097624660892,0.0591089581556835
FAM83C,-1.66281349500023,0.0676154501820369
MAP1LC3A,1.30681550760868,0.042410348439948994
NOL4L,0.6333971890344979,0.0861303590802007
TM9SF4,-0.603621987742209,0.0519020491368654
KIZ,0.11829708149251401,0.0573228188886652
NAA20,-0.822885324120012,0.0279647639222581
RBBP9,0.0520462760941736,0.099438097179879
KIF16B,0.18994260879053199,0.051099941677282004
BTBD3,0.159279397962605,0.0632340596658031
MKKS,-1.2668219741368,0.0361740196068013
MAVS,0.0138294504308401,0.0505101749437464
ITPA,-1.13254527472066,0.0347005481942985
PSMF1,-0.615695365735031,0.0258550878928438
FAM110A,-1.36291694355818,0.0494420651133671
CTDP1,-0.120664230060029,0.0628999281698325
KDSR,0.0117178360597048,0.0267503809030885
RAB27B,-0.5186194311590501,0.0690676365690285
MBD2,-0.7169729420391201,0.0445246251249867
CXXC1,-0.13018852317093801,0.0437570424362065
DSG1,-1.3142069360973798,0.0484871047936539
TAF4B,1.19355978753706,0.0515142417840977
TTC39C,-1.05740452637861,0.0378077878167701
RNMT,0.0535211883626551,0.0366529920554833
EPB41L3,0.38121769470559397,0.0962336322184408
THOC1,-0.12255834062852601,0.0642523820886817
C17orf62,-0.655681336602443,0.0446116140725302
DCXR,-0.419926374939343,0.0270755781726141
SLC38A10,-0.131226557990508,0.0451614300076019
RPTOR,-0.0936357536725829,0.10028035601131
AFMID,0.6835603725610361,0.0517185594630325
TMC8,-0.349613092317325,0.103085732984956
TNRC6C,1.14749678571978,0.0543902143295146
SEPT9,-0.202691674336397,0.0237868559016742
ST6GALNAC1,0.162410156870424,0.186598504937971
SRP68,-0.176777681210997,0.0386886133610922
UNK,0.5499700292654859,0.0560038541619022
ITGB4,-1.87899509196863,0.0494877003655239
FDXR,-1.0127749130669499,0.0575659183001339
GPRC5C,0.8926061629792379,0.059677692282312
FTSJ3,0.251714687474764,0.04620362513739199
MTMR4,0.0600105272601177,0.0833241865181675
SPAG9,0.799237193451567,0.0294716798992391
SPATA20,0.260632006630175,0.0496229256220604
EPN3,-0.0788743862039889,0.171824545358095
PHB,-0.6742371363684181,0.0246238212553363
SKAP1,-0.551489133417245,0.11148289356719501
NFE2L1,0.307995469717828,0.0394190468386963
MRPL10,-0.7733832369210469,0.0441893513761412
MAP3K14,-0.0970405119785296,0.09488572194178001
FMNL1,0.522581450531068,0.0690599550855649
EFTUD2,-0.851799494286833,0.0480239381611881
GPATCH8,0.9651274086651371,0.0396577918014565
ATXN7L3,0.11762927142938501,0.0675976341765503
COA3,-1.63558903245301,0.0349204803664003
NKIRAS2,-0.616548916427862,0.0469733871268802
CNP,0.220714570372449,0.0390334985942875
HAP1,-0.11787457999107301,0.145776460073168
KRT31,-0.26123422202474,0.10787809196731599
ORMDL3,0.409895582789852,0.0460402503884114
RFFL,0.0386952052352318,0.11270520657722599
COPRS,0.33601947605607696,0.0480174798828052
RNF135,-0.9372134864071641,0.0490105502691289
BLMH,-0.769934651707743,0.0446377322909785
SSH2,-0.28568773766379996,0.0432767640571942
TAOK1,0.5595752137935129,0.0419766601758286
NUFIP2,0.5890726893810251,0.0310674858780207
KIAA0100,0.0032216327961519103,0.058066891171308005
ALDH3A1,-1.70853130296892,0.0622931799113011
SHMT1,-1.15548185448308,0.0593527520003574
FLII,-0.13936165578117002,0.0384656451083835
ATPAF2,-0.304225245690402,0.06426899892554401
SREBF1,-1.1284237145754599,0.0441939829330548
RP11-524F11.2,0.107444754749106,0.49481121269966793
RASD1,0.676574282588259,0.04334257046067801
ZNF287,0.10435066142961999,0.24574682609822102
TMEM107,-0.15646107530668898,0.0539638508065242
CHD3,-0.0428266373399668,0.0442822101236998
TNFSF12,1.1125332418816698,0.0623774769545394
TMEM256,0.17476792822444503,0.0261083975620949
TNK1,-0.0151259410618773,0.10886184740016099
ACAP1,-0.18241646989075697,0.0726099670168531
ACADVL,0.24657959962320602,0.0244984182077863
RNASEK,0.11973161800511001,0.0359136934843919
C1QBP,-0.9408192775314158,0.0233417710066991
ZFP3,0.120859292083228,0.41550141289416204
CXCL16,-0.9578968996853571,0.0466173883699555
MED11,-1.31436944415605,0.048384974338267994
RPA1,-0.445652836367046,0.0450156388953782
INPP5K,0.08614201243141201,0.0432810166034364
YWHAE,-0.0592920724966072,0.0198367395589214
ABR,0.260557349709714,0.0479928993918056
RNMTL1,-0.230623903599092,0.0490324273339852
FAM57A,-1.5735882025739398,0.0526088724102292
BANP,1.1651783116663101,0.0637319781079306
MTHFSD,0.12314680471392699,0.17895113872858104
GSE1,0.306120223023641,0.0590150151344304
COTL1,-1.1477681046257,0.0411481723987108
MBTPS1,0.48564747055736696,0.045421843899277003
SYCE1L,0.426241746054982,0.10001664836378998
CFDP1,0.20431081593335604,0.0354444151988817
MLKL,0.15252099009325598,0.0880979292584105
DHX38,-0.0300340474678098,0.0460452499363338
IST1,0.554225154189225,0.037265403732187
NOB1,-0.50092606642471,0.030451216066529
CHTF8,-1.03578056681032,0.0458346737564131
PRMT7,-0.10790711771204599,0.0739359783541184
TPPP3,-0.262190624957504,0.0407281441680467
E2F4,-0.598569175701612,0.0407795992697226
NOL3,0.165117674418,0.05399327576366001
CNOT1,0.3584481066482829,0.0416546662502389
ADGRG1,0.0938151992140801,0.0644079641913377
ARL2BP,-0.24565077864702198,0.0361395320639909
MT1G,-2.6484416625158502,0.0602824334653711
CAPNS2,-0.9712526403456699,0.054495553587467
LPCAT2,0.542870116607053,0.0660169778611403
CRNDE,-0.7008501386370001,0.0372768951787482
HEATR3,-0.0164065278169208,0.15012823254826999
PHKB,0.217791792701483,0.0550256399683741
VPS35,-0.49568429018101,0.0298463316981271
SETD1A,0.0939825448702215,0.0683053720632099
PHKG2,-0.18504718872322398,0.0474236569905004
FBRS,-0.188881791168186,0.0465227363247145
ZNF785,0.18748591187788602,0.18856586742303502
MAZ,0.199325259586898,0.0335400054163907
RP11-22P6.2,0.22175106607801,0.299676301127207
CLN3,-0.163007674941006,0.049616009305741
GTF3C1,-0.359201476717099,0.0484444696100262
IL4R,-0.84323204959945,0.0438466677472339
KNOP1,-0.388867179054308,0.0509249521109658
GSPT1,0.357864857101555,0.0296559163050743
PPL,-1.10751474012216,0.0414541568375249
TFAP4,-0.554071250122926,0.0651750315464168
CREBBP,0.9750135114592541,0.0412010013932944
CLUAP1,0.263112209378128,0.0871575828348984
ZNF205,0.05418265032828401,0.0664005265829474
THOC6,-0.875056803557803,0.0393241677452032
HCFC1R1,-0.19924468198547896,0.0249566122685701
CHD2,0.652841573943957,0.029149060072505
MRPS11,-1.3855038075414,0.038643102842963996
WDR73,-0.11656470832361202,0.0742200640039875
STARD5,-0.928392340377288,0.0539212785474964
IL16,0.445113221052697,0.0747392483639343
TSPAN3,-0.68868990155137,0.0349969308507111
SCAPER,0.0375202917538016,0.0475511907129853
COMMD4,-1.28374643718817,0.0352924135561085
GRAMD2,0.0888929533397625,0.347643891035885
RP11-2I17.4,0.0127632320504778,0.26239808656228897
PIAS1,-0.103045130320542,0.0331110741052658
SMAD3,0.478318704108444,0.0444151388926798
MAP2K1,0.503618870335477,0.0358698180071697
DENND4A,0.8798293592886279,0.0470994017352563
DPP8,-0.0850139508911194,0.0480783476449831
FAM63B,0.380140428775164,0.0400260231048285
POLR2M,0.368211822354151,0.0545342611050555
TCF12,0.31427772863221304,0.0436335972074275
AP4E1,-0.0303309399043427,0.14021951061178303
GALK2,0.0438101303600045,0.0714590328953462
CEP152,0.02931534967046,0.126871067683428
GATM,-0.443120330428571,0.0510077266765508
EIF3J-AS1,0.33441035036008,0.054406381417059
ADAL,0.222011943033869,0.144479914725432
TMEM87A,0.0470197773221574,0.034362278437952996
PLA2G4F,-0.993006858050562,0.0726049881206745
MAPKBP1,-0.0374035191001342,0.0553653640693589
RAD51,-0.37387980552483097,0.165217424031246
EIF2AK4,0.0957548990969845,0.0470575570833163
EMC4,-0.561868341069729,0.0231765742049537
MTA1,0.53285202244399,0.0456971868622725
PPP1R13B,0.42326683025016704,0.0621566735677137
ZFYVE21,0.10064329513143198,0.0363028401305951
BAG5,-0.17789643498695398,0.0405410679785289
TRAF3,-0.0020075814718755604,0.0611001515087795
RCOR1,-0.0835776416344575,0.0396077391453218
PPP2R5C,0.108205986746387,0.0387789320859923
EVL,-0.9006835682949731,0.0519264560387706
SETD3,-0.23430792406311102,0.0415092956095804
BTBD7,1.6434754729783503,0.0493366835863853
ATXN3,0.689582044011642,0.041977062780658
GPR68,-0.0968222900782374,0.0773624647092304
TTC8,0.12472992161770201,0.0923884836970298
VIPAS39,0.0504326248074268,0.11669827894810099
BATF,-1.23232921600603,0.10847600943642698
JDP2,0.224116256758059,0.0809738655510434
NEK9,0.0753764442280044,0.0695995267003452
COQ6,-0.254720805164221,0.07980585292256
SIPA1L1,0.0179531922170201,0.0548462485051085
MED6,0.526148686412059,0.0583753583187695
SUSD6,1.14920349916694,0.0472789520625068
HSPA2,1.0546849731697099,0.0304459530538841
PPP2R5E,-0.0483223000907309,0.0357396247691672
SNAPC1,-0.0194165497289154,0.0450133035994332
PRKCH,0.400766116022073,0.0564194636488413
MNAT1,-0.0160245967897604,0.0449072781675883
KIAA0586,0.0386370834575163,0.0975577880695208
KTN1,0.289943785657558,0.0224356951794469
ATG14,0.47192585326315395,0.0628153234877887
CNIH1,-0.8325693091217479,0.0261624561146219
PYGL,-1.26138681939139,0.0424173467517021
KLHL28,0.583287502349419,0.0454125153489148
CTAGE5,-0.00528422021275613,0.0907231178400107
RALGAPA1,0.324021966743728,0.0395144729686175
ARHGAP5,-0.0538839498850703,0.0376433597644247
LTB4R2,-2.4203642244756,0.0500311250471933
RABGGTA,-1.2313096418824099,0.0456266069407583
ACIN1,-0.570350678491046,0.0329657713051987
RBM23,0.0464042119359483,0.0444884421324986
OXA1L,-0.577824956119619,0.0258710022602613
RAB2B,0.479671134080296,0.063949555923359
CHD8,-0.329622730493909,0.0487348195676956
METTL17,-0.471737497166615,0.044599763928432
ANKRD10,0.345925459930822,0.0279154923745969
EFNB2,1.90304253395036,0.0600553205379293
TM9SF2,-0.15461178536916598,0.0371111195722305
DOCK9,0.528927122506892,0.0601900673090582
STK24,0.0617581717025853,0.0387637756509567
MBNL2,0.741422518688994,0.0419108831665024
TGDS,0.0352956294481571,0.12135421750877802
PIBF1,0.007260243848330759,0.0555461152385769
DIAPH3,-0.862401342859468,0.130449392376188
SUGT1,0.0825834241309836,0.0285741376353634
RNASEH2B,-1.34098636171327,0.0462394362047605
EBPL,-0.5451944961039891,0.0277570921329474
PHF11,-1.05704859071032,0.0399812975018017
MED4,0.385688122512464,0.0327301204291654
EPSTI1,-1.40089783149945,0.0591857188462459
SLC7A1,-1.42085257430619,0.0499601041990861
RNF6,0.112897355759515,0.0465635447909946
MIPEP,-0.0350121024372208,0.0549820297688696
N6AMT2,-0.0389954193113998,0.105292967945672
RP11-61K9.3,-0.0380420429237764,0.138273979312755
ANKLE2,-0.619830193275027,0.0341088569372137
EP400NL,-0.00622203018907742,0.10392287233845901
CCDC92,0.288472713864064,0.10117539086677699
GTF2H3,-0.928223117153028,0.0540805810747558
MPHOSPH9,0.0361508067222281,0.13503259452411098
CLIP1,-0.470662985073526,0.0347797629019719
FBXO21,0.5269001619592529,0.0438585326187474
FBXW8,0.0472460687610422,0.18096244060254
MED13L,0.675548094646348,0.0406180414027925
SLC8B1,0.0292547617974301,0.053789880933230005
IQCD,0.19633431631697,0.36050612262740905
OAS1,-1.92190989386017,0.0562570463692871
ACAD10,0.0663511704171652,0.19903120520431197
TCTN1,0.104351790403417,0.0549213956361765
ATP2A2,0.1570233454834,0.0303488620474849
UNG,-0.932635642241449,0.0572578494949248
CORO1C,0.20016459281653698,0.032060422674061
GNPTAB,-0.0250757490346166,0.0520248895252314
UTP20,-0.30658523161378803,0.0732854952964116
SCYL2,-0.0453810531191506,0.0489220149828166
ACTR6,-0.0375995798747491,0.0522506923911953
UHRF1BP1L,-0.139786066449238,0.0564162321575322
APAF1,0.19559056981919798,0.09338219907840802
TMPO,-1.72650715177549,0.0455803646931883
NEDD1,-0.137177776126649,0.0650662665804111
FGD6,-0.396454584174599,0.0606719883369285
NUDT4,0.689301554164063,0.0281622508344948
ATP2B1,0.30951855132430395,0.0305980205624095
RP11-981P6.1,0.0460496233320825,0.444062891986103
POC1B,0.10024386635240701,0.0827051858847739
METTL25,0.05470245572560701,0.106164995963194
PPP1R12A,0.70830676881974,0.0265059142011713
KRR1,-0.311078904109373,0.0331882965112974
DDIT3,0.5768606179105649,0.0336074931983938
CS,-0.669009633208168,0.0359591335649437
NABP2,-1.30280219870658,0.0409649044145673
ERBB3,-0.459911221070299,0.0605389371431716
PMEL,1.29676918995322,0.180585159623542
PYM1,-1.6241335115936202,0.0399745737025708
HOXC10,0.522916243976973,0.0454840385221447
HOXC11,0.172100097697167,0.0915072308289436
TARBP2,-0.571272573300626,0.0671745525715941
LARP4,0.0274355230853537,0.0402108326354709
COX14,0.10866863491989098,0.0248122484958994
PRKAG1,-0.837926675760081,0.0421121329162536
KANSL2,0.542592676277156,0.0470227768696085
SLC38A2,0.8146697316359849,0.0236615969361116
PUS7L,-0.20866064338137696,0.0519107158660484
YAF2,0.9142244802280559,0.0411437875517398
RP11-467L13.7,-0.33631023074086097,0.0689827805348112
DDX11,-0.25507081577522306,0.08793397593977499
MRPS35,-1.05216547337067,0.0349739170467959
LDHB,-0.6900307494686421,0.0235702512137547
RECQL,0.0377884939782601,0.0450533561785094
PIK3C2G,-0.30315840095325397,0.0906589595285917
ARHGDIB,-1.0763149678595898,0.0340089728109107
HEBP1,-0.130153693956643,0.0335306940353114
CLEC7A,-0.336091336651746,0.0932349604253856
CLEC2B,0.607521682363958,0.0290484923851363
CLEC2D,0.27190541576081695,0.0748182907065538
SLC2A3,1.4456338321414302,0.0336508858366779
CCND2,0.536716979575556,0.0434088056834794
TSPAN9,-0.324959236022688,0.0513854682267893
ERC1,-0.0398255679839392,0.0469323783724017
NINJ2,-0.240275192669308,0.104146050647704
KDM5A,0.3056522125173,0.0376773140529877
BNIP3,0.12463950948294901,0.0418082792624396
MGMT,-0.288436683969728,0.0288952529469043
IKZF5,0.422857053739182,0.0591784591405638
HTRA1,0.73553760036635,0.0466609090901576
RGS10,-0.7385582011946049,0.0386984128080423
FAM160B1,0.0213903234975637,0.0962228439714747
NHLRC2,-0.010855630378243001,0.0713859909313234
CASP7,-1.4907347261129298,0.0439469108854287
TCF7L2,1.85154239648219,0.0451753721667687
ZDHHC6,-0.231211650959481,0.0455291465801186
PDCD4,0.6553356198696739,0.0350532071051646
SFR1,0.073184781354643,0.09316785554595301
OBFC1,-0.40371639197840703,0.0558024050343353
ACTR1A,-0.581687876833864,0.0344918552396946
BLNK,-0.284110505968258,0.14557292983374698
IDE,-0.412547984610724,0.0884746303665563
FAS,-1.33015135600704,0.0397060611393676
GHITM,-0.37527262482246504,0.0219314561365803
COMTD1,-2.68652969778352,0.0369295472553606
AP3M1,0.10413263342004599,0.0604089220702907
C10orf54,0.0468346799388972,0.0344615886957386
HK1,-0.439439959550151,0.0315508697421961
SRGN,0.697288475330327,0.0569222605639693
EGR2,0.391854441064008,0.0810918544126708
ANK3,-1.0606823620602401,0.0663074434059231
CISD1,-0.981443103593475,0.030578735304137003
PARG,-0.0970595455250626,0.103489053754087
ZFAND4,0.0514836937640843,0.174922296968077
MASTL,-0.302438094049378,0.0813514943613326
APBB1IP,-0.36238202673921704,0.0944222538781534
KIAA1217,-1.25807337227627,0.0461651072399475
DNAJC1,-0.0568179126284602,0.0335350564441499
ARL5B,0.7386811400497449,0.0361013153639798
NSUN6,1.07593031287333,0.0537900229153416
CDC123,-0.655160039096881,0.0313374897099308
ECHDC3,-0.774432090682235,0.0700948910578866
GATA3,-0.704769070607246,0.0443484894444177
IL2RA,0.00424550871615481,0.24332970035453402
AKR1C2,-0.0833989588575665,0.0724105546646873
PFKP,-0.74769206430555,0.0423209987046413
ARHGAP32,-0.28481230020973,0.0655424486609184
ETS1,1.46229144610185,0.0470332271708454
DCPS,-1.3439984482888503,0.0486812480440064
RPUSD4,-0.032068799262435006,0.0477397318600781
CDON,0.311954328694897,0.10499284959777198
CD3G,-1.33605869980455,0.110970676278178
CD3D,-1.7320513806410602,0.09380399964861
MPZL3,0.385914632821784,0.099815441544502
SCN4B,0.5275146872318499,0.115526381723112
PCSK7,0.634889759600039,0.0371438379184759
TTC12,-0.0254155256147151,0.193826625223858
SDHD,0.47436516023431,0.0313453752416758
ALG9,0.17754223234224398,0.22250678847387
ZC3H12C,0.305300670721685,0.064418435325486
CARD16,0.16121405088159102,0.0546382026840909
BIRC3,1.18825675567277,0.0429343683166278
CEP57,-0.33025577284588103,0.0387732214861923
FAM76B,0.18199463826689702,0.0704192274421792
SMCO4,-0.8273600601402029,0.0530576770436189
RAB38,-2.53636742752485,0.0410214655725831
PICALM,0.624427216758596,0.0343300857818237
TMEM126B,-0.17753136233952696,0.0398422073088489
RSF1,0.36249514428881197,0.0265131188215942
UCP2,-2.40408048077279,0.0867274653544149
ATG16L2,-0.619790712668766,0.0520608281842703
STARD10,-0.65922140260597,0.0506857000131392
ARAP1,0.23714088912805104,0.0659580439381977
ANAPC15,-1.2337310036648799,0.0378153021416919
NUMA1,-0.0914655663810797,0.0378871706505802
ANO1,-0.0027071654456940603,0.0533857206402307
CDK2AP2,-0.000379589467365546,0.0269920270311004
AIP,-0.32252934990896603,0.0338816305974079
TMEM134,-1.18968015268851,0.0313340076794206
SSH3,-0.515837238656933,0.0507042328946625
RBM14,1.44012681206344,0.0444291365072036
DPP3,-0.6580015620817521,0.0611792567213896
B4GAT1,0.293436726797909,0.11500756501643301
SF3B2,-0.36968013267761796,0.0212513839928689
MUS81,0.180065331551247,0.0565241572289434
SIPA1,0.24117478822752397,0.0723735478005132
AP003068.23,-0.0994256566423932,0.17532956973413596
EHD1,0.6866541351914929,0.0338201711041426
MEN1,-0.11021980589306801,0.0900567184376218
TRPT1,-0.8673023523470071,0.044065331912224004
FERMT3,0.0477195352966682,0.0745684726304187
RTN3,0.286637970959197,0.0243203099950906
C11orf98,0.0255216101675279,0.11644116050429999
EML3,-0.767298563462612,0.0459860795380865
MTA2,-0.9131449727910171,0.0476087284635974
INCENP,-0.48285743552675103,0.11624665387549901
TMEM216,-0.096848878313854,0.076018534673169
PATL1,-0.3671171244214261,0.0468914612210351
KBTBD4,0.0390829841638271,0.0944040284370486
DDB2,-0.5959065772983809,0.0441640537355241
AMBRA1,0.00022773867374241001,0.109433161683315
PHF21A,0.368908576756524,0.0582685708593544
EXT2,0.0447497985553951,0.04761651252430099
TTC17,0.07753018676875201,0.0431352329052484
TRIM44,0.325403833085583,0.0393840764220996
EHF,-1.4176619342771,0.0441332449124128
CAT,0.45399154556064597,0.032526993966862004
CAPRIN1,-0.547373453479224,0.0303024336550737
HIPK3,0.9782885012229491,0.0455672180046842
CSTF3,-0.0642143739582159,0.0496214556518176
PRRG4,-1.64753728843413,0.0426443403165304
LIN7C,-0.0476149717300624,0.0505336199224552
TSG101,-0.42753953610730605,0.0383794803156795
SOX6,0.33615568687474695,0.0917354603506251
MTRNR2L8,2.20839075633775,0.039438105918444
TAF10,-1.20858117794302,0.0440016130429385
ILK,0.0921428730960594,0.0298909430324292
SMPD1,0.0171750668762548,0.0606671860665535
CD81,0.38563746081122496,0.0309489132360401
ASCL2,-0.8240751975275691,0.0952302557605729
TOLLIP,-1.38590218156973,0.0366489982278826
EPS8L2,-1.68919024863208,0.0460925466530517
IRF7,0.110400012509883,0.0446954438629428
ARRDC1,-1.14977938743471,0.043014463224486994
CLIC3,-0.47859988198215,0.14804087762244
TRAF2,0.0175148362922092,0.0674826207035535
SEC16A,0.0258020128461875,0.0511477579502768
QSOX2,0.30076398511688596,0.1362022632929
MRPS2,-1.02605939906272,0.0358337679962836
RALGDS,0.35178913821137,0.0419229304900559
GTF3C5,-0.577830993782533,0.0444400620308989
GTF3C4,0.30183805546435605,0.0630205967086032
PRRC2B,0.350199286715427,0.0371748813742408
HMCN2,0.25184009611955704,0.31133721328763697
C9orf78,0.004622145751075639,0.0277419451713606
ASB6,0.279916370698687,0.0482111047319991
LINC01503,-0.33662495255896896,0.104161982091828
NUP188,-0.350495309931788,0.0728285354805726
C9orf114,-0.343686052521643,0.07046863093128501
WDR34,-1.3940589890505002,0.049895074514549005
URM1,-0.9557508660598759,0.0368413071629885
SWI5,-0.12129257982105901,0.0457321665860853
ARPC5L,-0.551331746152227,0.0253931919096768
RABGAP1,0.431341785333797,0.0452156225584945
PSMD5,-0.19747250306368802,0.0524836848970277
FBXW2,-0.366819121212877,0.0414688182084486
ABCA1,0.0399460860161598,0.0553895086944536
RNF20,-0.0326336193765888,0.0743357439594547
STX17,-0.550772715985829,0.0461105983290776
TRMO,-0.258988511394945,0.089106561905165
MFSD14C,-0.01179743805282,0.0912350781648651
C9orf3,0.100227815663955,0.0248307411746204
CENPP,-1.2488485582249298,0.048689075248003
SPTLC1,-0.8147610254634079,0.0473824151775912
SLC28A3,-0.10805681237385699,0.240978590991849
TLE1,1.6565417602320802,0.0427638009888307
TRMT10B,0.223684791037577,0.10679186156450698
GRHPR,-0.552750229029419,0.0265745687107193
TLN1,0.18704939355268502,0.0280250973049524
RP11-195F19.5,0.227061171902943,0.127223243393833
CCL27,0.8990946534151301,0.0606071151945611
B4GALT1,0.23390381679864802,0.0379258264283465
DENND4C,-0.283998142653334,0.0480729787465453
PSIP1,-0.11753276454963,0.0323024991705034
RANBP6,0.0476411019555636,0.10879260661355099
KIAA2026,1.28301507156051,0.0410083750080166
CYHR1,0.17555385146171,0.0433393809308223
SLC52A2,-0.61646757837294,0.0430349422197527
CYC1,-0.9180261708147991,0.02390329265276
GPAA1,-0.36152414944993705,0.0361660556973839
FAM83H,-1.1565754242246202,0.0755042368808234
TSTA3,-1.33796604374152,0.0327617629258647
AC083843.1,0.252798410632037,0.269871780130453
EFR3A,-0.198742196406221,0.0453947350335108
FAM84B,1.01373533095498,0.0623502404640725
MED30,-0.263281987361852,0.0382331170554487
FZD6,-0.227774341054288,0.0552979520848628
ATP6V1C1,0.221460866565337,0.0480312844381687
KB-1732A1.1,0.4166785386245179,0.122039533304356
NIPAL2,-0.35864174855236897,0.0715399818077398
MATN2,1.02582201079514,0.0668061349423931
PTDSS1,-0.706973473193199,0.0374914911881504
TP53INP1,0.15235284065056,0.168724329241487
CCNE2,0.00553611818507781,0.124016568503572
CA2,-1.5536333254371297,0.0540671528454891
LRRCC1,0.0747031033193803,0.0627404278801447
MRPS28,-0.623339407977062,0.0425885330271961
ZC2HC1A,-0.35864070072311605,0.0466068408427312
UBE2W,1.17919654698624,0.0520558648071509
STAU2,0.321691425151329,0.0606712871045807
TCEA1,-0.318802570026157,0.022144609368361
PCMTD1,0.864128978620452,0.0393665575671252
SNAI2,0.565942153472809,0.038561109887206
PRKDC,-0.9998723880916249,0.0324151044673903
SPIDR,-0.261593358136966,0.0462442889655628
POLB,-1.71076464741003,0.045929158725501004
BRF2,0.174959509634525,0.11858411923875099
MAK16,-0.155923676179978,0.0738907201429517
GSR,0.216825294971654,0.12475583743463699
DUSP4,-0.0622126578258306,0.0627947586748956
ELP3,-0.0801262523432423,0.0985942665316323
REEP4,-1.65588184373671,0.0415137237213535
ATP6V1B2,0.33794031948763,0.0409675128275924
PCM1,0.584729352394204,0.0309842462325081
