Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Activation of TRKA receptors ,0.731373388299064,2.4982682943441077,0.15576923076923077,0.296189828505624,5,5,ILMN_1763344;ILMN_1716608;ILMN_1779185;ILMN_1770307;ILMN_2357855,ILMN_1763344;ILMN_1716608;ILMN_1779185
SUMOylation of DNA replication proteins ,0.44925319461054514,2.495629905327193,0.06517690875232775,0.29619487290156,46,45,ILMN_2196569;ILMN_1680955;ILMN_1684217;ILMN_1709294;ILMN_1803124;ILMN_2355738;ILMN_1669635;ILMN_1725612;ILMN_1673962;ILMN_1738681;ILMN_1725642;ILMN_1694177;ILMN_1686097;ILMN_1705907;ILMN_1652989;ILMN_2061405;ILMN_1690259;ILMN_1738150;ILMN_1771903;ILMN_1768293;ILMN_1749930;ILMN_1662198;ILMN_2381138;ILMN_1815924;ILMN_2320574;ILMN_1666049;ILMN_2379835;ILMN_1763419;ILMN_1715416;ILMN_2378316;ILMN_1701374;ILMN_2145050;ILMN_1734826;ILMN_1732776;ILMN_2115154;ILMN_1725529;ILMN_1662130;ILMN_1802905;ILMN_1762674;ILMN_1777663;ILMN_1784467;ILMN_1755321;ILMN_1814966;ILMN_1730999;ILMN_1751338,ILMN_2196569;ILMN_1680955;ILMN_1684217;ILMN_1709294;ILMN_1803124;ILMN_2355738;ILMN_1669635;ILMN_1725612;ILMN_1673962;ILMN_1738681;ILMN_1725642;ILMN_1694177;ILMN_1686097;ILMN_1705907;ILMN_1652989;ILMN_2061405;ILMN_1690259;ILMN_1738150;ILMN_1771903;ILMN_1768293;ILMN_1749930;ILMN_1662198
MyD88:MAL(TIRAP) cascade initiated on plasma membrane ,0.3930930056351672,2.497697657404414,0.05172413793103448,0.2962152457766199,101,92,ILMN_1774733;ILMN_1724533;ILMN_1758939;ILMN_2379130;ILMN_1661888;ILMN_1740015;ILMN_1706217;ILMN_1806294;ILMN_1694240;ILMN_1793651;ILMN_1762594;ILMN_1796094;ILMN_1654560;ILMN_1745964;ILMN_1788002;ILMN_1738523;ILMN_1679268;ILMN_1706677;ILMN_2359887;ILMN_1808732;ILMN_1780132;ILMN_1742544;ILMN_1735361;ILMN_1674789;ILMN_2114422;ILMN_1674152;ILMN_1749629;ILMN_1654289;ILMN_1741159;ILMN_2231242;ILMN_1677481;ILMN_1772387;ILMN_1748915;ILMN_1672331;ILMN_1661695;ILMN_1782581;ILMN_1810176;ILMN_1707308;ILMN_1680777;ILMN_2048326;ILMN_2256907;ILMN_1702501;ILMN_1729777;ILMN_1773154;ILMN_1748271;ILMN_2400206;ILMN_1697729;ILMN_1782977;ILMN_2339655;ILMN_1705266;ILMN_1779841;ILMN_2404063;ILMN_2382758;ILMN_1669523;ILMN_1810467;ILMN_1772817;ILMN_1801923;ILMN_1656144;ILMN_2394571;ILMN_2364574;ILMN_1677466;ILMN_2331501;ILMN_2247868;ILMN_2251452;ILMN_1677041;ILMN_1806023;ILMN_2392143;ILMN_1664216;ILMN_2191428;ILMN_2168933;ILMN_2400603;ILMN_1712659;ILMN_1797522;ILMN_1692352;ILMN_2233604;ILMN_1748272;ILMN_1732452;ILMN_1807981;ILMN_2400292;ILMN_2348403;ILMN_1689438;ILMN_1657515;ILMN_2176931;ILMN_1714965;ILMN_1667260;ILMN_1711766;ILMN_1808391;ILMN_1723020;ILMN_1781104;ILMN_1722858;ILMN_1727142;ILMN_2100689,ILMN_1774733;ILMN_1724533;ILMN_1758939;ILMN_2379130;ILMN_1661888;ILMN_1740015;ILMN_1706217;ILMN_1806294;ILMN_1694240;ILMN_1793651;ILMN_1762594;ILMN_1796094;ILMN_1654560;ILMN_1745964;ILMN_1788002;ILMN_1738523;ILMN_1679268;ILMN_1706677;ILMN_2359887;ILMN_1808732;ILMN_1780132;ILMN_1742544;ILMN_1735361;ILMN_1674789;ILMN_2114422;ILMN_1674152;ILMN_1749629;ILMN_1654289;ILMN_1741159;ILMN_2231242
phospho-PLA2 pathway ,0.9045735830498676,2.494175032045329,0.19135802469135801,0.2966723510605484,1,1,ILMN_1803561,ILMN_1803561
RHO GTPases activate PAKs ,0.5356860552280538,2.4911409634654715,0.11338289962825279,0.2990336146080292,21,20,ILMN_1691476;ILMN_1778242;ILMN_1687335;ILMN_2087702;ILMN_1675062;ILMN_2368834;ILMN_2393712;ILMN_1698649;ILMN_1675156;ILMN_1743358;ILMN_1767365;ILMN_2405023;ILMN_1756289;ILMN_1654016;ILMN_1712687;ILMN_2359789;ILMN_1804461;ILMN_1676721;ILMN_2326071;ILMN_1815154,ILMN_1691476;ILMN_1778242;ILMN_1687335;ILMN_2087702;ILMN_1675062;ILMN_2368834;ILMN_2393712;ILMN_1698649;ILMN_1675156;ILMN_1743358
Insulin receptor recycling ,0.5002250075753161,2.4900477674504637,0.10566037735849057,0.2990808976719769,32,25,ILMN_1795826;ILMN_1721391;ILMN_2099783;ILMN_2403730;ILMN_1700380;ILMN_1711516;ILMN_2394287;ILMN_1812073;ILMN_2339779;ILMN_1799889;ILMN_1787705;ILMN_1659801;ILMN_1810235;ILMN_2389995;ILMN_1784523;ILMN_2071937;ILMN_1666966;ILMN_1694486;ILMN_1670918;ILMN_1726273;ILMN_1773849;ILMN_1654541;ILMN_1697694;ILMN_1785095;ILMN_1797310,ILMN_1795826;ILMN_1721391;ILMN_2099783;ILMN_2403730;ILMN_1700380;ILMN_1711516;ILMN_2394287;ILMN_1812073;ILMN_2339779;ILMN_1799889;ILMN_1787705;ILMN_1659801
Aggrephagy ,0.45769689673593494,2.4905084935957236,0.08646616541353383,0.29912287997779075,44,40,ILMN_1702636;ILMN_1782538;ILMN_1679867;ILMN_1777220;ILMN_1772796;ILMN_1793651;ILMN_1783448;ILMN_1742167;ILMN_1690397;ILMN_1791726;ILMN_2148819;ILMN_1682459;ILMN_1680874;ILMN_1784300;ILMN_1798546;ILMN_1810922;ILMN_1768624;ILMN_2048326;ILMN_1780302;ILMN_2400206;ILMN_1782977;ILMN_1793659;ILMN_1710280;ILMN_2373515;ILMN_2331501;ILMN_2300186;ILMN_2403047;ILMN_2395692;ILMN_1744713;ILMN_1780769;ILMN_1677635;ILMN_2191428;ILMN_2038775;ILMN_2215640;ILMN_2178994;ILMN_1679482;ILMN_1670385;ILMN_1652464;ILMN_1773847;ILMN_1669366,ILMN_1702636;ILMN_1782538;ILMN_1679867;ILMN_1777220;ILMN_1772796;ILMN_1793651;ILMN_1783448;ILMN_1742167;ILMN_1690397;ILMN_1791726;ILMN_2148819;ILMN_1682459;ILMN_1680874;ILMN_1784300
Antigen processing: Ubiquitination & Proteasome degradation ,0.3327488049000059,2.486368836208659,0.009727626459143969,0.3001549940499069,335,304,ILMN_1729749;ILMN_1707475;ILMN_1774733;ILMN_1776173;ILMN_1716272;ILMN_1654639;ILMN_2376108;ILMN_1791002;ILMN_1771139;ILMN_1764794;ILMN_1754279;ILMN_2380566;ILMN_1792078;ILMN_1808591;ILMN_2301083;ILMN_1663390;ILMN_2381834;ILMN_2066020;ILMN_1682098;ILMN_1682081;ILMN_1786612;ILMN_1659553;ILMN_1683026;ILMN_1770515;ILMN_1793651;ILMN_1713759;ILMN_1669553;ILMN_1701962;ILMN_1678054;ILMN_1737396;ILMN_1796430;ILMN_1677877;ILMN_1745962;ILMN_2164242;ILMN_1739397;ILMN_1744649;ILMN_1704094;ILMN_1763540;ILMN_1729294;ILMN_1814156;ILMN_2387553;ILMN_1685580;ILMN_1759952;ILMN_1719103;ILMN_1664802;ILMN_1675085;ILMN_1714170;ILMN_1809010;ILMN_1805662;ILMN_1810881;ILMN_1669252;ILMN_1709611;ILMN_1768784;ILMN_1747195;ILMN_1807044;ILMN_1712432;ILMN_1748651;ILMN_1701869;ILMN_1666670;ILMN_1701455;ILMN_1732767;ILMN_1717420;ILMN_1712755;ILMN_1789274;ILMN_1658182;ILMN_1701331;ILMN_1702837;ILMN_1655165;ILMN_1854349;ILMN_1713006;ILMN_1721659;ILMN_2156250;ILMN_1767006;ILMN_1701837;ILMN_1749629;ILMN_1813475;ILMN_1800952;ILMN_1790978;ILMN_1713682;ILMN_1806778;ILMN_1674891;ILMN_1789176;ILMN_1773119;ILMN_1703955;ILMN_1746579;ILMN_1711862;ILMN_2385178;ILMN_1803211;ILMN_2210837;ILMN_1656902;ILMN_1780189;ILMN_1743086;ILMN_2361737;ILMN_1699226;ILMN_1692785;ILMN_2307455;ILMN_1804494;ILMN_1786211;ILMN_1849514;ILMN_1719254;ILMN_1699606;ILMN_1671393;ILMN_1795811;ILMN_1746533;ILMN_1669572;ILMN_2383435;ILMN_1792825;ILMN_1738362;ILMN_1733256;ILMN_2320853;ILMN_2048326;ILMN_1721360;ILMN_1723177;ILMN_2395389;ILMN_1770479;ILMN_2128358;ILMN_1753207;ILMN_1775268;ILMN_1670920;ILMN_2411608;ILMN_2096759;ILMN_1716952;ILMN_1705035;ILMN_1704404;ILMN_1779633;ILMN_1675429;ILMN_1753737;ILMN_1704342;ILMN_1656364;ILMN_1754489;ILMN_1785179;ILMN_1726659;ILMN_1702489;ILMN_2402817;ILMN_2168992;ILMN_2411264;ILMN_1715540;ILMN_1700408;ILMN_2335109;ILMN_1655532;ILMN_2400206;ILMN_1722102;ILMN_1674756;ILMN_1659103;ILMN_1670829;ILMN_1725306;ILMN_1736682;ILMN_1719039;ILMN_1689380;ILMN_1708103;ILMN_1740217;ILMN_1741032;ILMN_1652872;ILMN_1782977;ILMN_1742775;ILMN_1777180;ILMN_1811098;ILMN_1722698;ILMN_1739259;ILMN_1791253;ILMN_1775753;ILMN_1683096;ILMN_2376625;ILMN_2199362;ILMN_1699503;ILMN_1795964;ILMN_1687199;ILMN_1798433;ILMN_1772712;ILMN_1675721;ILMN_2373728;ILMN_2252495;ILMN_2394571;ILMN_2291010;ILMN_1797406;ILMN_1654737;ILMN_1705390;ILMN_1752283;ILMN_1739318;ILMN_1673042;ILMN_2331501;ILMN_2324157;ILMN_1711269;ILMN_2225061;ILMN_1787988;ILMN_1683817;ILMN_2071405;ILMN_2370160;ILMN_1721921;ILMN_1723815;ILMN_1671513;ILMN_1653670;ILMN_1667261;ILMN_2176955;ILMN_1762155;ILMN_1725870;ILMN_2272251;ILMN_1672393;ILMN_2077504;ILMN_1693438;ILMN_1697691;ILMN_2049063;ILMN_1666409;ILMN_1671215;ILMN_1779492;ILMN_2408450;ILMN_1753040;ILMN_1691428;ILMN_1656111;ILMN_1770641;ILMN_1740528;ILMN_1806017;ILMN_1683609;ILMN_1681308;ILMN_2395692;ILMN_1663379;ILMN_2413517;ILMN_1790987;ILMN_2174702;ILMN_2398664;ILMN_1769503;ILMN_1755811;ILMN_1763200;ILMN_1812359;ILMN_1760209;ILMN_1683355;ILMN_1880834;ILMN_1784380;ILMN_1711787;ILMN_1769207;ILMN_1790530;ILMN_1776325;ILMN_2191428;ILMN_1794612;ILMN_2258234;ILMN_1673370;ILMN_1694504;ILMN_1705953;ILMN_1702618;ILMN_1682037;ILMN_1744725;ILMN_1781148;ILMN_1663489;ILMN_2199284;ILMN_2406313;ILMN_1706094;ILMN_2049423;ILMN_2044293;ILMN_1703140;ILMN_1813243;ILMN_1808095;ILMN_2058512;ILMN_1654408;ILMN_1750661;ILMN_1783675;ILMN_2058975;ILMN_1787541;ILMN_2346573;ILMN_1663605;ILMN_1671583;ILMN_1757644;ILMN_1756525;ILMN_2339796;ILMN_1707084;ILMN_1752526;ILMN_2358647;ILMN_1804328;ILMN_1689438;ILMN_1799688;ILMN_1802973;ILMN_1713841;ILMN_1841620;ILMN_2181089;ILMN_1733627;ILMN_1793894;ILMN_1690866;ILMN_1688702;ILMN_1745697;ILMN_1664466;ILMN_1661653;ILMN_1813027;ILMN_1714461;ILMN_1720926;ILMN_1727134;ILMN_1711766;ILMN_1713486;ILMN_1692826;ILMN_1767441;ILMN_2146372;ILMN_2323385;ILMN_1752027;ILMN_2391141;ILMN_1755281;ILMN_1756126;ILMN_1656826;ILMN_1697561;ILMN_1801313;ILMN_1737862;ILMN_1654385;ILMN_1718619;ILMN_1671427;ILMN_1811997;ILMN_1733927;ILMN_2344130,ILMN_1729749;ILMN_1707475;ILMN_1774733;ILMN_1776173;ILMN_1716272;ILMN_1654639;ILMN_2376108;ILMN_1791002;ILMN_1771139;ILMN_1764794;ILMN_1754279;ILMN_2380566;ILMN_1792078;ILMN_1808591;ILMN_2301083;ILMN_1663390;ILMN_2381834;ILMN_2066020;ILMN_1682098;ILMN_1682081;ILMN_1786612;ILMN_1659553;ILMN_1683026;ILMN_1770515;ILMN_1793651;ILMN_1713759;ILMN_1669553;ILMN_1701962;ILMN_1678054;ILMN_1737396;ILMN_1796430;ILMN_1677877;ILMN_1745962;ILMN_2164242;ILMN_1739397;ILMN_1744649;ILMN_1704094;ILMN_1763540;ILMN_1729294;ILMN_1814156;ILMN_2387553;ILMN_1685580;ILMN_1759952;ILMN_1719103;ILMN_1664802;ILMN_1675085;ILMN_1714170;ILMN_1809010;ILMN_1805662;ILMN_1810881;ILMN_1669252;ILMN_1709611;ILMN_1768784;ILMN_1747195;ILMN_1807044;ILMN_1712432;ILMN_1748651;ILMN_1701869;ILMN_1666670;ILMN_1701455;ILMN_1732767;ILMN_1717420;ILMN_1712755;ILMN_1789274;ILMN_1658182;ILMN_1701331;ILMN_1702837;ILMN_1655165;ILMN_1854349;ILMN_1713006;ILMN_1721659;ILMN_2156250;ILMN_1767006;ILMN_1701837;ILMN_1749629;ILMN_1813475;ILMN_1800952;ILMN_1790978;ILMN_1713682;ILMN_1806778;ILMN_1674891;ILMN_1789176;ILMN_1773119;ILMN_1703955;ILMN_1746579;ILMN_1711862;ILMN_2385178;ILMN_1803211;ILMN_2210837;ILMN_1656902;ILMN_1780189;ILMN_1743086;ILMN_2361737;ILMN_1699226;ILMN_1692785;ILMN_2307455
SHC-mediated cascade:FGFR4 ,0.5240623807425931,2.4869954683700657,0.12380952380952381,0.30050894383608723,20,19,ILMN_1775759;ILMN_2410713;ILMN_1767135;ILMN_1742521;ILMN_1731688;ILMN_1797030;ILMN_1696488;ILMN_1781390;ILMN_1701967;ILMN_1812517;ILMN_1785564;ILMN_1760909;ILMN_2105919;ILMN_1699735;ILMN_1764605;ILMN_1892050;ILMN_2153061;ILMN_1728071;ILMN_1699798,ILMN_1775759;ILMN_2410713;ILMN_1767135;ILMN_1742521;ILMN_1731688
Other interleukin signaling ,0.4986848840903225,2.4863790649956123,0.14122137404580154,0.3006249663243016,24,23,ILMN_1727284;ILMN_1713686;ILMN_2230892;ILMN_1813572;ILMN_1686623;ILMN_2388155;ILMN_2149624;ILMN_1793384;ILMN_1740555;ILMN_1676616;ILMN_1760160;ILMN_1676955;ILMN_1697069;ILMN_1737084;ILMN_1815308;ILMN_2302947;ILMN_2405324;ILMN_1659544;ILMN_1668460;ILMN_2371280;ILMN_1680313;ILMN_1713491;ILMN_2159453,ILMN_1727284;ILMN_1713686;ILMN_2230892;ILMN_1813572;ILMN_1686623;ILMN_2388155;ILMN_2149624
Synthesis of wybutosine at G37 of tRNA(Phe) ,-0.8511649519628073,-3.230424737973915,0.02591792656587473,0.30085542583241975,5,5,ILMN_1809944;ILMN_1785955;ILMN_1726842;ILMN_1736135;ILMN_1667577,ILMN_1726842;ILMN_1736135;ILMN_1667577
SMAD2/3 Phosphorylation Motif Mutants in Cancer ,0.732813415789366,2.487009287785703,0.17543859649122806,0.30097673341725334,5,5,ILMN_2384241;ILMN_1682738;ILMN_1745927;ILMN_2381994;ILMN_1751036,ILMN_2384241;ILMN_1682738
Interleukin-7 signaling ,0.4470085176484954,2.487016221189265,0.13654618473895583,0.30146318865327393,35,32,ILMN_2342579;ILMN_1774733;ILMN_1794386;ILMN_1705769;ILMN_2131861;ILMN_1726815;ILMN_1793384;ILMN_1739667;ILMN_1776845;ILMN_1707257;ILMN_1666179;ILMN_1848529;ILMN_1788489;ILMN_2083469;ILMN_2207865;ILMN_1814173;ILMN_1749368;ILMN_1753547;ILMN_1702072;ILMN_1788655;ILMN_1721127;ILMN_1726565;ILMN_2296011;ILMN_1689057;ILMN_1662884;ILMN_1692895;ILMN_1684034;ILMN_1664706;ILMN_1881081;ILMN_1759232;ILMN_1738207;ILMN_1663618,ILMN_2342579;ILMN_1774733;ILMN_1794386;ILMN_1705769;ILMN_2131861;ILMN_1726815;ILMN_1793384;ILMN_1739667;ILMN_1776845;ILMN_1707257;ILMN_1666179
ALKBH3 mediated reversal of alkylation damage ,0.8196106557377434,2.481867713459481,0.14285714285714285,0.30303082565181577,3,3,ILMN_1685097;ILMN_1772177;ILMN_2134062,ILMN_1685097;ILMN_1772177;ILMN_2134062
Constitutive Signaling by EGFRvIII ,0.5833825461033605,2.4822387533796824,0.14231499051233396,0.3031295627200374,15,14,ILMN_1775759;ILMN_1696521;ILMN_2382906;ILMN_1767135;ILMN_1742521;ILMN_1668369;ILMN_2181968;ILMN_1701967;ILMN_1666910;ILMN_1705396;ILMN_1689057;ILMN_1728071;ILMN_1699798;ILMN_1690733,ILMN_1775759;ILMN_1696521;ILMN_2382906;ILMN_1767135;ILMN_1742521
Trafficking of GluR2-containing AMPA receptors ,0.5322978514084029,2.4823745456818034,0.16023166023166024,0.30346036266949,18,16,ILMN_1716563;ILMN_1771800;ILMN_1699598;ILMN_1809291;ILMN_1739812;ILMN_1809957;ILMN_1782043;ILMN_1815306;ILMN_2322100;ILMN_1693827;ILMN_2203299;ILMN_1708159;ILMN_1803779;ILMN_2304289;ILMN_1680687;ILMN_1660372,ILMN_1716563;ILMN_1771800;ILMN_1699598;ILMN_1809291
MET promotes cell motility ,0.41981577405257803,2.480863293895003,0.18840579710144928,0.30347406988076703,44,39,ILMN_1769412;ILMN_1696434;ILMN_1715175;ILMN_1676305;ILMN_2311456;ILMN_1688642;ILMN_1723467;ILMN_2214790;ILMN_1795442;ILMN_1742521;ILMN_1766176;ILMN_1778237;ILMN_2339266;ILMN_1674785;ILMN_1801586;ILMN_1778253;ILMN_1690122;ILMN_1773079;ILMN_1729117;ILMN_1706505;ILMN_1716370;ILMN_2104356;ILMN_2398474;ILMN_1666910;ILMN_2152387;ILMN_1667893;ILMN_2359789;ILMN_2392803;ILMN_1701308;ILMN_1688892;ILMN_1796288;ILMN_1788377;ILMN_1715684;ILMN_1810996;ILMN_1706519;ILMN_1803302;ILMN_1773567;ILMN_1665792;ILMN_1752968,ILMN_1769412;ILMN_1696434;ILMN_1715175;ILMN_1676305;ILMN_2311456;ILMN_1688642;ILMN_1723467;ILMN_2214790;ILMN_1795442;ILMN_1742521;ILMN_1766176;ILMN_1778237;ILMN_2339266;ILMN_1674785;ILMN_1801586
Signaling by BRAF and RAF fusions ,0.4140349388936428,2.4798202671947784,0.08829174664107485,0.3035021170975807,66,61,ILMN_1801710;ILMN_1775759;ILMN_1694240;ILMN_1754121;ILMN_1756793;ILMN_1773485;ILMN_2359601;ILMN_1781819;ILMN_1778242;ILMN_1683178;ILMN_1775111;ILMN_1706677;ILMN_1696643;ILMN_2325168;ILMN_1766176;ILMN_1790978;ILMN_1766541;ILMN_2315044;ILMN_1754798;ILMN_1752755;ILMN_1657968;ILMN_1778237;ILMN_1728060;ILMN_1683415;ILMN_1813489;ILMN_2413527;ILMN_1774547;ILMN_1724837;ILMN_1778253;ILMN_1675866;ILMN_1749180;ILMN_2114972;ILMN_2405031;ILMN_2038777;ILMN_2381945;ILMN_1795756;ILMN_1688089;ILMN_2396691;ILMN_1694385;ILMN_1772645;ILMN_1741594;ILMN_2315208;ILMN_1704961;ILMN_1666445;ILMN_1803819;ILMN_2398474;ILMN_2307656;ILMN_2389273;ILMN_1728071;ILMN_1736127;ILMN_1652472;ILMN_1699798;ILMN_1704795;ILMN_1768867;ILMN_1885628;ILMN_2064917;ILMN_1667260;ILMN_1718813;ILMN_1696749;ILMN_2399174;ILMN_1675701,ILMN_1801710;ILMN_1775759;ILMN_1694240;ILMN_1754121;ILMN_1756793;ILMN_1773485;ILMN_2359601;ILMN_1781819;ILMN_1778242;ILMN_1683178;ILMN_1775111;ILMN_1706677;ILMN_1696643;ILMN_2325168;ILMN_1766176;ILMN_1790978;ILMN_1766541;ILMN_2315044;ILMN_1754798;ILMN_1752755;ILMN_1657968;ILMN_1778237;ILMN_1728060;ILMN_1683415;ILMN_1813489;ILMN_2413527;ILMN_1774547;ILMN_1724837;ILMN_1778253
Negative regulators of DDX58/IFIH1 signaling ,0.44357649181357695,2.480112359973225,0.148,0.30366873406524797,33,33,ILMN_1729749;ILMN_1716704;ILMN_1702691;ILMN_1781373;ILMN_2054019;ILMN_1797001;ILMN_1765649;ILMN_1718265;ILMN_2287941;ILMN_2320853;ILMN_2048326;ILMN_1813625;ILMN_1782977;ILMN_1747192;ILMN_2383774;ILMN_1699503;ILMN_2252495;ILMN_1752283;ILMN_2331501;ILMN_1787988;ILMN_1739967;ILMN_2131493;ILMN_2174702;ILMN_1776375;ILMN_2191428;ILMN_2088847;ILMN_1794612;ILMN_1673898;ILMN_2312296;ILMN_2374770;ILMN_2407529;ILMN_1723768;ILMN_1755024,ILMN_1729749;ILMN_1716704;ILMN_1702691;ILMN_1781373;ILMN_2054019
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells ,0.5695142472499309,2.4783190573118565,0.13059701492537312,0.30392313471640825,17,14,ILMN_1708537;ILMN_1680856;ILMN_1765729;ILMN_1729161;ILMN_1733802;ILMN_1744665;ILMN_2067444;ILMN_1663561;ILMN_1765244;ILMN_1710284;ILMN_1727970;ILMN_1688413;ILMN_1803060;ILMN_1782247,ILMN_1708537;ILMN_1680856;ILMN_1765729;ILMN_1729161
Transcriptional regulation of white adipocyte differentiation ,0.38871010717379306,2.4785892804855454,0.07045009784735812,0.30413832404187346,92,81,ILMN_1707631;ILMN_1668721;ILMN_1708805;ILMN_1736847;ILMN_1671603;ILMN_1689001;ILMN_1693014;ILMN_1800225;ILMN_1796094;ILMN_1777913;ILMN_1759350;ILMN_1778681;ILMN_1786444;ILMN_1715715;ILMN_1787509;ILMN_1651506;ILMN_1680134;ILMN_1721729;ILMN_1728106;ILMN_2409395;ILMN_1782050;ILMN_1654543;ILMN_1770293;ILMN_1700488;ILMN_1671067;ILMN_1773006;ILMN_1750062;ILMN_2388272;ILMN_2386444;ILMN_1775045;ILMN_1718171;ILMN_1712283;ILMN_1668748;ILMN_1665562;ILMN_1762972;ILMN_1664641;ILMN_2217661;ILMN_1782545;ILMN_1731948;ILMN_1769040;ILMN_2129668;ILMN_1744665;ILMN_1772455;ILMN_1756041;ILMN_1705266;ILMN_2207505;ILMN_1698419;ILMN_1773886;ILMN_1697218;ILMN_2335198;ILMN_1779857;ILMN_1814443;ILMN_1676891;ILMN_1730329;ILMN_1662488;ILMN_1686151;ILMN_1754553;ILMN_1744795;ILMN_1695797;ILMN_1798657;ILMN_1788528;ILMN_1728360;ILMN_1777526;ILMN_2309180;ILMN_1687315;ILMN_1671028;ILMN_1745785;ILMN_1794108;ILMN_1719185;ILMN_1793386;ILMN_1749821;ILMN_1762639;ILMN_1683959;ILMN_1714965;ILMN_1739770;ILMN_1679641;ILMN_1811823;ILMN_1680110;ILMN_1779015;ILMN_2186369;ILMN_2328986,ILMN_1707631;ILMN_1668721;ILMN_1708805;ILMN_1736847;ILMN_1671603;ILMN_1689001;ILMN_1693014;ILMN_1800225;ILMN_1796094;ILMN_1777913;ILMN_1759350;ILMN_1778681;ILMN_1786444;ILMN_1715715;ILMN_1787509;ILMN_1651506;ILMN_1680134;ILMN_1721729;ILMN_1728106;ILMN_2409395;ILMN_1782050;ILMN_1654543;ILMN_1770293;ILMN_1700488;ILMN_1671067;ILMN_1773006;ILMN_1750062;ILMN_2388272;ILMN_2386444;ILMN_1775045;ILMN_1718171;ILMN_1712283;ILMN_1668748
mTOR signalling ,-0.546984781272713,-3.2142985961032227,0.01006036217303823,0.30516894297932495,39,39,ILMN_1767324;ILMN_1760121;ILMN_1657949;ILMN_1704557;ILMN_1768470;ILMN_1783889;ILMN_1797531;ILMN_2220518;ILMN_1815878;ILMN_1765858;ILMN_1716754;ILMN_1793514;ILMN_1730529;ILMN_1694385;ILMN_1769031;ILMN_1748661;ILMN_2296045;ILMN_1808939;ILMN_2348243;ILMN_1762631;ILMN_1751871;ILMN_1726906;ILMN_1696120;ILMN_1743347;ILMN_1751984;ILMN_1783709;ILMN_1668778;ILMN_1655497;ILMN_1659415;ILMN_2246510;ILMN_1741219;ILMN_1786021;ILMN_1773643;ILMN_1779735;ILMN_1701386;ILMN_1789240;ILMN_1793522;ILMN_1789171;ILMN_1756352,ILMN_1668778;ILMN_1655497;ILMN_1659415;ILMN_2246510;ILMN_1741219;ILMN_1786021;ILMN_1773643;ILMN_1779735;ILMN_1701386;ILMN_1789240;ILMN_1793522;ILMN_1789171;ILMN_1756352
Nitric oxide stimulates guanylate cyclase ,0.49942453939798503,2.4756126265492964,0.16536964980544747,0.3060091981380045,21,21,ILMN_1775224;ILMN_1652065;ILMN_1727466;ILMN_1805098;ILMN_1808590;ILMN_1775163;ILMN_1681356;ILMN_1695288;ILMN_1693519;ILMN_1782567;ILMN_1794282;ILMN_2237601;ILMN_1767176;ILMN_1803030;ILMN_1798493;ILMN_2121272;ILMN_1712197;ILMN_1813325;ILMN_1720496;ILMN_1804870;ILMN_1789505,ILMN_1775224;ILMN_1652065;ILMN_1727466;ILMN_1805098;ILMN_1808590;ILMN_1775163;ILMN_1681356
Calmodulin induced events ,0.47597380191986727,2.4729165441054266,0.09444444444444444,0.307021754908941,35,33,ILMN_1771800;ILMN_1786834;ILMN_1655935;ILMN_1721868;ILMN_1674390;ILMN_2359601;ILMN_1676893;ILMN_1778242;ILMN_1805098;ILMN_1775163;ILMN_1890773;ILMN_1683415;ILMN_2277077;ILMN_1739812;ILMN_1810691;ILMN_1708588;ILMN_2315208;ILMN_1666445;ILMN_1754440;ILMN_2382758;ILMN_1673330;ILMN_1786195;ILMN_1808368;ILMN_1767168;ILMN_1684850;ILMN_2148944;ILMN_1771523;ILMN_1801105;ILMN_1743021;ILMN_1681888;ILMN_1742073;ILMN_2311674;ILMN_1654287,ILMN_1771800;ILMN_1786834;ILMN_1655935;ILMN_1721868;ILMN_1674390;ILMN_2359601;ILMN_1676893;ILMN_1778242
