Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
YAP1- and WWTR1 (TAZ)-stimulated gene expression ,0.49317952373720125,1.8582566351102154,0.3595890410958904,0.48047568396833656,15,14,ILMN_1800058;ILMN_1787115;ILMN_2413041;ILMN_1733802;ILMN_1682781;ILMN_1750386;ILMN_1749866;ILMN_2412768;ILMN_1719828;ILMN_1742362;ILMN_1674049;ILMN_2115125;ILMN_1709479;ILMN_1716651,ILMN_1800058;ILMN_1787115;ILMN_2413041
Retrograde transport at the Trans-Golgi-Network ,-0.48547454706390614,-4.092687077025875,0.01639344262295082,0.4806639272731323,56,48,ILMN_1788268;ILMN_1752299;ILMN_1703683;ILMN_1807662;ILMN_1750409;ILMN_1679092;ILMN_1721535;ILMN_1659696;ILMN_1753712;ILMN_1725246;ILMN_2157951;ILMN_1800871;ILMN_1696230;ILMN_1791873;ILMN_1750690;ILMN_1810848;ILMN_1741942;ILMN_1703989;ILMN_1761086;ILMN_1689965;ILMN_1682206;ILMN_1857239;ILMN_1660021;ILMN_1744949;ILMN_1680687;ILMN_1810826;ILMN_1912997;ILMN_1761363;ILMN_1776297;ILMN_2077094;ILMN_1768050;ILMN_2408730;ILMN_1661142;ILMN_2181125;ILMN_1713285;ILMN_1714527;ILMN_1776154;ILMN_1779530;ILMN_1697000;ILMN_1691131;ILMN_1741957;ILMN_1756590;ILMN_1666632;ILMN_1807152;ILMN_1651735;ILMN_1783815;ILMN_1813091;ILMN_1776993,ILMN_1912997;ILMN_1761363;ILMN_1776297;ILMN_2077094;ILMN_1768050;ILMN_2408730;ILMN_1661142;ILMN_2181125;ILMN_1713285;ILMN_1714527;ILMN_1776154;ILMN_1779530;ILMN_1697000;ILMN_1691131;ILMN_1741957;ILMN_1756590;ILMN_1666632;ILMN_1807152;ILMN_1651735;ILMN_1783815;ILMN_1813091;ILMN_1776993
G protein gated Potassium channels ,0.45280276235125233,1.8566306054820247,0.2647058823529412,0.4810667490972314,31,25,ILMN_1660718;ILMN_1671237;ILMN_1678841;ILMN_1804357;ILMN_1780334;ILMN_2091100;ILMN_1808272;ILMN_1807925;ILMN_1693269;ILMN_1794200;ILMN_1701854;ILMN_1658928;ILMN_1652003;ILMN_2396903;ILMN_1736045;ILMN_2137312;ILMN_1805376;ILMN_1800179;ILMN_2177928;ILMN_1684945;ILMN_2115336;ILMN_1806147;ILMN_1728107;ILMN_2395375;ILMN_1673380,ILMN_1660718;ILMN_1671237;ILMN_1678841;ILMN_1804357;ILMN_1780334;ILMN_2091100;ILMN_1808272;ILMN_1807925;ILMN_1693269;ILMN_1794200;ILMN_1701854;ILMN_1658928
RNA Polymerase II Pre-transcription Events ,0.399587126561937,1.8560899117127823,0.11077844311377245,0.4811410771842723,98,80,ILMN_1792672;ILMN_1708798;ILMN_1745885;ILMN_2066020;ILMN_2412564;ILMN_1684802;ILMN_1765532;ILMN_1808110;ILMN_1732300;ILMN_2233099;ILMN_1694888;ILMN_1771949;ILMN_1663954;ILMN_1659026;ILMN_1777528;ILMN_1755638;ILMN_1737535;ILMN_1664931;ILMN_1689445;ILMN_1747241;ILMN_1703866;ILMN_2088172;ILMN_2061318;ILMN_1725666;ILMN_1745798;ILMN_1689123;ILMN_1748438;ILMN_1781516;ILMN_1742432;ILMN_1736048;ILMN_1740216;ILMN_1800308;ILMN_1858783;ILMN_1753719;ILMN_1685012;ILMN_1697117;ILMN_2343332;ILMN_1726693;ILMN_2357770;ILMN_2083243;ILMN_1725247;ILMN_2120917;ILMN_1690545;ILMN_1812473;ILMN_1766245;ILMN_1685069;ILMN_2357682;ILMN_1690705;ILMN_1662772;ILMN_1701614;ILMN_1774705;ILMN_1810590;ILMN_1758717;ILMN_1720542;ILMN_1691485;ILMN_1706590;ILMN_1653367;ILMN_1815083;ILMN_1759460;ILMN_1791039;ILMN_1737857;ILMN_1815859;ILMN_1721093;ILMN_1708502;ILMN_1747556;ILMN_1799939;ILMN_1817255;ILMN_1665887;ILMN_1739497;ILMN_1664439;ILMN_1678707;ILMN_1748616;ILMN_1801553;ILMN_1778917;ILMN_1733927;ILMN_1742250;ILMN_1669508;ILMN_1668351;ILMN_1782385;ILMN_1670037,ILMN_1792672;ILMN_1708798;ILMN_1745885;ILMN_2066020;ILMN_2412564;ILMN_1684802;ILMN_1765532;ILMN_1808110;ILMN_1732300;ILMN_2233099;ILMN_1694888;ILMN_1771949;ILMN_1663954;ILMN_1659026;ILMN_1777528;ILMN_1755638;ILMN_1737535;ILMN_1664931;ILMN_1689445;ILMN_1747241;ILMN_1703866;ILMN_2088172;ILMN_2061318;ILMN_1725666;ILMN_1745798;ILMN_1689123;ILMN_1748438;ILMN_1781516;ILMN_1742432;ILMN_1736048;ILMN_1740216
"Sodium-coupled sulphate, di- and tri-carboxylate transporters ",0.6284023067255476,1.8556010633818552,0.42402826855123676,0.4811500153716736,4,4,ILMN_1658519;ILMN_1802131;ILMN_1676192;ILMN_1663723,ILMN_1658519;ILMN_1802131;ILMN_1676192
Negative regulators of DDX58/IFIH1 signaling ,0.43686127505646716,1.8567964160139327,0.2564516129032258,0.4814285410776402,33,33,ILMN_1716704;ILMN_1702691;ILMN_1729749;ILMN_1781373;ILMN_2383774;ILMN_2054019;ILMN_1755024;ILMN_1813625;ILMN_2131493;ILMN_2048326;ILMN_2320853;ILMN_1765649;ILMN_2174702;ILMN_2252495;ILMN_1718265;ILMN_1797001;ILMN_1782977;ILMN_2331501;ILMN_2287941;ILMN_1787988;ILMN_1739967;ILMN_1747192;ILMN_1699503;ILMN_2088847;ILMN_1776375;ILMN_1673898;ILMN_2191428;ILMN_2407529;ILMN_1752283;ILMN_1723768;ILMN_2312296;ILMN_2374770;ILMN_1794612,ILMN_1716704;ILMN_1702691;ILMN_1729749;ILMN_1781373;ILMN_2383774;ILMN_2054019;ILMN_1755024
Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD) ,0.6902381049956259,1.8542830249677755,0.6321138211382114,0.4819522592048563,1,1,ILMN_1778521,ILMN_1778521
Activation of Matrix Metalloproteinases ,0.4388186278908732,1.8536493161133927,0.26366559485530544,0.4820585364545038,36,31,ILMN_1748352;ILMN_1726448;ILMN_1796316;ILMN_1685403;ILMN_1718646;ILMN_1774739;ILMN_1736026;ILMN_1790228;ILMN_1663873;ILMN_2371917;ILMN_1734773;ILMN_1770772;ILMN_1778333;ILMN_2137654;ILMN_1800468;ILMN_2342559;ILMN_1750234;ILMN_1784459;ILMN_1698587;ILMN_1718331;ILMN_1801146;ILMN_1706635;ILMN_1721876;ILMN_1758895;ILMN_1762106;ILMN_1680424;ILMN_1655915;ILMN_1806733;ILMN_1711566;ILMN_1741847;ILMN_1676256,ILMN_1748352;ILMN_1726448;ILMN_1796316;ILMN_1685403;ILMN_1718646
Activation of HOX genes during differentiation ,0.38995501663905113,1.8526703291286994,0.06607929515418502,0.48252021049583577,123,111,ILMN_2364529;ILMN_1792672;ILMN_1785756;ILMN_1707858;ILMN_1745885;ILMN_1708805;ILMN_1726815;ILMN_2075334;ILMN_1666179;ILMN_1732300;ILMN_2044085;ILMN_2165369;ILMN_1664706;ILMN_1659026;ILMN_1688666;ILMN_1776845;ILMN_2347917;ILMN_1681542;ILMN_1779373;ILMN_1707257;ILMN_1788489;ILMN_1658702;ILMN_1670033;ILMN_1689445;ILMN_1808907;ILMN_1750180;ILMN_1753524;ILMN_1751120;ILMN_1716195;ILMN_1718079;ILMN_2088172;ILMN_1749368;ILMN_1723111;ILMN_1653514;ILMN_1748438;ILMN_1677018;ILMN_1813314;ILMN_1764709;ILMN_1787366;ILMN_1695797;ILMN_1786015;ILMN_2390526;ILMN_1652998;ILMN_2181540;ILMN_1764986;ILMN_1721127;ILMN_2207865;ILMN_1742123;ILMN_1775925;ILMN_1789905;ILMN_2136177;ILMN_1782329;ILMN_1706784;ILMN_1756849;ILMN_1770053;ILMN_2119320;ILMN_1677197;ILMN_1802743;ILMN_1798076;ILMN_2224990;ILMN_1687947;ILMN_1755318;ILMN_2108779;ILMN_1676580;ILMN_1658302;ILMN_1700382;ILMN_1736820;ILMN_2053992;ILMN_1696532;ILMN_1680937;ILMN_1725300;ILMN_1661372;ILMN_1695706;ILMN_1720542;ILMN_1797813;ILMN_1789449;ILMN_1768973;ILMN_1672091;ILMN_1713436;ILMN_2115340;ILMN_1787334;ILMN_1799836;ILMN_1666933;ILMN_2144426;ILMN_1742143;ILMN_1726049;ILMN_1806023;ILMN_1744665;ILMN_1689426;ILMN_1717381;ILMN_1784678;ILMN_1705685;ILMN_1881081;ILMN_1708728;ILMN_1654488;ILMN_2194828;ILMN_1772455;ILMN_1758623;ILMN_1809859;ILMN_2402930;ILMN_1732071;ILMN_1680193;ILMN_2186369;ILMN_1792689;ILMN_1654331;ILMN_1689874;ILMN_1810274;ILMN_1809583;ILMN_1782385;ILMN_1687315;ILMN_1670037,ILMN_2364529;ILMN_1792672;ILMN_1785756;ILMN_1707858;ILMN_1745885;ILMN_1708805;ILMN_1726815;ILMN_2075334;ILMN_1666179;ILMN_1732300;ILMN_2044085;ILMN_2165369;ILMN_1664706;ILMN_1659026;ILMN_1688666;ILMN_1776845;ILMN_2347917;ILMN_1681542;ILMN_1779373;ILMN_1707257;ILMN_1788489;ILMN_1658702;ILMN_1670033;ILMN_1689445;ILMN_1808907;ILMN_1750180;ILMN_1753524;ILMN_1751120;ILMN_1716195;ILMN_1718079;ILMN_2088172;ILMN_1749368;ILMN_1723111
Cargo trafficking to the periciliary membrane ,-0.5222211074767011,-4.452978211852438,0.013774104683195593,0.4837081604947388,51,46,ILMN_1776073;ILMN_2313434;ILMN_1717868;ILMN_2233366;ILMN_1679382;ILMN_2334989;ILMN_1706246;ILMN_1776656;ILMN_1782098;ILMN_1807300;ILMN_1790680;ILMN_1908458;ILMN_1811301;ILMN_1872864;ILMN_2083818;ILMN_1760858;ILMN_1655095;ILMN_1788625;ILMN_1747783;ILMN_1659255;ILMN_1703325;ILMN_1689871;ILMN_1741985;ILMN_1685096;ILMN_2403047;ILMN_2394750;ILMN_2352159;ILMN_2347805;ILMN_1803197;ILMN_1711053;ILMN_1815012;ILMN_1789419;ILMN_1679687;ILMN_2065783;ILMN_1719518;ILMN_1660935;ILMN_2157544;ILMN_1767612;ILMN_1730539;ILMN_1780444;ILMN_2166972;ILMN_1708328;ILMN_1652309;ILMN_1762466;ILMN_1800590;ILMN_1815705,ILMN_2065783;ILMN_1719518;ILMN_1660935;ILMN_2157544;ILMN_1767612;ILMN_1730539;ILMN_1780444;ILMN_2166972;ILMN_1708328;ILMN_1652309;ILMN_1762466;ILMN_1800590;ILMN_1815705
CaM pathway ,0.4302831962526084,1.8507369484763099,0.2620578778135048,0.48400456198517583,35,33,ILMN_1721868;ILMN_1786834;ILMN_1655935;ILMN_1674390;ILMN_1771800;ILMN_1683415;ILMN_2359601;ILMN_1810691;ILMN_1676893;ILMN_1890773;ILMN_2382758;ILMN_1739812;ILMN_1808368;ILMN_1778242;ILMN_1786195;ILMN_1767168;ILMN_2277077;ILMN_1754440;ILMN_1805098;ILMN_1673330;ILMN_1666445;ILMN_1708588;ILMN_1684850;ILMN_1771523;ILMN_1743021;ILMN_2315208;ILMN_1681888;ILMN_1775163;ILMN_1801105;ILMN_2148944;ILMN_1742073;ILMN_2311674;ILMN_1654287,ILMN_1721868;ILMN_1786834;ILMN_1655935;ILMN_1674390;ILMN_1771800;ILMN_1683415;ILMN_2359601;ILMN_1810691;ILMN_1676893
Estrogen-dependent gene expression ,-0.3235789660243395,-4.26805672079498,0.13405797101449277,0.48408055402305966,150,140,ILMN_1721868;ILMN_1792672;ILMN_1785756;ILMN_1707858;ILMN_1745885;ILMN_1805175;ILMN_1708805;ILMN_1726815;ILMN_2075334;ILMN_1695719;ILMN_1748578;ILMN_1666179;ILMN_1732300;ILMN_2347234;ILMN_1721729;ILMN_2165369;ILMN_1664706;ILMN_1680618;ILMN_1673711;ILMN_1659026;ILMN_1688666;ILMN_1776845;ILMN_1671326;ILMN_2373515;ILMN_2293677;ILMN_1681542;ILMN_1779373;ILMN_1707257;ILMN_1788489;ILMN_1657317;ILMN_1658702;ILMN_1670033;ILMN_1792435;ILMN_1689445;ILMN_1808907;ILMN_1750180;ILMN_1809751;ILMN_1753524;ILMN_1751120;ILMN_1716195;ILMN_2088172;ILMN_1749368;ILMN_1719749;ILMN_1723111;ILMN_1748271;ILMN_1745798;ILMN_1680134;ILMN_1718807;ILMN_1748438;ILMN_1813314;ILMN_1739573;ILMN_1652998;ILMN_2399489;ILMN_2181540;ILMN_1764986;ILMN_1721127;ILMN_1813840;ILMN_2207865;ILMN_1742123;ILMN_1775925;ILMN_1753719;ILMN_1733802;ILMN_1782329;ILMN_1706784;ILMN_1697117;ILMN_1805344;ILMN_1756849;ILMN_1769040;ILMN_1771201;ILMN_2119320;ILMN_2224990;ILMN_1687947;ILMN_1755318;ILMN_2108779;ILMN_1725247;ILMN_1676580;ILMN_1653728;ILMN_1794333;ILMN_1736820;ILMN_1725700;ILMN_2053992;ILMN_1680937;ILMN_1688932;ILMN_2335198;ILMN_1674038;ILMN_1695706;ILMN_1720542;ILMN_1768973;ILMN_2273683;ILMN_1713436;ILMN_2115340;ILMN_1727458;ILMN_2144426;ILMN_1777982;ILMN_1773427;ILMN_1742143;ILMN_1806023;ILMN_1755303;ILMN_1756696;ILMN_1744665;ILMN_1759789;ILMN_1652006;ILMN_1669335;ILMN_1706304;ILMN_1881081;ILMN_1747556;ILMN_1708728;ILMN_1817255;ILMN_1758213;ILMN_1803825;ILMN_1676010;ILMN_1766185;ILMN_1751607;ILMN_1654583;ILMN_1810214;ILMN_1715984;ILMN_1758623;ILMN_2402930;ILMN_1732071;ILMN_1669523;ILMN_1746871;ILMN_1748616;ILMN_1691641;ILMN_1792689;ILMN_1688480;ILMN_1809583;ILMN_1782385;ILMN_1745256;ILMN_2146372;ILMN_1718629;ILMN_1670037;ILMN_1722489;ILMN_1811387;ILMN_1720531;ILMN_1811014;ILMN_1801119;ILMN_1711894;ILMN_1766650;ILMN_1678535;ILMN_2406656,ILMN_1881081;ILMN_1747556;ILMN_1708728;ILMN_1817255;ILMN_1758213;ILMN_1803825;ILMN_1676010;ILMN_1766185;ILMN_1751607;ILMN_1654583;ILMN_1810214;ILMN_1715984;ILMN_1758623;ILMN_2402930;ILMN_1732071;ILMN_1669523;ILMN_1746871;ILMN_1748616;ILMN_1691641;ILMN_1792689;ILMN_1688480;ILMN_1809583;ILMN_1782385;ILMN_1745256;ILMN_2146372;ILMN_1718629;ILMN_1670037;ILMN_1722489;ILMN_1811387;ILMN_1720531;ILMN_1811014;ILMN_1801119;ILMN_1711894;ILMN_1766650;ILMN_1678535;ILMN_2406656
FOXO-mediated transcription of cell cycle genes ,-0.6875803343462731,-4.194641056836433,0.015151515151515152,0.4843321265399697,16,16,ILMN_1775743;ILMN_2149946;ILMN_1738816;ILMN_1751036;ILMN_1784602;ILMN_1780516;ILMN_1756999;ILMN_1779857;ILMN_1694075;ILMN_1687583;ILMN_1682738;ILMN_1741477;ILMN_1681703;ILMN_2196347;ILMN_1712095;ILMN_1879480,ILMN_1694075;ILMN_1687583;ILMN_1682738;ILMN_1741477;ILMN_1681703;ILMN_2196347;ILMN_1712095;ILMN_1879480
Protein localization ,-0.32064855268871034,-4.289012952868929,0.09420289855072464,0.484771592280447,178,162,ILMN_1783333;ILMN_1756572;ILMN_1683475;ILMN_1712430;ILMN_1772189;ILMN_1673026;ILMN_1808661;ILMN_1815115;ILMN_2367020;ILMN_1722239;ILMN_1714623;ILMN_1683916;ILMN_1800512;ILMN_1737988;ILMN_1784367;ILMN_1698072;ILMN_1742147;ILMN_1740170;ILMN_1784031;ILMN_1874613;ILMN_1790282;ILMN_1738938;ILMN_1663347;ILMN_1772132;ILMN_1679555;ILMN_1813260;ILMN_1746426;ILMN_1795703;ILMN_1801852;ILMN_2191681;ILMN_1656798;ILMN_1769883;ILMN_1802706;ILMN_1670817;ILMN_1765332;ILMN_1679600;ILMN_1681741;ILMN_1705364;ILMN_2324375;ILMN_1732750;ILMN_1813938;ILMN_1654861;ILMN_1695868;ILMN_2322831;ILMN_1814230;ILMN_1760160;ILMN_1677800;ILMN_1773073;ILMN_1721138;ILMN_1776679;ILMN_1738529;ILMN_1671932;ILMN_1739050;ILMN_1696432;ILMN_2175601;ILMN_2211546;ILMN_2048326;ILMN_1709796;ILMN_2057389;ILMN_1765767;ILMN_1801421;ILMN_2320853;ILMN_2130409;ILMN_2198897;ILMN_1763884;ILMN_1737152;ILMN_1749114;ILMN_1768055;ILMN_1764239;ILMN_1740402;ILMN_1745655;ILMN_1782977;ILMN_1656165;ILMN_2169983;ILMN_1773850;ILMN_2331501;ILMN_1651336;ILMN_2410362;ILMN_1664448;ILMN_1772712;ILMN_2363058;ILMN_2182531;ILMN_1686557;ILMN_1657571;ILMN_2405190;ILMN_1709775;ILMN_1799466;ILMN_1653709;ILMN_1752229;ILMN_1787988;ILMN_1771308;ILMN_1799015;ILMN_1661170;ILMN_1719403;ILMN_1679209;ILMN_2151739;ILMN_1698209;ILMN_1699503;ILMN_2187718;ILMN_2184789;ILMN_1774826;ILMN_1743299;ILMN_1660232;ILMN_1699859;ILMN_2315289;ILMN_2085922;ILMN_1681670;ILMN_1759670;ILMN_1683279;ILMN_1814120;ILMN_2390416;ILMN_2191428;ILMN_1763634;ILMN_2407346;ILMN_1737312;ILMN_1653115;ILMN_1701507;ILMN_2404063;ILMN_1915703;ILMN_1748109;ILMN_2216265;ILMN_1674069;ILMN_1716237;ILMN_1656656;ILMN_1721801;ILMN_1706817;ILMN_1775677;ILMN_1691090;ILMN_1749345;ILMN_1728660;ILMN_1790329;ILMN_1679796;ILMN_1762666;ILMN_1778803;ILMN_1771728;ILMN_1694776;ILMN_1667564;ILMN_1725241;ILMN_1706959;ILMN_1729650;ILMN_1737992;ILMN_1658351;ILMN_1723414;ILMN_1783337;ILMN_1685703;ILMN_1700831;ILMN_2384536;ILMN_1742109;ILMN_1674032;ILMN_1713491;ILMN_1658759;ILMN_1693090;ILMN_1738921;ILMN_1788053;ILMN_1678546;ILMN_1714599;ILMN_1673795;ILMN_1709237;ILMN_1714167;ILMN_1764321;ILMN_1797530;ILMN_2122420,ILMN_2404063;ILMN_1915703;ILMN_1748109;ILMN_2216265;ILMN_1674069;ILMN_1716237;ILMN_1656656;ILMN_1721801;ILMN_1706817;ILMN_1775677;ILMN_1691090;ILMN_1749345;ILMN_1728660;ILMN_1790329;ILMN_1679796;ILMN_1762666;ILMN_1778803;ILMN_1771728;ILMN_1694776;ILMN_1667564;ILMN_1725241;ILMN_1706959;ILMN_1729650;ILMN_1737992;ILMN_1658351;ILMN_1723414;ILMN_1783337;ILMN_1685703;ILMN_1700831;ILMN_2384536;ILMN_1742109;ILMN_1674032;ILMN_1713491;ILMN_1658759;ILMN_1693090;ILMN_1738921;ILMN_1788053;ILMN_1678546;ILMN_1714599;ILMN_1673795;ILMN_1709237;ILMN_1714167;ILMN_1764321;ILMN_1797530;ILMN_2122420
Loss of function of MECP2 in Rett syndrome ,-0.7716242420048373,-4.144637540481764,0.009411764705882352,0.4858512100192094,12,12,ILMN_1778242;ILMN_1767168;ILMN_1751276;ILMN_1727458;ILMN_1798657;ILMN_1702715;ILMN_2407811;ILMN_1772455;ILMN_1744795;ILMN_1698419;ILMN_2186369;ILMN_1805996,ILMN_1798657;ILMN_1702715;ILMN_2407811;ILMN_1772455;ILMN_1744795;ILMN_1698419;ILMN_2186369;ILMN_1805996
Integration of energy metabolism ,-0.385315286392894,-4.208017223897638,0.037383177570093455,0.48728891688688586,120,108,ILMN_1736597;ILMN_1655935;ILMN_2359887;ILMN_1671237;ILMN_1746588;ILMN_1674390;ILMN_1771800;ILMN_1807042;ILMN_1815500;ILMN_1769191;ILMN_1659027;ILMN_1724066;ILMN_1742044;ILMN_1804357;ILMN_1797531;ILMN_1810691;ILMN_1766176;ILMN_1676893;ILMN_2091100;ILMN_1773963;ILMN_1903565;ILMN_1664047;ILMN_1760160;ILMN_1690818;ILMN_2129545;ILMN_1807925;ILMN_1693269;ILMN_1792207;ILMN_1756285;ILMN_1679520;ILMN_1711092;ILMN_1711650;ILMN_1733963;ILMN_1701854;ILMN_1735062;ILMN_1658928;ILMN_1666966;ILMN_1652003;ILMN_1808368;ILMN_1796094;ILMN_1740555;ILMN_1786195;ILMN_1712348;ILMN_1708432;ILMN_1714041;ILMN_1724396;ILMN_2277077;ILMN_1754440;ILMN_1810657;ILMN_1741600;ILMN_1773204;ILMN_1755720;ILMN_1755571;ILMN_2115336;ILMN_2340815;ILMN_1787257;ILMN_1730256;ILMN_1708588;ILMN_1775045;ILMN_1720364;ILMN_1751871;ILMN_1806147;ILMN_1684850;ILMN_1771523;ILMN_1749014;ILMN_1657440;ILMN_1803819;ILMN_1779841;ILMN_2096322;ILMN_1668778;ILMN_1777031;ILMN_1810467;ILMN_1786021;ILMN_1772123;ILMN_2195482;ILMN_1760320;ILMN_1775762;ILMN_1659923;ILMN_1681888;ILMN_2406106;ILMN_2224833;ILMN_1681223;ILMN_1784871;ILMN_1722073;ILMN_1782419;ILMN_1666096;ILMN_1728107;ILMN_1686227;ILMN_1736103;ILMN_2148944;ILMN_1712659;ILMN_1898404;ILMN_2175112;ILMN_1763852;ILMN_1673380;ILMN_1742073;ILMN_1722858;ILMN_1711049;ILMN_1659371;ILMN_1699057;ILMN_2311674;ILMN_1661802;ILMN_2135258;ILMN_1713491;ILMN_1789505;ILMN_1770412;ILMN_1767129;ILMN_1654287,ILMN_1786021;ILMN_1772123;ILMN_2195482;ILMN_1760320;ILMN_1775762;ILMN_1659923;ILMN_1681888;ILMN_2406106;ILMN_2224833;ILMN_1681223;ILMN_1784871;ILMN_1722073;ILMN_1782419;ILMN_1666096;ILMN_1728107;ILMN_1686227;ILMN_1736103;ILMN_2148944;ILMN_1712659;ILMN_1898404;ILMN_2175112;ILMN_1763852;ILMN_1673380;ILMN_1742073;ILMN_1722858;ILMN_1711049;ILMN_1659371;ILMN_1699057;ILMN_2311674;ILMN_1661802;ILMN_2135258;ILMN_1713491;ILMN_1789505;ILMN_1770412;ILMN_1767129;ILMN_1654287
Sema4D induced cell migration and growth-cone collapse ,-0.6541512621363024,-4.225980930954182,0.015345268542199489,0.4876372447127454,20,19,ILMN_1659099;ILMN_1733221;ILMN_2087702;ILMN_1717902;ILMN_1698649;ILMN_2270443;ILMN_2326071;ILMN_1804461;ILMN_1808768;ILMN_1656546;ILMN_1654016;ILMN_1675062;ILMN_1651838;ILMN_2368834;ILMN_1673305;ILMN_1815154;ILMN_1802205;ILMN_1742330;ILMN_1810712,ILMN_1673305;ILMN_1815154;ILMN_1802205;ILMN_1742330;ILMN_1810712
Signaling by FGFR3 point mutants in cancer ,0.473222459591441,1.8455069675627758,0.2656,0.4886919679047027,22,21,ILMN_1775759;ILMN_2382906;ILMN_1767135;ILMN_1728071;ILMN_1812517;ILMN_1797030;ILMN_1742521;ILMN_1740871;ILMN_1781390;ILMN_1696488;ILMN_1699735;ILMN_1705396;ILMN_1677456;ILMN_1892050;ILMN_1666910;ILMN_2105919;ILMN_1785564;ILMN_1699798;ILMN_1703222;ILMN_1689057;ILMN_2153061,ILMN_1775759;ILMN_2382906;ILMN_1767135;ILMN_1728071;ILMN_1812517;ILMN_1797030;ILMN_1742521
Biosynthesis of specialized proresolving mediators (SPMs) ,-0.6895209033398082,-4.59896328730763,0.007894736842105263,0.4904642066396528,21,17,ILMN_1713731;ILMN_1677511;ILMN_1740648;ILMN_1670652;ILMN_1772206;ILMN_2166457;ILMN_2403534;ILMN_1690342;ILMN_1797875;ILMN_1680996;ILMN_1769155;ILMN_1813335;ILMN_1665437;ILMN_2378952;ILMN_1716979;ILMN_2225537;ILMN_1709237,ILMN_1769155;ILMN_1813335;ILMN_1665437;ILMN_2378952;ILMN_1716979;ILMN_2225537;ILMN_1709237
SUMOylation of transcription cofactors ,-0.4783457255713966,-3.984608884280784,0.03899721448467967,0.49177579043875175,52,42,ILMN_1686237;ILMN_1691444;ILMN_1725642;ILMN_1738150;ILMN_1651767;ILMN_1775183;ILMN_1750062;ILMN_2379835;ILMN_2179873;ILMN_1805344;ILMN_1769040;ILMN_2122669;ILMN_1725529;ILMN_1808047;ILMN_1750049;ILMN_2276504;ILMN_1678775;ILMN_1736575;ILMN_1651715;ILMN_1658302;ILMN_1719828;ILMN_1652837;ILMN_2335198;ILMN_1722059;ILMN_1744665;ILMN_1708077;ILMN_1780598;ILMN_2379734;ILMN_2352580;ILMN_1724145;ILMN_1802905;ILMN_1755850;ILMN_2085722;ILMN_1809859;ILMN_1698419;ILMN_1666399;ILMN_1814966;ILMN_1744713;ILMN_1675124;ILMN_1700915;ILMN_1805996;ILMN_1718629,ILMN_1744665;ILMN_1708077;ILMN_1780598;ILMN_2379734;ILMN_2352580;ILMN_1724145;ILMN_1802905;ILMN_1755850;ILMN_2085722;ILMN_1809859;ILMN_1698419;ILMN_1666399;ILMN_1814966;ILMN_1744713;ILMN_1675124;ILMN_1700915;ILMN_1805996;ILMN_1718629
