Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
PDE3B signalling ,0.9432400311462665,2.5774307060735318,0.128099173553719,0.10046900512594928,1,1,ILMN_2131381,ILMN_2131381
tRNA Aminoacylation ,0.5834680002412869,2.571886725039249,0.008025682182985553,0.10372126633232315,48,41,ILMN_1777584;ILMN_1662364;ILMN_1727271;ILMN_1771026;ILMN_1799819;ILMN_1766010;ILMN_1685480;ILMN_1696601;ILMN_1725105;ILMN_1778255;ILMN_1805827;ILMN_1673252;ILMN_1676191;ILMN_1696066;ILMN_1783695;ILMN_1782635;ILMN_1679177;ILMN_1813836;ILMN_1674698;ILMN_1797332;ILMN_1715351;ILMN_1655684;ILMN_2055930;ILMN_1801639;ILMN_1732216;ILMN_1800308;ILMN_1765222;ILMN_1696827;ILMN_1758214;ILMN_1755041;ILMN_1757317;ILMN_2323979;ILMN_1763523;ILMN_1671207;ILMN_1786972;ILMN_1751378;ILMN_1715113;ILMN_1778187;ILMN_1763080;ILMN_1793732;ILMN_1758750,ILMN_1777584;ILMN_1662364;ILMN_1727271;ILMN_1771026;ILMN_1799819;ILMN_1766010;ILMN_1685480;ILMN_1696601;ILMN_1725105;ILMN_1778255;ILMN_1805827;ILMN_1673252;ILMN_1676191;ILMN_1696066;ILMN_1783695;ILMN_1782635;ILMN_1679177;ILMN_1813836;ILMN_1674698;ILMN_1797332;ILMN_1715351;ILMN_1655684;ILMN_2055930;ILMN_1801639;ILMN_1732216
SUMOylation of DNA damage response and repair proteins ,0.565583602367093,2.5700640590311736,0.0,0.10469803023648133,91,73,ILMN_1709484;ILMN_2196569;ILMN_1673962;ILMN_1725612;ILMN_1768293;ILMN_1669635;ILMN_1777096;ILMN_2381138;ILMN_1717714;ILMN_1686237;ILMN_1748578;ILMN_1705907;ILMN_1749930;ILMN_1815924;ILMN_1738681;ILMN_1734826;ILMN_1652989;ILMN_1693210;ILMN_1814122;ILMN_2293677;ILMN_1771903;ILMN_1715416;ILMN_1725642;ILMN_1738150;ILMN_1811588;ILMN_1847965;ILMN_1792435;ILMN_1775183;ILMN_2061405;ILMN_1666049;ILMN_2379835;ILMN_2179873;ILMN_1762674;ILMN_1690259;ILMN_1701374;ILMN_1776000;ILMN_2378316;ILMN_2145050;ILMN_1718807;ILMN_2379695;ILMN_1784467;ILMN_1795719;ILMN_2390586;ILMN_2115154;ILMN_1725529;ILMN_1808047;ILMN_1771065;ILMN_1730999;ILMN_2320574;ILMN_1750049;ILMN_1757132;ILMN_1732776;ILMN_2276504;ILMN_1662130;ILMN_1651715;ILMN_1658302;ILMN_1679881;ILMN_1738622;ILMN_1813475;ILMN_1794485;ILMN_1652006;ILMN_1780598;ILMN_1724145;ILMN_1802905;ILMN_1755321;ILMN_1679134;ILMN_1809859;ILMN_1666399;ILMN_1695645;ILMN_1751338;ILMN_1700915;ILMN_1790807;ILMN_1697962,ILMN_1709484;ILMN_2196569;ILMN_1673962;ILMN_1725612;ILMN_1768293;ILMN_1669635;ILMN_1777096;ILMN_2381138;ILMN_1717714;ILMN_1686237;ILMN_1748578;ILMN_1705907;ILMN_1749930;ILMN_1815924;ILMN_1738681;ILMN_1734826;ILMN_1652989;ILMN_1693210;ILMN_1814122;ILMN_2293677;ILMN_1771903;ILMN_1715416;ILMN_1725642;ILMN_1738150;ILMN_1811588;ILMN_1847965;ILMN_1792435;ILMN_1775183;ILMN_2061405;ILMN_1666049;ILMN_2379835;ILMN_2179873;ILMN_1762674;ILMN_1690259;ILMN_1701374;ILMN_1776000;ILMN_2378316;ILMN_2145050;ILMN_1718807
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes ,0.998094301346279,2.569082077705205,0.0,0.10470175827667721,2,2,ILMN_1786125;ILMN_1747911,ILMN_1786125;ILMN_1747911
vRNP Assembly ,0.9197983689193037,2.569349630226868,0.17970401691331925,0.10482644323589821,1,1,ILMN_2373515,ILMN_2373515
Interleukin-1 family signaling ,0.5327728185645539,2.564996268372702,0.0,0.1071073170614925,164,138,ILMN_1697710;ILMN_1758939;ILMN_1763540;ILMN_1764794;ILMN_2379130;ILMN_1772131;ILMN_2334296;ILMN_1737396;ILMN_1721762;ILMN_1682098;ILMN_1744649;ILMN_1776173;ILMN_2400030;ILMN_1814156;ILMN_1694240;ILMN_1793549;ILMN_1712432;ILMN_1800952;ILMN_1809010;ILMN_2376108;ILMN_1738523;ILMN_1796430;ILMN_1748651;ILMN_1768784;ILMN_1750240;ILMN_1683026;ILMN_1701962;ILMN_1737862;ILMN_1745964;ILMN_1778236;ILMN_2387553;ILMN_1786612;ILMN_1749629;ILMN_1679268;ILMN_1759952;ILMN_1781700;ILMN_1674152;ILMN_1747195;ILMN_2326509;ILMN_1762594;ILMN_1704094;ILMN_1704404;ILMN_1780189;ILMN_1709611;ILMN_1702837;ILMN_1748915;ILMN_1666670;ILMN_1810176;ILMN_1672331;ILMN_1677041;ILMN_1707308;ILMN_2114422;ILMN_1797406;ILMN_1804901;ILMN_1733256;ILMN_1666409;ILMN_1810584;ILMN_1721659;ILMN_2296697;ILMN_1741159;ILMN_1705266;ILMN_2096759;ILMN_1697729;ILMN_1686884;ILMN_1695509;ILMN_2158713;ILMN_2048326;ILMN_1808732;ILMN_1704000;ILMN_1767006;ILMN_2383435;ILMN_2231242;ILMN_2395389;ILMN_1773154;ILMN_1669174;ILMN_1658483;ILMN_1762810;ILMN_1793651;ILMN_1659103;ILMN_1782977;ILMN_1772817;ILMN_1774874;ILMN_2331501;ILMN_2313672;ILMN_2257223;ILMN_1677481;ILMN_2247868;ILMN_2310579;ILMN_2400206;ILMN_1781073;ILMN_1729777;ILMN_1790556;ILMN_1761927;ILMN_2291010;ILMN_1778457;ILMN_1732767;ILMN_1775501;ILMN_2344130;ILMN_1739967;ILMN_2052511;ILMN_1692352;ILMN_1779633;ILMN_2364574;ILMN_1748272;ILMN_2052924;ILMN_1697691;ILMN_1770005;ILMN_2392143;ILMN_1662618;ILMN_2176931;ILMN_1680996;ILMN_2058512;ILMN_2168933;ILMN_1691428;ILMN_2346573;ILMN_1661695;ILMN_2191428;ILMN_1682738;ILMN_1654318;ILMN_2404063;ILMN_1680424;ILMN_2394571;ILMN_1694923;ILMN_2160428;ILMN_1720926;ILMN_1664216;ILMN_1806017;ILMN_1664122;ILMN_1807981;ILMN_1689438;ILMN_1780132;ILMN_1714965;ILMN_1663618;ILMN_2374687;ILMN_1765523;ILMN_2100689;ILMN_1727142;ILMN_1711766,ILMN_1697710;ILMN_1758939;ILMN_1763540;ILMN_1764794;ILMN_2379130;ILMN_1772131;ILMN_2334296;ILMN_1737396;ILMN_1721762;ILMN_1682098;ILMN_1744649;ILMN_1776173;ILMN_2400030;ILMN_1814156;ILMN_1694240;ILMN_1793549;ILMN_1712432;ILMN_1800952;ILMN_1809010;ILMN_2376108;ILMN_1738523;ILMN_1796430;ILMN_1748651;ILMN_1768784;ILMN_1750240;ILMN_1683026;ILMN_1701962;ILMN_1737862;ILMN_1745964;ILMN_1778236;ILMN_2387553;ILMN_1786612;ILMN_1749629;ILMN_1679268;ILMN_1759952;ILMN_1781700;ILMN_1674152;ILMN_1747195;ILMN_2326509;ILMN_1762594;ILMN_1704094;ILMN_1704404;ILMN_1780189;ILMN_1709611;ILMN_1702837;ILMN_1748915;ILMN_1666670;ILMN_1810176;ILMN_1672331;ILMN_1677041;ILMN_1707308;ILMN_2114422;ILMN_1797406;ILMN_1804901;ILMN_1733256;ILMN_1666409;ILMN_1810584;ILMN_1721659;ILMN_2296697;ILMN_1741159;ILMN_1705266;ILMN_2096759;ILMN_1697729;ILMN_1686884
HIV Infection ,0.565836939958192,2.563438539344072,0.0,0.107845849160311,271,231,ILMN_2196569;ILMN_1755834;ILMN_1792672;ILMN_1673962;ILMN_1725612;ILMN_2311537;ILMN_1721457;ILMN_1763540;ILMN_1764794;ILMN_1768293;ILMN_1745885;ILMN_2066020;ILMN_1669635;ILMN_2412564;ILMN_1737396;ILMN_1734198;ILMN_1781207;ILMN_2381138;ILMN_1682098;ILMN_1744649;ILMN_1676924;ILMN_1791771;ILMN_1684802;ILMN_1776173;ILMN_1708946;ILMN_1727284;ILMN_1814156;ILMN_1765532;ILMN_1712432;ILMN_1800952;ILMN_1809010;ILMN_2376108;ILMN_1808110;ILMN_1705907;ILMN_1706779;ILMN_1732300;ILMN_2233099;ILMN_1749930;ILMN_1799725;ILMN_1815924;ILMN_1796430;ILMN_1738681;ILMN_1748651;ILMN_2203950;ILMN_1768784;ILMN_1754738;ILMN_1694888;ILMN_1734826;ILMN_1771949;ILMN_1662198;ILMN_1710427;ILMN_2232478;ILMN_1671054;ILMN_1652989;ILMN_1766411;ILMN_1789176;ILMN_1725121;ILMN_1683026;ILMN_1663954;ILMN_1701962;ILMN_1659026;ILMN_1737862;ILMN_1699598;ILMN_2354191;ILMN_1743097;ILMN_2179837;ILMN_2387553;ILMN_1777528;ILMN_1813010;ILMN_1786612;ILMN_1711542;ILMN_1771903;ILMN_1759952;ILMN_1747195;ILMN_1715416;ILMN_2387505;ILMN_1704094;ILMN_1676005;ILMN_2330948;ILMN_1755638;ILMN_1657317;ILMN_1704404;ILMN_1737535;ILMN_1809957;ILMN_1780189;ILMN_2062620;ILMN_1709611;ILMN_1702837;ILMN_1664931;ILMN_2279844;ILMN_2148459;ILMN_1689445;ILMN_2061405;ILMN_1703866;ILMN_1666670;ILMN_2399627;ILMN_2088172;ILMN_2061318;ILMN_1725427;ILMN_1666049;ILMN_1822333;ILMN_1762674;ILMN_1690259;ILMN_1725666;ILMN_1797406;ILMN_1733256;ILMN_1701374;ILMN_1784320;ILMN_1666409;ILMN_1712806;ILMN_1721659;ILMN_1757384;ILMN_1745798;ILMN_2378316;ILMN_2096759;ILMN_1689123;ILMN_2145050;ILMN_1815306;ILMN_1748438;ILMN_1781516;ILMN_1742432;ILMN_2048326;ILMN_1736048;ILMN_1740216;ILMN_1767006;ILMN_2383435;ILMN_2395389;ILMN_2145033;ILMN_1790228;ILMN_1800308;ILMN_1679319;ILMN_1704529;ILMN_1858783;ILMN_1702568;ILMN_1753719;ILMN_2311497;ILMN_1769637;ILMN_1697117;ILMN_1731609;ILMN_2379695;ILMN_1659103;ILMN_1703949;ILMN_2403730;ILMN_1784467;ILMN_1782977;ILMN_2115154;ILMN_2111323;ILMN_2331501;ILMN_2343332;ILMN_1730999;ILMN_1768610;ILMN_2320574;ILMN_1716488;ILMN_1732776;ILMN_1726693;ILMN_1662130;ILMN_2357770;ILMN_2083243;ILMN_1678775;ILMN_1725247;ILMN_1690545;ILMN_1680714;ILMN_1766245;ILMN_1795933;ILMN_1685069;ILMN_2357682;ILMN_1690705;ILMN_1712687;ILMN_2291010;ILMN_1662772;ILMN_1711139;ILMN_1774705;ILMN_1732767;ILMN_2344130;ILMN_1810590;ILMN_1762932;ILMN_1779633;ILMN_1790797;ILMN_1720542;ILMN_1691485;ILMN_2246410;ILMN_1697691;ILMN_1762678;ILMN_1807596;ILMN_2058512;ILMN_1653367;ILMN_1743505;ILMN_1691428;ILMN_1681670;ILMN_1732534;ILMN_1815083;ILMN_2346573;ILMN_2359789;ILMN_1759460;ILMN_1803779;ILMN_2191428;ILMN_1741176;ILMN_1737857;ILMN_1815859;ILMN_1721093;ILMN_1792587;ILMN_2105983;ILMN_1747556;ILMN_1799939;ILMN_2176955;ILMN_1817255;ILMN_1720926;ILMN_1755321;ILMN_1739497;ILMN_1705861;ILMN_1806017;ILMN_1664439;ILMN_1678707;ILMN_1689438;ILMN_1789233;ILMN_1748616;ILMN_1747146;ILMN_1681998;ILMN_1715607;ILMN_1778917;ILMN_1733927;ILMN_1751338;ILMN_1742250;ILMN_2121207;ILMN_1692865;ILMN_1668351;ILMN_1782385;ILMN_1733627;ILMN_1670037;ILMN_1711766;ILMN_1771233,ILMN_2196569;ILMN_1755834;ILMN_1792672;ILMN_1673962;ILMN_1725612;ILMN_2311537;ILMN_1721457;ILMN_1763540;ILMN_1764794;ILMN_1768293;ILMN_1745885;ILMN_2066020;ILMN_1669635;ILMN_2412564;ILMN_1737396;ILMN_1734198;ILMN_1781207;ILMN_2381138;ILMN_1682098;ILMN_1744649;ILMN_1676924;ILMN_1791771;ILMN_1684802;ILMN_1776173;ILMN_1708946;ILMN_1727284;ILMN_1814156;ILMN_1765532;ILMN_1712432;ILMN_1800952;ILMN_1809010;ILMN_2376108;ILMN_1808110;ILMN_1705907;ILMN_1706779;ILMN_1732300;ILMN_2233099;ILMN_1749930;ILMN_1799725;ILMN_1815924;ILMN_1796430;ILMN_1738681;ILMN_1748651;ILMN_2203950;ILMN_1768784;ILMN_1754738;ILMN_1694888;ILMN_1734826;ILMN_1771949;ILMN_1662198;ILMN_1710427;ILMN_2232478;ILMN_1671054;ILMN_1652989;ILMN_1766411;ILMN_1789176;ILMN_1725121;ILMN_1683026;ILMN_1663954;ILMN_1701962;ILMN_1659026;ILMN_1737862;ILMN_1699598;ILMN_2354191;ILMN_1743097;ILMN_2179837;ILMN_2387553;ILMN_1777528;ILMN_1813010;ILMN_1786612;ILMN_1711542;ILMN_1771903;ILMN_1759952;ILMN_1747195;ILMN_1715416;ILMN_2387505;ILMN_1704094;ILMN_1676005;ILMN_2330948;ILMN_1755638;ILMN_1657317;ILMN_1704404;ILMN_1737535;ILMN_1809957;ILMN_1780189;ILMN_2062620;ILMN_1709611;ILMN_1702837;ILMN_1664931;ILMN_2279844;ILMN_2148459;ILMN_1689445;ILMN_2061405;ILMN_1703866;ILMN_1666670;ILMN_2399627;ILMN_2088172;ILMN_2061318;ILMN_1725427;ILMN_1666049;ILMN_1822333;ILMN_1762674;ILMN_1690259;ILMN_1725666;ILMN_1797406;ILMN_1733256;ILMN_1701374;ILMN_1784320;ILMN_1666409;ILMN_1712806;ILMN_1721659;ILMN_1757384;ILMN_1745798
Metabolism of steroid hormones ,0.5655001650848336,2.560193076285307,0.018425460636515914,0.10810854897043584,40,34,ILMN_1793241;ILMN_1808713;ILMN_1657095;ILMN_2349658;ILMN_2389506;ILMN_2278335;ILMN_1701731;ILMN_2403664;ILMN_1678435;ILMN_2228873;ILMN_1811696;ILMN_1744628;ILMN_1702168;ILMN_1675117;ILMN_1733462;ILMN_1780693;ILMN_1788895;ILMN_2387860;ILMN_1752099;ILMN_1809483;ILMN_1760554;ILMN_1689702;ILMN_1716224;ILMN_1768820;ILMN_1765187;ILMN_1657044;ILMN_1813350;ILMN_1734176;ILMN_2198812;ILMN_1801917;ILMN_1773623;ILMN_1765954;ILMN_2215418;ILMN_1773082,ILMN_1793241;ILMN_1808713;ILMN_1657095;ILMN_2349658;ILMN_2389506;ILMN_2278335;ILMN_1701731;ILMN_2403664;ILMN_1678435;ILMN_2228873;ILMN_1811696;ILMN_1744628;ILMN_1702168
CLEC7A (Dectin-1) signaling ,0.5535763876572095,2.562058949011484,0.0,0.10811433829844083,117,100,ILMN_1712532;ILMN_1796962;ILMN_1763540;ILMN_1764794;ILMN_1815719;ILMN_1737396;ILMN_1682098;ILMN_1744649;ILMN_2360028;ILMN_1776173;ILMN_1814156;ILMN_1712432;ILMN_1800952;ILMN_1809010;ILMN_2376108;ILMN_2059549;ILMN_1796430;ILMN_1748651;ILMN_1768784;ILMN_1721978;ILMN_1789176;ILMN_1683026;ILMN_1815500;ILMN_1713006;ILMN_1701962;ILMN_1737862;ILMN_1700610;ILMN_2387553;ILMN_1786612;ILMN_1710186;ILMN_1749629;ILMN_1811258;ILMN_1759952;ILMN_1747195;ILMN_1704094;ILMN_1704404;ILMN_2160476;ILMN_1780189;ILMN_1709611;ILMN_1701331;ILMN_1702837;ILMN_1810176;ILMN_1672331;ILMN_1677041;ILMN_1707308;ILMN_1797406;ILMN_1729663;ILMN_1733256;ILMN_1666409;ILMN_1721659;ILMN_1705266;ILMN_2096759;ILMN_1778253;ILMN_2387791;ILMN_2048326;ILMN_1767006;ILMN_2383435;ILMN_2395389;ILMN_1773154;ILMN_1793651;ILMN_1778242;ILMN_1659103;ILMN_1670970;ILMN_1673757;ILMN_1782977;ILMN_1772817;ILMN_2331501;ILMN_2247868;ILMN_2400206;ILMN_1787988;ILMN_2291010;ILMN_1732767;ILMN_1661083;ILMN_1775501;ILMN_2344130;ILMN_2324157;ILMN_1779633;ILMN_1748272;ILMN_1697691;ILMN_2392143;ILMN_1699503;ILMN_1716446;ILMN_2058512;ILMN_1691428;ILMN_2346573;ILMN_2191428;ILMN_1810554;ILMN_2394571;ILMN_1720926;ILMN_1801105;ILMN_1806017;ILMN_1736103;ILMN_1689438;ILMN_1802669;ILMN_1714965;ILMN_1698766;ILMN_1789505;ILMN_1727142;ILMN_1770412;ILMN_1711766,ILMN_1712532;ILMN_1796962;ILMN_1763540;ILMN_1764794;ILMN_1815719;ILMN_1737396;ILMN_1682098;ILMN_1744649;ILMN_2360028;ILMN_1776173;ILMN_1814156;ILMN_1712432;ILMN_1800952;ILMN_1809010;ILMN_2376108;ILMN_2059549;ILMN_1796430;ILMN_1748651;ILMN_1768784;ILMN_1721978;ILMN_1789176;ILMN_1683026;ILMN_1815500;ILMN_1713006;ILMN_1701962;ILMN_1737862;ILMN_1700610;ILMN_2387553;ILMN_1786612;ILMN_1710186;ILMN_1749629;ILMN_1811258;ILMN_1759952;ILMN_1747195;ILMN_1704094;ILMN_1704404;ILMN_2160476;ILMN_1780189;ILMN_1709611;ILMN_1701331;ILMN_1702837;ILMN_1810176;ILMN_1672331;ILMN_1677041;ILMN_1707308;ILMN_1797406;ILMN_1729663;ILMN_1733256;ILMN_1666409;ILMN_1721659
FasL/ CD95L signaling ,0.8469170849340782,2.560994403241005,0.06319702602230483,0.10817933361155102,4,4,ILMN_1781824;ILMN_1808132;ILMN_1758658;ILMN_1673757,ILMN_1781824;ILMN_1808132;ILMN_1758658
Mitochondrial translation ,0.536821197901841,2.5622854381784954,0.0,0.10826482374301061,96,93,ILMN_1760441;ILMN_1699603;ILMN_2316540;ILMN_1804851;ILMN_2103720;ILMN_2371964;ILMN_1763264;ILMN_1813389;ILMN_1671158;ILMN_2041327;ILMN_1802553;ILMN_1730391;ILMN_1799289;ILMN_1655377;ILMN_1765520;ILMN_1797933;ILMN_1680703;ILMN_1804207;ILMN_1719656;ILMN_2072603;ILMN_2182198;ILMN_1804479;ILMN_1800197;ILMN_1766154;ILMN_1773369;ILMN_1751530;ILMN_1726391;ILMN_1771149;ILMN_1813207;ILMN_1723874;ILMN_1671452;ILMN_1687359;ILMN_1815043;ILMN_1744835;ILMN_2097421;ILMN_2391522;ILMN_1730685;ILMN_2405915;ILMN_2076658;ILMN_1798826;ILMN_1718706;ILMN_2230592;ILMN_1753976;ILMN_1773716;ILMN_1664833;ILMN_2175474;ILMN_1775744;ILMN_1658416;ILMN_1749432;ILMN_2097954;ILMN_2311041;ILMN_1676026;ILMN_1714424;ILMN_1718424;ILMN_1672149;ILMN_1706326;ILMN_1722838;ILMN_1768396;ILMN_2356890;ILMN_1761266;ILMN_2175831;ILMN_1748650;ILMN_1694950;ILMN_1687403;ILMN_1721337;ILMN_1806123;ILMN_1849146;ILMN_1680675;ILMN_1681324;ILMN_1783681;ILMN_2189993;ILMN_1695472;ILMN_1705464;ILMN_2189424;ILMN_1731851;ILMN_1686668;ILMN_1813682;ILMN_1812777;ILMN_1655765;ILMN_1663220;ILMN_1738369;ILMN_2210482;ILMN_1654552;ILMN_2203807;ILMN_1695576;ILMN_1700477;ILMN_2138435;ILMN_1718271;ILMN_1658486;ILMN_1779423;ILMN_1807095;ILMN_1657682;ILMN_1726743,ILMN_1760441;ILMN_1699603;ILMN_2316540;ILMN_1804851;ILMN_2103720;ILMN_2371964;ILMN_1763264;ILMN_1813389;ILMN_1671158;ILMN_2041327;ILMN_1802553;ILMN_1730391;ILMN_1799289;ILMN_1655377;ILMN_1765520;ILMN_1797933;ILMN_1680703;ILMN_1804207;ILMN_1719656;ILMN_2072603;ILMN_2182198;ILMN_1804479;ILMN_1800197;ILMN_1766154;ILMN_1773369;ILMN_1751530;ILMN_1726391;ILMN_1771149;ILMN_1813207;ILMN_1723874;ILMN_1671452;ILMN_1687359;ILMN_1815043;ILMN_1744835;ILMN_2097421;ILMN_2391522;ILMN_1730685;ILMN_2405915;ILMN_2076658;ILMN_1798826;ILMN_1718706;ILMN_2230592;ILMN_1753976;ILMN_1773716;ILMN_1664833
Digestion ,0.6277102549102759,2.5604239318734403,0.03571428571428571,0.10827417380261153,22,19,ILMN_1761247;ILMN_1749026;ILMN_1678655;ILMN_1723418;ILMN_2131811;ILMN_1763749;ILMN_1781517;ILMN_1797796;ILMN_2144663;ILMN_1798138;ILMN_1801303;ILMN_1752669;ILMN_1685596;ILMN_2045849;ILMN_1775930;ILMN_1719031;ILMN_1661003;ILMN_1712613;ILMN_1712999,ILMN_1761247;ILMN_1749026;ILMN_1678655;ILMN_1723418;ILMN_2131811;ILMN_1763749;ILMN_1781517;ILMN_1797796;ILMN_2144663
Intestinal saccharidase deficiencies ,0.9558419736896044,2.561211257953146,0.09109311740890688,0.1083631748851402,1,1,ILMN_1749026,ILMN_1749026
IRAK4 deficiency (TLR2/4) ,0.7384228245133349,2.557309571413589,0.028523489932885907,0.10941109433268692,10,10,ILMN_1738523;ILMN_1724533;ILMN_1740015;ILMN_1706217;ILMN_1654560;ILMN_1674789;ILMN_1772387;ILMN_1796094;ILMN_1692352;ILMN_2400603,ILMN_1738523;ILMN_1724533;ILMN_1740015;ILMN_1706217;ILMN_1654560
"SUMO is transferred from E1 to E2 (UBE2I, UBC9) ",0.8407650561162741,2.556285632060803,0.015332197614991482,0.10955752205064136,6,6,ILMN_1657204;ILMN_1742872;ILMN_1725642;ILMN_1738150;ILMN_2379835;ILMN_1796835,ILMN_1657204;ILMN_1742872;ILMN_1725642;ILMN_1738150;ILMN_2379835
Regulation of KIT signaling ,0.6687642090105723,2.557456052447556,0.041379310344827586,0.10965023615856308,15,14,ILMN_1781155;ILMN_1774733;ILMN_1669833;ILMN_1691466;ILMN_1767135;ILMN_1771800;ILMN_2279844;ILMN_2181968;ILMN_1778253;ILMN_1742521;ILMN_1790160;ILMN_1657077;ILMN_2341595;ILMN_1664122,ILMN_1781155;ILMN_1774733;ILMN_1669833;ILMN_1691466;ILMN_1767135;ILMN_1771800;ILMN_2279844;ILMN_2181968;ILMN_1778253
Positive epigenetic regulation of rRNA expression ,0.5343805311773718,2.5563414304604777,0.0,0.1098325051975328,119,96,ILMN_1785756;ILMN_1707858;ILMN_1745885;ILMN_1747630;ILMN_1726815;ILMN_1767747;ILMN_2075334;ILMN_1673682;ILMN_1666179;ILMN_1767219;ILMN_1773763;ILMN_1779376;ILMN_2165369;ILMN_1664706;ILMN_1659026;ILMN_1688666;ILMN_1776845;ILMN_2110167;ILMN_1735461;ILMN_2038777;ILMN_1681542;ILMN_1779373;ILMN_1707257;ILMN_1806757;ILMN_1747870;ILMN_1788489;ILMN_1658702;ILMN_1670033;ILMN_2085525;ILMN_1689445;ILMN_1808907;ILMN_1750180;ILMN_2335072;ILMN_1713163;ILMN_1753524;ILMN_1751120;ILMN_1716195;ILMN_1780758;ILMN_1749368;ILMN_1723111;ILMN_2398587;ILMN_1653514;ILMN_1813314;ILMN_1786882;ILMN_1781121;ILMN_1652998;ILMN_1764986;ILMN_1721127;ILMN_2207865;ILMN_1742123;ILMN_1775925;ILMN_1733802;ILMN_1740764;ILMN_1782329;ILMN_1706784;ILMN_1751081;ILMN_1697117;ILMN_1698491;ILMN_2128133;ILMN_1667977;ILMN_1756849;ILMN_1770053;ILMN_2119320;ILMN_2224990;ILMN_1687947;ILMN_1755318;ILMN_2108779;ILMN_1676580;ILMN_2360448;ILMN_1736820;ILMN_1742427;ILMN_2053992;ILMN_1680937;ILMN_1695706;ILMN_1674780;ILMN_1768973;ILMN_1713436;ILMN_1782173;ILMN_2115340;ILMN_1727458;ILMN_2144426;ILMN_1742143;ILMN_1744665;ILMN_1766359;ILMN_1782247;ILMN_1881081;ILMN_1685551;ILMN_1708728;ILMN_1758623;ILMN_2402930;ILMN_1732071;ILMN_1768751;ILMN_2329165;ILMN_1671911;ILMN_1792689;ILMN_1670037,ILMN_1785756;ILMN_1707858;ILMN_1745885;ILMN_1747630;ILMN_1726815;ILMN_1767747;ILMN_2075334;ILMN_1673682;ILMN_1666179;ILMN_1767219;ILMN_1773763;ILMN_1779376;ILMN_2165369;ILMN_1664706;ILMN_1659026;ILMN_1688666;ILMN_1776845;ILMN_2110167;ILMN_1735461;ILMN_2038777;ILMN_1681542;ILMN_1779373;ILMN_1707257;ILMN_1806757;ILMN_1747870;ILMN_1788489;ILMN_1658702;ILMN_1670033;ILMN_2085525;ILMN_1689445;ILMN_1808907;ILMN_1750180;ILMN_2335072;ILMN_1713163;ILMN_1753524;ILMN_1751120;ILMN_1716195;ILMN_1780758;ILMN_1749368;ILMN_1723111
GRB2 events in ERBB2 signaling ,0.6687427745201696,2.5552739229882837,0.03885135135135135,0.1098929072972527,16,15,ILMN_1775759;ILMN_1696521;ILMN_1767135;ILMN_2081070;ILMN_2337880;ILMN_1737252;ILMN_1804662;ILMN_1728071;ILMN_1742521;ILMN_1717902;ILMN_1774945;ILMN_1657248;ILMN_1653728;ILMN_1690733;ILMN_1699798,ILMN_1775759;ILMN_1696521;ILMN_1767135;ILMN_2081070;ILMN_2337880;ILMN_1737252;ILMN_1804662;ILMN_1728071
RHO GTPases Activate NADPH Oxidases ,0.6348014371407105,2.554052150730213,0.021172638436482084,0.11040216439448414,23,22,ILMN_1729801;ILMN_1750974;ILMN_2335704;ILMN_1697309;ILMN_1744604;ILMN_1716563;ILMN_1709795;ILMN_1771800;ILMN_1796642;ILMN_1693388;ILMN_1788002;ILMN_1735361;ILMN_1706677;ILMN_1687896;ILMN_1738277;ILMN_1776375;ILMN_2359789;ILMN_1715832;ILMN_1801105;ILMN_2386982;ILMN_1667260;ILMN_1799589,ILMN_1729801;ILMN_1750974;ILMN_2335704;ILMN_1697309;ILMN_1744604;ILMN_1716563;ILMN_1709795;ILMN_1771800;ILMN_1796642;ILMN_1693388
APC/C:Cdc20 mediated degradation of Cyclin B ,0.6213935043523484,2.5522940250600032,0.027164685908319185,0.11127563187681498,22,22,ILMN_2301083;ILMN_1663390;ILMN_1747911;ILMN_1712803;ILMN_1722102;ILMN_1659553;ILMN_2048326;ILMN_1849514;ILMN_1726104;ILMN_1806778;ILMN_1782977;ILMN_2331501;ILMN_2199284;ILMN_1723177;ILMN_1787988;ILMN_2210837;ILMN_1813243;ILMN_2191428;ILMN_1799688;ILMN_1802973;ILMN_2339796;ILMN_1738955,ILMN_2301083;ILMN_1663390;ILMN_1747911;ILMN_1712803
Signaling by ERBB2 in Cancer ,0.6290547477581223,2.550131066767308,0.021241830065359478,0.11144991678310805,26,25,ILMN_1775759;ILMN_1696521;ILMN_2382906;ILMN_1767135;ILMN_2373515;ILMN_2081070;ILMN_2121408;ILMN_2337880;ILMN_1737252;ILMN_1804662;ILMN_1728071;ILMN_1695509;ILMN_1742521;ILMN_1717902;ILMN_1774945;ILMN_1657248;ILMN_1653728;ILMN_1705396;ILMN_1668369;ILMN_1666910;ILMN_1701967;ILMN_1690733;ILMN_1699798;ILMN_1689057;ILMN_2352401,ILMN_1775759;ILMN_1696521;ILMN_2382906;ILMN_1767135;ILMN_2373515;ILMN_2081070;ILMN_2121408;ILMN_2337880;ILMN_1737252;ILMN_1804662;ILMN_1728071;ILMN_1695509;ILMN_1742521
Transfer of LPS from LBP carrier to CD14 ,0.9459243473628149,2.5503036244112898,0.10483870967741936,0.1116690597444451,1,1,ILMN_1740015,ILMN_1740015
