Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD ,-0.6063954792813467,-2.9885753054768736,0.0,0.004611974991020532,73,56,ILMN_1683026;ILMN_2361807;ILMN_2376108;ILMN_1732767;ILMN_1767006;ILMN_1724376;ILMN_1803143;ILMN_1776173;ILMN_1797406;ILMN_1697691;ILMN_1806017;ILMN_1747195;ILMN_1779633;ILMN_1659103;ILMN_1721659;ILMN_2096759;ILMN_2048326;ILMN_1720926;ILMN_1691428;ILMN_1782977;ILMN_2291010;ILMN_1786612;ILMN_1761969;ILMN_1652693;ILMN_1709611;ILMN_1726496;ILMN_2058512;ILMN_1777220;ILMN_1701962;ILMN_2387553;ILMN_2383435;ILMN_1682098;ILMN_1704094;ILMN_2331501;ILMN_2395389;ILMN_1666409;ILMN_1814156;ILMN_2191428;ILMN_1704404;ILMN_1759952;ILMN_1768784;ILMN_1733256;ILMN_1780189;ILMN_2346573;ILMN_1702837;ILMN_1809010;ILMN_1764794;ILMN_1763540;ILMN_1737396;ILMN_1744649;ILMN_1800952;ILMN_1712432;ILMN_1796430;ILMN_1748651;ILMN_1737862;ILMN_2344130,ILMN_1666409;ILMN_1814156;ILMN_2191428;ILMN_1704404;ILMN_1759952;ILMN_1768784;ILMN_1733256;ILMN_1780189;ILMN_2346573;ILMN_1702837;ILMN_1809010;ILMN_1764794;ILMN_1763540;ILMN_1737396;ILMN_1744649;ILMN_1800952;ILMN_1712432;ILMN_1796430;ILMN_1748651;ILMN_1737862;ILMN_2344130
G0 and Early G1 ,-0.7231288633044954,-2.984233273552839,0.0,0.00482672536753403,26,26,ILMN_1761828;ILMN_1756999;ILMN_1680618;ILMN_2363426;ILMN_1797055;ILMN_1653514;ILMN_1660663;ILMN_2157099;ILMN_1709020;ILMN_1727458;ILMN_1733396;ILMN_1724062;ILMN_2051469;ILMN_1656886;ILMN_1793671;ILMN_1661717;ILMN_1694177;ILMN_1785914;ILMN_1782551;ILMN_1795852;ILMN_1665559;ILMN_1747911;ILMN_1786125;ILMN_2412384;ILMN_1686097;ILMN_2137084,ILMN_1724062;ILMN_2051469;ILMN_1656886;ILMN_1793671;ILMN_1661717;ILMN_1694177;ILMN_1785914;ILMN_1782551;ILMN_1795852;ILMN_1665559;ILMN_1747911;ILMN_1786125;ILMN_2412384;ILMN_1686097;ILMN_2137084
tRNA modification in the mitochondrion ,-0.8637794575739202,-2.9827199596969125,0.001718213058419244,0.004894878774533954,8,8,ILMN_2380740;ILMN_1706558;ILMN_1777156;ILMN_1672565;ILMN_1701512;ILMN_1662658;ILMN_1691926;ILMN_1771039,ILMN_1777156;ILMN_1672565;ILMN_1701512;ILMN_1662658;ILMN_1691926;ILMN_1771039
G2 Phase ,-0.9181028467659572,-2.9818483379584984,0.001937984496124031,0.004921253297653105,4,4,ILMN_2157099;ILMN_1669502;ILMN_1665559;ILMN_1786125,ILMN_1669502;ILMN_1665559;ILMN_1786125
Nucleobase biosynthesis ,-0.7213902555913683,-2.9812201415373916,0.007029876977152899,0.004930300002219491,15,14,ILMN_1752199;ILMN_1790757;ILMN_1705737;ILMN_1720235;ILMN_2388363;ILMN_2286106;ILMN_1782993;ILMN_1755862;ILMN_1757437;ILMN_1810992;ILMN_1674302;ILMN_1679476;ILMN_1673991;ILMN_1771734,ILMN_1782993;ILMN_1755862;ILMN_1757437;ILMN_1810992;ILMN_1674302;ILMN_1679476;ILMN_1673991;ILMN_1771734
Diseases associated with N-glycosylation of proteins ,-0.717773234524273,-2.977147085127479,0.0034965034965034965,0.005133846776325501,16,15,ILMN_2342240;ILMN_1732809;ILMN_1771957;ILMN_1736285;ILMN_2147503;ILMN_1660856;ILMN_1743635;ILMN_1743995;ILMN_2070815;ILMN_1692760;ILMN_1722688;ILMN_1727642;ILMN_1771411;ILMN_1711886;ILMN_1685413,ILMN_1743995;ILMN_2070815;ILMN_1692760;ILMN_1722688;ILMN_1727642;ILMN_1771411;ILMN_1711886;ILMN_1685413
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components ,-0.6717501277748917,-2.9756732415514615,0.008665511265164644,0.005176047280017814,19,19,ILMN_1738955;ILMN_2210837;ILMN_1802973;ILMN_1659553;ILMN_2339796;ILMN_1806778;ILMN_1849514;ILMN_2245180;ILMN_1723177;ILMN_2112460;ILMN_1813243;ILMN_1787988;ILMN_1726104;ILMN_1799688;ILMN_2199284;ILMN_1722102;ILMN_1797307;ILMN_1663390;ILMN_2301083,ILMN_1799688;ILMN_2199284;ILMN_1722102;ILMN_1797307;ILMN_1663390;ILMN_2301083
Formation of the HIV-1 Early Elongation Complex ,-0.6721281713075541,-2.972884594884823,0.0,0.005265372125795527,45,32,ILMN_1742250;ILMN_1782385;ILMN_1745798;ILMN_1815859;ILMN_1732300;ILMN_1748616;ILMN_1662772;ILMN_1726693;ILMN_1691485;ILMN_1748438;ILMN_1739497;ILMN_1725666;ILMN_1815083;ILMN_1670037;ILMN_1703866;ILMN_1745885;ILMN_1858783;ILMN_1766245;ILMN_2088172;ILMN_2083243;ILMN_1742432;ILMN_1740216;ILMN_1778917;ILMN_1659026;ILMN_1720542;ILMN_1765532;ILMN_1800308;ILMN_1663954;ILMN_1792672;ILMN_2412564;ILMN_1777528;ILMN_1689445,ILMN_1766245;ILMN_2088172;ILMN_2083243;ILMN_1742432;ILMN_1740216;ILMN_1778917;ILMN_1659026;ILMN_1720542;ILMN_1765532;ILMN_1800308;ILMN_1663954;ILMN_1792672;ILMN_2412564;ILMN_1777528;ILMN_1689445
Processive synthesis on the C-strand of the telomere ,-0.8149251720048197,-2.9715824688442454,0.0017035775127768314,0.005289899715212996,10,10,ILMN_1753582;ILMN_1803772;ILMN_1795719;ILMN_1716895;ILMN_1751773;ILMN_1694177;ILMN_1746252;ILMN_1664682;ILMN_1706779;ILMN_1755834,ILMN_1716895;ILMN_1751773;ILMN_1694177;ILMN_1746252;ILMN_1664682;ILMN_1706779;ILMN_1755834
HDR through MMEJ (alt-NHEJ) ,-0.8066053895319193,-2.9701099300825966,0.0108499095840868,0.005318310758545789,9,8,ILMN_1658636;ILMN_1739101;ILMN_1708789;ILMN_1751743;ILMN_2358041;ILMN_2354237;ILMN_1755834;ILMN_1740291,ILMN_2358041;ILMN_2354237;ILMN_1755834;ILMN_1740291
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha ,-0.6092502804070941,-2.9701109725288273,0.0,0.005337791750335334,83,66,ILMN_1704753;ILMN_1683026;ILMN_2376108;ILMN_1732767;ILMN_1801223;ILMN_1767006;ILMN_1776173;ILMN_2287061;ILMN_1797406;ILMN_1697691;ILMN_1806017;ILMN_1747195;ILMN_1779633;ILMN_1659103;ILMN_1721659;ILMN_2096759;ILMN_2320853;ILMN_2048326;ILMN_1720926;ILMN_1691428;ILMN_1782977;ILMN_2291010;ILMN_1699503;ILMN_2379788;ILMN_1666670;ILMN_1786612;ILMN_2354391;ILMN_1787988;ILMN_2376625;ILMN_1764747;ILMN_1667626;ILMN_1709611;ILMN_2058512;ILMN_1701962;ILMN_2387553;ILMN_2383435;ILMN_1661372;ILMN_1682098;ILMN_1704094;ILMN_2331501;ILMN_2395389;ILMN_1669252;ILMN_1666409;ILMN_1814156;ILMN_2191428;ILMN_1704404;ILMN_1759952;ILMN_1768784;ILMN_1733256;ILMN_1780189;ILMN_2346573;ILMN_1702837;ILMN_1809010;ILMN_1749892;ILMN_1764794;ILMN_1763540;ILMN_1737396;ILMN_1744649;ILMN_1800952;ILMN_1712432;ILMN_1796430;ILMN_1748651;ILMN_2066020;ILMN_1733927;ILMN_1737862;ILMN_2344130,ILMN_1669252;ILMN_1666409;ILMN_1814156;ILMN_2191428;ILMN_1704404;ILMN_1759952;ILMN_1768784;ILMN_1733256;ILMN_1780189;ILMN_2346573;ILMN_1702837;ILMN_1809010;ILMN_1749892;ILMN_1764794;ILMN_1763540;ILMN_1737396;ILMN_1744649;ILMN_1800952;ILMN_1712432;ILMN_1796430;ILMN_1748651;ILMN_2066020;ILMN_1733927;ILMN_1737862;ILMN_2344130
Regulation of PTEN stability and activity ,-0.6207071640454713,-2.964138821309464,0.0,0.005632870088580371,97,68,ILMN_1723843;ILMN_1683026;ILMN_1701134;ILMN_2376108;ILMN_1732767;ILMN_1767006;ILMN_2369179;ILMN_1682626;ILMN_1759173;ILMN_1776173;ILMN_1748661;ILMN_1703140;ILMN_1797406;ILMN_1697691;ILMN_1806017;ILMN_2325610;ILMN_1747195;ILMN_1779633;ILMN_1659103;ILMN_1721659;ILMN_1779280;ILMN_2096759;ILMN_2048326;ILMN_1720926;ILMN_1691428;ILMN_1782977;ILMN_2291010;ILMN_1786612;ILMN_1709611;ILMN_1844132;ILMN_2058512;ILMN_1701962;ILMN_2387553;ILMN_2383435;ILMN_1682098;ILMN_1704094;ILMN_2331501;ILMN_2395389;ILMN_1800461;ILMN_1727605;ILMN_1657891;ILMN_1743347;ILMN_1666409;ILMN_1814156;ILMN_2191428;ILMN_1704404;ILMN_1759952;ILMN_1708059;ILMN_1768784;ILMN_1655482;ILMN_1733256;ILMN_2386354;ILMN_1780189;ILMN_1671583;ILMN_2346573;ILMN_1702837;ILMN_1809010;ILMN_1764794;ILMN_1763540;ILMN_1737396;ILMN_1756126;ILMN_1744649;ILMN_1800952;ILMN_1712432;ILMN_1796430;ILMN_1748651;ILMN_1737862;ILMN_2344130,ILMN_2331501;ILMN_2395389;ILMN_1800461;ILMN_1727605;ILMN_1657891;ILMN_1743347;ILMN_1666409;ILMN_1814156;ILMN_2191428;ILMN_1704404;ILMN_1759952;ILMN_1708059;ILMN_1768784;ILMN_1655482;ILMN_1733256;ILMN_2386354;ILMN_1780189;ILMN_1671583;ILMN_2346573;ILMN_1702837;ILMN_1809010;ILMN_1764794;ILMN_1763540;ILMN_1737396;ILMN_1756126;ILMN_1744649;ILMN_1800952;ILMN_1712432;ILMN_1796430;ILMN_1748651;ILMN_1737862;ILMN_2344130
Degradation of GLI2 by the proteasome ,-0.5987125184842446,-2.962063982143911,0.0,0.005705614020958904,77,60,ILMN_1727577;ILMN_1683026;ILMN_2376108;ILMN_1732767;ILMN_1767006;ILMN_1771523;ILMN_1776173;ILMN_1711766;ILMN_1797406;ILMN_1697691;ILMN_1785988;ILMN_1806017;ILMN_1747195;ILMN_1779633;ILMN_1659103;ILMN_1721659;ILMN_2096759;ILMN_2048326;ILMN_1720926;ILMN_1691428;ILMN_1782977;ILMN_2291010;ILMN_1689438;ILMN_1666670;ILMN_1786612;ILMN_1808368;ILMN_1786195;ILMN_1709611;ILMN_2058512;ILMN_1804361;ILMN_1701962;ILMN_2387553;ILMN_2383435;ILMN_1682098;ILMN_1704094;ILMN_2331501;ILMN_2395389;ILMN_1749629;ILMN_1666409;ILMN_1814156;ILMN_2191428;ILMN_1704404;ILMN_1759952;ILMN_1768784;ILMN_1733256;ILMN_1780189;ILMN_2346573;ILMN_1702837;ILMN_1779376;ILMN_1809010;ILMN_1764794;ILMN_1763540;ILMN_1737396;ILMN_1744649;ILMN_1800952;ILMN_1712432;ILMN_1796430;ILMN_1748651;ILMN_1737862;ILMN_2344130,ILMN_2331501;ILMN_2395389;ILMN_1749629;ILMN_1666409;ILMN_1814156;ILMN_2191428;ILMN_1704404;ILMN_1759952;ILMN_1768784;ILMN_1733256;ILMN_1780189;ILMN_2346573;ILMN_1702837;ILMN_1779376;ILMN_1809010;ILMN_1764794;ILMN_1763540;ILMN_1737396;ILMN_1744649;ILMN_1800952;ILMN_1712432;ILMN_1796430;ILMN_1748651;ILMN_1737862;ILMN_2344130
DNA Damage Bypass ,-0.6533756757798381,-2.956743129430791,0.0,0.0059470459719758745,47,46,ILMN_1794612;ILMN_1753582;ILMN_2395474;ILMN_1762103;ILMN_1722698;ILMN_1660063;ILMN_1703474;ILMN_1691535;ILMN_2048326;ILMN_1748105;ILMN_1678684;ILMN_1702218;ILMN_1782977;ILMN_1803772;ILMN_2217935;ILMN_1699709;ILMN_1666670;ILMN_1669550;ILMN_2252495;ILMN_1721116;ILMN_1795719;ILMN_1777220;ILMN_2093188;ILMN_1658221;ILMN_1707548;ILMN_2331501;ILMN_2367458;ILMN_1785198;ILMN_2054019;ILMN_2191428;ILMN_1813625;ILMN_1716895;ILMN_1751773;ILMN_1695792;ILMN_1807600;ILMN_1694177;ILMN_1732336;ILMN_1746252;ILMN_1652580;ILMN_1774336;ILMN_1784860;ILMN_2371470;ILMN_1728199;ILMN_2285996;ILMN_1724489;ILMN_1779711,ILMN_1707548;ILMN_2331501;ILMN_2367458;ILMN_1785198;ILMN_2054019;ILMN_2191428;ILMN_1813625;ILMN_1716895;ILMN_1751773;ILMN_1695792;ILMN_1807600;ILMN_1694177;ILMN_1732336;ILMN_1746252;ILMN_1652580;ILMN_1774336;ILMN_1784860;ILMN_2371470;ILMN_1728199;ILMN_2285996;ILMN_1724489;ILMN_1779711
Urea cycle ,-0.8401329305740992,-2.956363640250482,0.0017123287671232876,0.005955320777028194,10,9,ILMN_1812281;ILMN_1749114;ILMN_1758597;ILMN_1800898;ILMN_1708778;ILMN_1813670;ILMN_2379393;ILMN_2070013;ILMN_1709814,ILMN_2379393;ILMN_2070013;ILMN_1709814
Protein ubiquitination ,-0.6146058266461724,-2.9568582628381637,0.0,0.005961832315291036,79,77,ILMN_1671054;ILMN_1777660;ILMN_1783709;ILMN_1658702;ILMN_2203950;ILMN_1665887;ILMN_1669553;ILMN_1716446;ILMN_1677877;ILMN_1793651;ILMN_1763634;ILMN_1683817;ILMN_1775925;ILMN_1806778;ILMN_1660111;ILMN_2120917;ILMN_2320853;ILMN_2048326;ILMN_1656165;ILMN_2174702;ILMN_2108779;ILMN_1785179;ILMN_1782977;ILMN_1743086;ILMN_1699503;ILMN_1652998;ILMN_2387303;ILMN_1750180;ILMN_1660232;ILMN_1787988;ILMN_1680937;ILMN_2315289;ILMN_1675721;ILMN_1801553;ILMN_1777220;ILMN_1687947;ILMN_2323526;ILMN_1663033;ILMN_1664448;ILMN_1743299;ILMN_1784534;ILMN_1791039;ILMN_1707548;ILMN_2331501;ILMN_1719039;ILMN_1772712;ILMN_1710758;ILMN_1716195;ILMN_1701614;ILMN_1758623;ILMN_2191428;ILMN_2307455;ILMN_1688666;ILMN_1757644;ILMN_1779373;ILMN_1808907;ILMN_1813314;ILMN_1798588;ILMN_1683609;ILMN_1736820;ILMN_1675085;ILMN_1717420;ILMN_1655340;ILMN_2334121;ILMN_1790062;ILMN_1770515;ILMN_2071826;ILMN_1694177;ILMN_1713006;ILMN_2209748;ILMN_1729319;ILMN_1808712;ILMN_1671494;ILMN_1808591;ILMN_1683916;ILMN_2301083;ILMN_1711470,ILMN_1719039;ILMN_1772712;ILMN_1710758;ILMN_1716195;ILMN_1701614;ILMN_1758623;ILMN_2191428;ILMN_2307455;ILMN_1688666;ILMN_1757644;ILMN_1779373;ILMN_1808907;ILMN_1813314;ILMN_1798588;ILMN_1683609;ILMN_1736820;ILMN_1675085;ILMN_1717420;ILMN_1655340;ILMN_2334121;ILMN_1790062;ILMN_1770515;ILMN_2071826;ILMN_1694177;ILMN_1713006;ILMN_2209748;ILMN_1729319;ILMN_1808712;ILMN_1671494;ILMN_1808591;ILMN_1683916;ILMN_2301083;ILMN_1711470
mRNA Capping ,-0.6589878626428737,-2.9558265490066185,0.0,0.005966804378006048,36,28,ILMN_1742250;ILMN_1782385;ILMN_1745798;ILMN_1815859;ILMN_1769637;ILMN_1732300;ILMN_1748616;ILMN_1662772;ILMN_1734198;ILMN_1726693;ILMN_1691485;ILMN_1748438;ILMN_1739497;ILMN_1725666;ILMN_1670037;ILMN_1703866;ILMN_1745885;ILMN_2088172;ILMN_2083243;ILMN_1740216;ILMN_1778917;ILMN_1659026;ILMN_1720542;ILMN_1800308;ILMN_1792672;ILMN_2412564;ILMN_1777528;ILMN_1689445,ILMN_2088172;ILMN_2083243;ILMN_1740216;ILMN_1778917;ILMN_1659026;ILMN_1720542;ILMN_1800308;ILMN_1792672;ILMN_2412564;ILMN_1777528;ILMN_1689445
ATF4 activates genes in response to endoplasmic reticulum  stress ,-0.6369915977347331,-2.957122059862684,0.0051813471502590676,0.0059833551756350465,27,26,ILMN_2374159;ILMN_1720048;ILMN_1669905;ILMN_1810488;ILMN_1668726;ILMN_1799796;ILMN_1672128;ILMN_1670218;ILMN_1756162;ILMN_1661109;ILMN_1728445;ILMN_2055477;ILMN_2396648;ILMN_1666733;ILMN_1676984;ILMN_1693014;ILMN_2312719;ILMN_2398107;ILMN_1708936;ILMN_1716766;ILMN_1673936;ILMN_1659725;ILMN_1697736;ILMN_1703471;ILMN_1724811;ILMN_1745271,ILMN_1693014;ILMN_2312719;ILMN_2398107;ILMN_1708936;ILMN_1716766;ILMN_1673936;ILMN_1659725;ILMN_1697736;ILMN_1703471;ILMN_1724811;ILMN_1745271
Class I peroxisomal membrane protein import ,-0.702877278874831,-2.9549715070882523,0.0016722408026755853,0.00601727978033217,20,19,ILMN_1737312;ILMN_1658351;ILMN_1763634;ILMN_1721801;ILMN_2130409;ILMN_1771728;ILMN_2198897;ILMN_2410362;ILMN_1664448;ILMN_2169983;ILMN_1743299;ILMN_1674032;ILMN_1667564;ILMN_1799015;ILMN_1745655;ILMN_1772189;ILMN_1658759;ILMN_1678546;ILMN_1683916,ILMN_1664448;ILMN_2169983;ILMN_1743299;ILMN_1674032;ILMN_1667564;ILMN_1799015;ILMN_1745655;ILMN_1772189;ILMN_1658759;ILMN_1678546;ILMN_1683916
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function ,-0.5975483921116883,-2.953638808105103,0.0,0.006077132260364615,98,88,ILMN_1781812;ILMN_1675062;ILMN_1695706;ILMN_1658702;ILMN_1668683;ILMN_1671326;ILMN_1686116;ILMN_1651438;ILMN_1726049;ILMN_1744665;ILMN_2399489;ILMN_2234229;ILMN_1775925;ILMN_1797251;ILMN_1753575;ILMN_1669335;ILMN_1771201;ILMN_1805996;ILMN_1788315;ILMN_1782329;ILMN_1742123;ILMN_1809751;ILMN_1706304;ILMN_2108779;ILMN_1706784;ILMN_1802743;ILMN_1670033;ILMN_1733802;ILMN_1742143;ILMN_2053992;ILMN_1746871;ILMN_1652998;ILMN_1792689;ILMN_1755318;ILMN_1750180;ILMN_1680937;ILMN_1723111;ILMN_1711786;ILMN_2347234;ILMN_2119320;ILMN_1776845;ILMN_1756849;ILMN_1739573;ILMN_1687947;ILMN_1813573;ILMN_1713436;ILMN_1727458;ILMN_1725700;ILMN_1676580;ILMN_1733421;ILMN_1666933;ILMN_1881081;ILMN_1726815;ILMN_2224990;ILMN_1751120;ILMN_1725300;ILMN_1732071;ILMN_1721127;ILMN_2165369;ILMN_1681542;ILMN_1716195;ILMN_1753524;ILMN_1715968;ILMN_1758623;ILMN_1707257;ILMN_1688666;ILMN_1779373;ILMN_1721888;ILMN_1788489;ILMN_1808907;ILMN_2207865;ILMN_1813314;ILMN_1749368;ILMN_1736820;ILMN_1708728;ILMN_1666179;ILMN_2075334;ILMN_1714327;ILMN_2144426;ILMN_1768973;ILMN_1764986;ILMN_1741599;ILMN_1707858;ILMN_2115340;ILMN_1696532;ILMN_1785756;ILMN_1664706;ILMN_2402930,ILMN_2347234;ILMN_2119320;ILMN_1776845;ILMN_1756849;ILMN_1739573;ILMN_1687947;ILMN_1813573;ILMN_1713436;ILMN_1727458;ILMN_1725700;ILMN_1676580;ILMN_1733421;ILMN_1666933;ILMN_1881081;ILMN_1726815;ILMN_2224990;ILMN_1751120;ILMN_1725300;ILMN_1732071;ILMN_1721127;ILMN_2165369;ILMN_1681542;ILMN_1716195;ILMN_1753524;ILMN_1715968;ILMN_1758623;ILMN_1707257;ILMN_1688666;ILMN_1779373;ILMN_1721888;ILMN_1788489;ILMN_1808907;ILMN_2207865;ILMN_1813314;ILMN_1749368;ILMN_1736820;ILMN_1708728;ILMN_1666179;ILMN_2075334;ILMN_1714327;ILMN_2144426;ILMN_1768973;ILMN_1764986;ILMN_1741599;ILMN_1707858;ILMN_2115340;ILMN_1696532;ILMN_1785756;ILMN_1664706;ILMN_2402930
HCMV Infection ,-0.6082906463345008,-2.9324697400109954,0.0,0.0074201331112302175,170,151,ILMN_1680874;ILMN_1714965;ILMN_1702636;ILMN_1802519;ILMN_1783448;ILMN_1782050;ILMN_1658702;ILMN_1807596;ILMN_1698419;ILMN_1772455;ILMN_1773847;ILMN_1690397;ILMN_1811588;ILMN_1723467;ILMN_1708946;ILMN_1652464;ILMN_1696521;ILMN_1771233;ILMN_1666049;ILMN_1715607;ILMN_1775925;ILMN_1762932;ILMN_1653514;ILMN_1744795;ILMN_1782329;ILMN_2382758;ILMN_2145050;ILMN_1711139;ILMN_2038775;ILMN_2186369;ILMN_1679482;ILMN_2108779;ILMN_1793659;ILMN_1682459;ILMN_1670033;ILMN_1791726;ILMN_1742143;ILMN_2053992;ILMN_1741176;ILMN_1702568;ILMN_1652998;ILMN_1792689;ILMN_1692865;ILMN_1747146;ILMN_1755318;ILMN_1686478;ILMN_2320574;ILMN_1780302;ILMN_2347917;ILMN_1750180;ILMN_1784300;ILMN_1680937;ILMN_2300186;ILMN_2188451;ILMN_1731609;ILMN_1723111;ILMN_1709439;ILMN_1743505;ILMN_1710280;ILMN_2215640;ILMN_1662130;ILMN_2119320;ILMN_1776845;ILMN_1756849;ILMN_1795933;ILMN_1687947;ILMN_1694699;ILMN_2061405;ILMN_1713436;ILMN_1772796;ILMN_1670093;ILMN_2407811;ILMN_1798657;ILMN_1701374;ILMN_1676580;ILMN_2149566;ILMN_1770244;ILMN_2115154;ILMN_1734826;ILMN_1881081;ILMN_1738681;ILMN_1755321;ILMN_1677635;ILMN_1726815;ILMN_2224990;ILMN_1751120;ILMN_1732071;ILMN_1721127;ILMN_1663453;ILMN_2165369;ILMN_2196569;ILMN_1715416;ILMN_1712357;ILMN_1694166;ILMN_1681542;ILMN_1716195;ILMN_1753524;ILMN_2378316;ILMN_1771903;ILMN_1758623;ILMN_1707257;ILMN_1690259;ILMN_1688666;ILMN_1654289;ILMN_1708077;ILMN_2121207;ILMN_1779373;ILMN_1788489;ILMN_1736575;ILMN_1808907;ILMN_2207865;ILMN_1813314;ILMN_1710427;ILMN_1749368;ILMN_1736820;ILMN_1725612;ILMN_1779648;ILMN_1747589;ILMN_1652989;ILMN_1666179;ILMN_2075334;ILMN_1789233;ILMN_1732776;ILMN_1766171;ILMN_2178994;ILMN_1742167;ILMN_1705907;ILMN_2144426;ILMN_1797813;ILMN_1670385;ILMN_1770053;ILMN_1768973;ILMN_1756022;ILMN_1764986;ILMN_1790797;ILMN_1784467;ILMN_1762674;ILMN_2148819;ILMN_1711542;ILMN_1780769;ILMN_2381138;ILMN_2115340;ILMN_1664706;ILMN_1815924;ILMN_1673962;ILMN_1669635;ILMN_1749930;ILMN_1768293;ILMN_2364529;ILMN_1730999;ILMN_1751338,ILMN_2149566;ILMN_1770244;ILMN_2115154;ILMN_1734826;ILMN_1881081;ILMN_1738681;ILMN_1755321;ILMN_1677635;ILMN_1726815;ILMN_2224990;ILMN_1751120;ILMN_1732071;ILMN_1721127;ILMN_1663453;ILMN_2165369;ILMN_2196569;ILMN_1715416;ILMN_1712357;ILMN_1694166;ILMN_1681542;ILMN_1716195;ILMN_1753524;ILMN_2378316;ILMN_1771903;ILMN_1758623;ILMN_1707257;ILMN_1690259;ILMN_1688666;ILMN_1654289;ILMN_1708077;ILMN_2121207;ILMN_1779373;ILMN_1788489;ILMN_1736575;ILMN_1808907;ILMN_2207865;ILMN_1813314;ILMN_1710427;ILMN_1749368;ILMN_1736820;ILMN_1725612;ILMN_1779648;ILMN_1747589;ILMN_1652989;ILMN_1666179;ILMN_2075334;ILMN_1789233;ILMN_1732776;ILMN_1766171;ILMN_2178994;ILMN_1742167;ILMN_1705907;ILMN_2144426;ILMN_1797813;ILMN_1670385;ILMN_1770053;ILMN_1768973;ILMN_1756022;ILMN_1764986;ILMN_1790797;ILMN_1784467;ILMN_1762674;ILMN_2148819;ILMN_1711542;ILMN_1780769;ILMN_2381138;ILMN_2115340;ILMN_1664706;ILMN_1815924;ILMN_1673962;ILMN_1669635;ILMN_1749930;ILMN_1768293;ILMN_2364529;ILMN_1730999;ILMN_1751338
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest ,-0.7754844688778609,-2.929435598150155,0.0016666666666666668,0.007574519980489448,13,13,ILMN_1784602;ILMN_2196347;ILMN_2157099;ILMN_1786722;ILMN_1670130;ILMN_1779356;ILMN_2051469;ILMN_1811006;ILMN_1795852;ILMN_1798210;ILMN_1665559;ILMN_1786125;ILMN_2412384,ILMN_1779356;ILMN_2051469;ILMN_1811006;ILMN_1795852;ILMN_1798210;ILMN_1665559;ILMN_1786125;ILMN_2412384
Metabolism of polyamines ,-0.6338978075777217,-2.923987648708526,0.0,0.007894776542234243,76,58,ILMN_1683026;ILMN_2376108;ILMN_1732767;ILMN_1767006;ILMN_1659599;ILMN_1748591;ILMN_2363058;ILMN_1753342;ILMN_1776173;ILMN_1797406;ILMN_1697691;ILMN_1806017;ILMN_1747195;ILMN_2367258;ILMN_1779633;ILMN_1661337;ILMN_1659103;ILMN_1721659;ILMN_2096759;ILMN_1720926;ILMN_1691428;ILMN_2291010;ILMN_1786612;ILMN_1709611;ILMN_2058512;ILMN_1701962;ILMN_2387553;ILMN_2383435;ILMN_1682098;ILMN_1704094;ILMN_1681892;ILMN_2354953;ILMN_1788462;ILMN_2395389;ILMN_1707169;ILMN_1666409;ILMN_1814156;ILMN_1704404;ILMN_1759952;ILMN_1773080;ILMN_1768784;ILMN_1733256;ILMN_1780189;ILMN_2346573;ILMN_1702837;ILMN_1809010;ILMN_1694305;ILMN_1656682;ILMN_1764794;ILMN_1763540;ILMN_1737396;ILMN_1744649;ILMN_1800952;ILMN_1712432;ILMN_1796430;ILMN_1748651;ILMN_1737862;ILMN_2344130,ILMN_1701962;ILMN_2387553;ILMN_2383435;ILMN_1682098;ILMN_1704094;ILMN_1681892;ILMN_2354953;ILMN_1788462;ILMN_2395389;ILMN_1707169;ILMN_1666409;ILMN_1814156;ILMN_1704404;ILMN_1759952;ILMN_1773080;ILMN_1768784;ILMN_1733256;ILMN_1780189;ILMN_2346573;ILMN_1702837;ILMN_1809010;ILMN_1694305;ILMN_1656682;ILMN_1764794;ILMN_1763540;ILMN_1737396;ILMN_1744649;ILMN_1800952;ILMN_1712432;ILMN_1796430;ILMN_1748651;ILMN_1737862;ILMN_2344130
Deadenylation of mRNA ,-0.6700503568131962,-2.921662294245248,0.0033277870216306157,0.008033636226022238,34,24,ILMN_1685722;ILMN_1681304;ILMN_1658373;ILMN_2373099;ILMN_1656134;ILMN_2174612;ILMN_1772651;ILMN_1779677;ILMN_1696120;ILMN_2044085;ILMN_1690826;ILMN_2083833;ILMN_1735959;ILMN_1722900;ILMN_1682501;ILMN_2136133;ILMN_2207393;ILMN_2312386;ILMN_2136177;ILMN_1768470;ILMN_1667043;ILMN_2078334;ILMN_1708906;ILMN_1724811,ILMN_1690826;ILMN_2083833;ILMN_1735959;ILMN_1722900;ILMN_1682501;ILMN_2136133;ILMN_2207393;ILMN_2312386;ILMN_2136177;ILMN_1768470;ILMN_1667043;ILMN_2078334;ILMN_1708906;ILMN_1724811
