Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
T41 mutants of beta-catenin aren't phosphorylated ,-0.533281803757848,-2.141749553035682,0.1896551724137931,0.27144228543809973,14,14,ILMN_1779841;ILMN_1712659;ILMN_1757350;ILMN_1662668;ILMN_1785988;ILMN_1810467;ILMN_2124082;ILMN_1666761;ILMN_1789283;ILMN_1722858;ILMN_1779376;ILMN_1750051;ILMN_2359887;ILMN_1766185,ILMN_1789283;ILMN_1722858;ILMN_1779376;ILMN_1750051;ILMN_2359887;ILMN_1766185
TNFR2 non-canonical NF-kB pathway ,-0.4385106048518044,-2.1379095147873532,0.010174418604651164,0.27347666578658636,133,100,ILMN_1697409;ILMN_1764788;ILMN_1683026;ILMN_1779257;ILMN_1688959;ILMN_1759075;ILMN_1768016;ILMN_1761778;ILMN_2376205;ILMN_1767233;ILMN_1659077;ILMN_1765109;ILMN_1670188;ILMN_1685005;ILMN_2376108;ILMN_2381655;ILMN_1732767;ILMN_1767006;ILMN_1758418;ILMN_2399190;ILMN_1795464;ILMN_1738335;ILMN_1813379;ILMN_2331232;ILMN_2405684;ILMN_1776173;ILMN_1731742;ILMN_1768194;ILMN_1751464;ILMN_1658713;ILMN_1711766;ILMN_1797406;ILMN_1759501;ILMN_1676663;ILMN_1697691;ILMN_1806017;ILMN_1811258;ILMN_2394571;ILMN_2363392;ILMN_1747195;ILMN_2247868;ILMN_1779633;ILMN_1767322;ILMN_1770711;ILMN_1659103;ILMN_1721659;ILMN_2096759;ILMN_1698952;ILMN_2048326;ILMN_2324157;ILMN_2089875;ILMN_1720926;ILMN_1691428;ILMN_1760247;ILMN_1782977;ILMN_2291010;ILMN_1689438;ILMN_1761820;ILMN_1728106;ILMN_1786612;ILMN_1709611;ILMN_2383774;ILMN_2058512;ILMN_1701962;ILMN_1710204;ILMN_2387553;ILMN_2383435;ILMN_1682098;ILMN_1704094;ILMN_1701331;ILMN_2331501;ILMN_2395389;ILMN_1749629;ILMN_1666409;ILMN_1814156;ILMN_2191428;ILMN_1704404;ILMN_1759952;ILMN_1768784;ILMN_1733256;ILMN_1780189;ILMN_1677041;ILMN_2346573;ILMN_1702837;ILMN_1809010;ILMN_1789176;ILMN_1691487;ILMN_1667476;ILMN_1689004;ILMN_1764794;ILMN_1763540;ILMN_1737396;ILMN_2349633;ILMN_1744649;ILMN_1800952;ILMN_1712432;ILMN_1796430;ILMN_1748651;ILMN_1737862;ILMN_2344130,ILMN_1666409;ILMN_1814156;ILMN_2191428;ILMN_1704404;ILMN_1759952;ILMN_1768784;ILMN_1733256;ILMN_1780189;ILMN_1677041;ILMN_2346573;ILMN_1702837;ILMN_1809010;ILMN_1789176;ILMN_1691487;ILMN_1667476;ILMN_1689004;ILMN_1764794;ILMN_1763540;ILMN_1737396;ILMN_2349633;ILMN_1744649;ILMN_1800952;ILMN_1712432;ILMN_1796430;ILMN_1748651;ILMN_1737862;ILMN_2344130
Lactose synthesis ,-0.7910474353214941,-2.1368552797533926,0.28044280442804426,0.27382088211870637,2,2,ILMN_1728255;ILMN_1659027,ILMN_1659027
Constitutive Signaling by EGFRvIII ,-0.5402177423340936,-2.1380058735969496,0.2171628721541156,0.2738411842473909,15,14,ILMN_1689057;ILMN_2181968;ILMN_1701967;ILMN_1696521;ILMN_1668369;ILMN_1705396;ILMN_1767135;ILMN_1775759;ILMN_1666910;ILMN_1742521;ILMN_1690733;ILMN_1699798;ILMN_2382906;ILMN_1728071,ILMN_1742521;ILMN_1690733;ILMN_1699798;ILMN_2382906;ILMN_1728071
"AXIN mutants destabilize the destruction complex, activating WNT signaling ",-0.5615685242560672,-2.1345643463234483,0.15577889447236182,0.2751229227450542,13,13,ILMN_1779841;ILMN_1712659;ILMN_1662668;ILMN_1785988;ILMN_1810467;ILMN_2124082;ILMN_1666761;ILMN_1789283;ILMN_1722858;ILMN_1779376;ILMN_1750051;ILMN_2359887;ILMN_1766185,ILMN_1789283;ILMN_1722858;ILMN_1779376;ILMN_1750051;ILMN_2359887;ILMN_1766185
Synthesis of bile acids and bile salts via 24-hydroxycholesterol ,0.5939633027862186,3.518256948076766,0.06930693069306931,0.27560563553986817,13,12,ILMN_1667692;ILMN_1687757;ILMN_2412336;ILMN_1808650;ILMN_1668880;ILMN_1704985;ILMN_1700831;ILMN_1692661;ILMN_1669802;ILMN_1759670;ILMN_1725366;ILMN_1653042,ILMN_1667692;ILMN_1687757;ILMN_2412336;ILMN_1808650
TBC/RABGAPs ,0.4285983767026752,3.508022930739826,0.07272727272727272,0.2768841528132161,43,41,ILMN_1703244;ILMN_2381899;ILMN_1771688;ILMN_1796458;ILMN_2173004;ILMN_1724708;ILMN_1710434;ILMN_1662161;ILMN_1752299;ILMN_2050109;ILMN_1719622;ILMN_1686152;ILMN_1779886;ILMN_1693726;ILMN_2246510;ILMN_1769876;ILMN_1716524;ILMN_1803941;ILMN_1752582;ILMN_1756542;ILMN_1731135;ILMN_1681668;ILMN_1750785;ILMN_1768491;ILMN_1689871;ILMN_1780197;ILMN_1760858;ILMN_2230579;ILMN_2044572;ILMN_1812571;ILMN_1762631;ILMN_1800871;ILMN_1758457;ILMN_1769665;ILMN_1718832;ILMN_1675329;ILMN_1705144;ILMN_1675982;ILMN_1805800;ILMN_1668639;ILMN_1661622,ILMN_1703244;ILMN_2381899;ILMN_1771688;ILMN_1796458;ILMN_2173004;ILMN_1724708;ILMN_1710434;ILMN_1662161;ILMN_1752299;ILMN_2050109;ILMN_1719622;ILMN_1686152;ILMN_1779886;ILMN_1693726;ILMN_2246510;ILMN_1769876;ILMN_1716524
G protein gated Potassium channels ,0.4949777894063712,3.5086347256348422,0.05486284289276808,0.277389263881889,31,25,ILMN_1807925;ILMN_1780334;ILMN_1728107;ILMN_1673380;ILMN_1671237;ILMN_1806147;ILMN_1693269;ILMN_2396903;ILMN_1800179;ILMN_1652003;ILMN_1804357;ILMN_2137312;ILMN_2115336;ILMN_1794200;ILMN_1808272;ILMN_1736045;ILMN_1678841;ILMN_1805376;ILMN_1701854;ILMN_2177928;ILMN_1684945;ILMN_2395375;ILMN_1658928;ILMN_2091100;ILMN_1660718,ILMN_1807925;ILMN_1780334;ILMN_1728107;ILMN_1673380;ILMN_1671237;ILMN_1806147;ILMN_1693269;ILMN_2396903;ILMN_1800179;ILMN_1652003
Erythrocytes take up carbon dioxide and release oxygen ,0.6723349769549954,3.5132167066643465,0.043478260869565216,0.2773943500417899,12,11,ILMN_1681103;ILMN_1667796;ILMN_2100437;ILMN_1695157;ILMN_1652431;ILMN_2199439;ILMN_1774937;ILMN_1811410;ILMN_1676833;ILMN_1682407;ILMN_1729237,ILMN_1681103;ILMN_1667796;ILMN_2100437;ILMN_1695157
Mitochondrial calcium ion transport ,-0.5262878831485117,-2.1309340462727646,0.09546165884194054,0.2774651904789813,25,22,ILMN_1706859;ILMN_1712023;ILMN_1701655;ILMN_1728660;ILMN_1697096;ILMN_1773048;ILMN_1807540;ILMN_1738346;ILMN_2221066;ILMN_1672759;ILMN_1696087;ILMN_2341467;ILMN_2339825;ILMN_1764239;ILMN_1795007;ILMN_1729816;ILMN_1663002;ILMN_1692651;ILMN_2175601;ILMN_2066124;ILMN_1712530;ILMN_1710668,ILMN_1764239;ILMN_1795007;ILMN_1729816;ILMN_1663002;ILMN_1692651;ILMN_2175601;ILMN_2066124;ILMN_1712530;ILMN_1710668
FOXO-mediated transcription of cell death genes ,0.5236625998593916,3.511476506003166,0.15675675675675677,0.2775193578608485,15,14,ILMN_1738816;ILMN_1666924;ILMN_1781824;ILMN_1737314;ILMN_1810488;ILMN_1668726;ILMN_1744665;ILMN_1681703;ILMN_1663092;ILMN_1712095;ILMN_1751871;ILMN_1676984;ILMN_1766541;ILMN_1809583,ILMN_1738816;ILMN_1666924;ILMN_1781824;ILMN_1737314
Signaling by activated point mutants of FGFR3 ,0.6349405039452981,3.5099881492968046,0.04941176470588235,0.2775353295409773,11,11,ILMN_2105919;ILMN_1785564;ILMN_1781390;ILMN_1677456;ILMN_1699735;ILMN_2153061;ILMN_1696488;ILMN_1812517;ILMN_1740871;ILMN_1892050;ILMN_1797030,ILMN_2105919;ILMN_1785564;ILMN_1781390;ILMN_1677456
AXIN missense mutants destabilize the destruction complex ,-0.5615685242560672,-2.129285914736742,0.1865546218487395,0.2782601760672512,13,13,ILMN_1779841;ILMN_1712659;ILMN_1662668;ILMN_1785988;ILMN_1810467;ILMN_2124082;ILMN_1666761;ILMN_1789283;ILMN_1722858;ILMN_1779376;ILMN_1750051;ILMN_2359887;ILMN_1766185,ILMN_1789283;ILMN_1722858;ILMN_1779376;ILMN_1750051;ILMN_2359887;ILMN_1766185
Mitochondrial Fatty Acid Beta-Oxidation ,-0.4666951443707968,-2.1272450253475674,0.0966183574879227,0.2792648571891546,36,32,ILMN_1761058;ILMN_1714384;ILMN_1660199;ILMN_1712751;ILMN_1806408;ILMN_1778104;ILMN_1685952;ILMN_1660890;ILMN_1716237;ILMN_1735347;ILMN_1719906;ILMN_2197846;ILMN_1785474;ILMN_1718132;ILMN_2121389;ILMN_1673457;ILMN_1784933;ILMN_2367070;ILMN_2353978;ILMN_1687303;ILMN_1720838;ILMN_2332250;ILMN_1785113;ILMN_2305544;ILMN_2098743;ILMN_1754315;ILMN_1802257;ILMN_1745513;ILMN_1682120;ILMN_1761010;ILMN_2049303;ILMN_1684271,ILMN_1720838;ILMN_2332250;ILMN_1785113;ILMN_2305544;ILMN_2098743;ILMN_1754315;ILMN_1802257;ILMN_1745513;ILMN_1682120;ILMN_1761010;ILMN_2049303;ILMN_1684271
S45 mutants of beta-catenin aren't phosphorylated ,-0.533281803757848,-2.1265306755412086,0.21243523316062177,0.27938588853588664,14,14,ILMN_1779841;ILMN_1712659;ILMN_1757350;ILMN_1662668;ILMN_1785988;ILMN_1810467;ILMN_2124082;ILMN_1666761;ILMN_1789283;ILMN_1722858;ILMN_1779376;ILMN_1750051;ILMN_2359887;ILMN_1766185,ILMN_1789283;ILMN_1722858;ILMN_1779376;ILMN_1750051;ILMN_2359887;ILMN_1766185
Interleukin-1 processing ,0.7498364024254506,3.5005242509981405,0.02708803611738149,0.2799235591159085,7,7,ILMN_1680424;ILMN_1714965;ILMN_2326509;ILMN_1775501;ILMN_1778457;ILMN_1658483;ILMN_1705266,ILMN_1680424;ILMN_1714965;ILMN_2326509;ILMN_1775501
ERK/MAPK targets ,0.5409199093040428,3.4875561340337935,0.04295942720763723,0.28115915925721313,22,21,ILMN_1742544;ILMN_1702501;ILMN_1806294;ILMN_1779841;ILMN_1677466;ILMN_1712659;ILMN_1797522;ILMN_1706677;ILMN_2348403;ILMN_1788002;ILMN_1808391;ILMN_1657515;ILMN_1782581;ILMN_1735361;ILMN_2251452;ILMN_2339655;ILMN_1810467;ILMN_1667260;ILMN_1722858;ILMN_1654289;ILMN_2359887,ILMN_1742544;ILMN_1702501;ILMN_1806294;ILMN_1779841;ILMN_1677466;ILMN_1712659;ILMN_1797522;ILMN_1706677;ILMN_2348403;ILMN_1788002;ILMN_1808391;ILMN_1657515;ILMN_1782581
Acyl chain remodelling of PS ,0.5448140442246363,3.48563243865808,0.037383177570093455,0.28132782491037844,22,21,ILMN_1683016;ILMN_1674759;ILMN_1697629;ILMN_1669497;ILMN_1807171;ILMN_1667711;ILMN_1721549;ILMN_1740586;ILMN_1792506;ILMN_2278550;ILMN_1724799;ILMN_2405078;ILMN_1710590;ILMN_1803561;ILMN_1662351;ILMN_1788811;ILMN_2370862;ILMN_1805225;ILMN_1744211;ILMN_1714956;ILMN_1762561,ILMN_1683016;ILMN_1674759;ILMN_1697629;ILMN_1669497;ILMN_1807171;ILMN_1667711;ILMN_1721549;ILMN_1740586;ILMN_1792506;ILMN_2278550;ILMN_1724799;ILMN_2405078
Amine ligand-binding receptors ,0.42608404603910843,3.4881406463390583,0.05641025641025641,0.28169131381287715,42,40,ILMN_1695590;ILMN_1735764;ILMN_1659371;ILMN_2112915;ILMN_1675057;ILMN_1744217;ILMN_1685285;ILMN_1772523;ILMN_1660882;ILMN_2410905;ILMN_1813690;ILMN_1694273;ILMN_1773210;ILMN_1762024;ILMN_1694007;ILMN_1694077;ILMN_2412141;ILMN_1660097;ILMN_1814206;ILMN_1746646;ILMN_1813598;ILMN_2361810;ILMN_1677868;ILMN_1800989;ILMN_1722411;ILMN_1794095;ILMN_1720364;ILMN_1804886;ILMN_1673953;ILMN_1689043;ILMN_1716421;ILMN_1810424;ILMN_1715496;ILMN_1721147;ILMN_1729402;ILMN_2197164;ILMN_1754510;ILMN_1733963;ILMN_1751689;ILMN_1756261,ILMN_1695590;ILMN_1735764;ILMN_1659371;ILMN_2112915;ILMN_1675057;ILMN_1744217;ILMN_1685285;ILMN_1772523;ILMN_1660882;ILMN_2410905;ILMN_1813690;ILMN_1694273;ILMN_1773210;ILMN_1762024
TRIF-mediated programmed cell death ,0.709638326025372,3.489299385287931,0.06712962962962964,0.2818730049245011,9,8,ILMN_1740015;ILMN_1724533;ILMN_1651346;ILMN_1706217;ILMN_2119535;ILMN_1763763;ILMN_1815079;ILMN_1758658,ILMN_1740015;ILMN_1724533;ILMN_1651346;ILMN_1706217
Signaling by activated point mutants of FGFR1 ,0.6578402247609405,3.492141977385006,0.0514018691588785,0.2819603848550582,10,10,ILMN_2105919;ILMN_2398261;ILMN_1781390;ILMN_1764605;ILMN_1699735;ILMN_2153061;ILMN_1696488;ILMN_1812517;ILMN_1740871;ILMN_1892050,ILMN_2105919;ILMN_2398261;ILMN_1781390
Growth hormone receptor signaling ,0.48135520930642917,3.4935424175330416,0.10182767624020887,0.2820344673318286,23,23,ILMN_2083469;ILMN_1684034;ILMN_2131861;ILMN_1781155;ILMN_1775814;ILMN_1753547;ILMN_1774733;ILMN_1809352;ILMN_2156250;ILMN_1706677;ILMN_1759232;ILMN_1659354;ILMN_2328874;ILMN_1680436;ILMN_1681591;ILMN_1663618;ILMN_2061185;ILMN_1691364;ILMN_1667260;ILMN_1765779;ILMN_2175236;ILMN_1738207;ILMN_1664122,ILMN_2083469;ILMN_1684034;ILMN_2131861;ILMN_1781155;ILMN_1775814;ILMN_1753547;ILMN_1774733;ILMN_1809352;ILMN_2156250;ILMN_1706677;ILMN_1759232
Selenocysteine synthesis ,0.29929872252637535,3.490358374078593,0.23961661341853036,0.28216513499253915,110,93,ILMN_1713369;ILMN_2413278;ILMN_1772459;ILMN_1762747;ILMN_2038772;ILMN_2191331;ILMN_1712678;ILMN_1752285;ILMN_2079386;ILMN_2290808;ILMN_1653469;ILMN_1731546;ILMN_2189933;ILMN_2166831;ILMN_2400143;ILMN_1673509;ILMN_2087080;ILMN_2319994;ILMN_2207539;ILMN_1786972;ILMN_1746516;ILMN_1786242;ILMN_2191634;ILMN_1740749;ILMN_1673638;ILMN_1664614;ILMN_1782621;ILMN_2408415;ILMN_1684258;ILMN_1696814;ILMN_1808939;ILMN_1658283;ILMN_1754195;ILMN_1775243;ILMN_1717707;ILMN_2331890;ILMN_1695261;ILMN_1685088;ILMN_1707810;ILMN_1783142;ILMN_1656625;ILMN_1756360;ILMN_2219134;ILMN_1760714;ILMN_1755115;ILMN_2051519;ILMN_2048326;ILMN_1713086;ILMN_1672446;ILMN_1782977;ILMN_1775175;ILMN_1694742;ILMN_1666635;ILMN_1741944;ILMN_1663415;ILMN_2402090;ILMN_1712155;ILMN_1736481;ILMN_1797764;ILMN_2411723;ILMN_2230624;ILMN_1707598;ILMN_2255310;ILMN_1695585;ILMN_1694367;ILMN_2154566;ILMN_1737015;ILMN_1683597;ILMN_1696839;ILMN_2247594;ILMN_2141452;ILMN_1656807;ILMN_1753534;ILMN_1755733;ILMN_1656662;ILMN_1732375;ILMN_1651850;ILMN_1686954;ILMN_1800573;ILMN_2343775;ILMN_1754303;ILMN_1701832;ILMN_1784717;ILMN_1737074;ILMN_1774823;ILMN_1737709;ILMN_1737517;ILMN_1720438;ILMN_2112811;ILMN_2070072;ILMN_1764721;ILMN_1712413;ILMN_1687824,ILMN_1713369;ILMN_2413278;ILMN_1772459;ILMN_1762747;ILMN_2038772;ILMN_2191331;ILMN_1712678;ILMN_1752285;ILMN_2079386;ILMN_2290808;ILMN_1653469;ILMN_1731546;ILMN_2189933;ILMN_2166831;ILMN_2400143;ILMN_1673509;ILMN_2087080;ILMN_2319994;ILMN_2207539;ILMN_1786972;ILMN_1746516;ILMN_1786242;ILMN_2191634;ILMN_1740749;ILMN_1673638;ILMN_1664614;ILMN_1782621;ILMN_2408415;ILMN_1684258;ILMN_1696814
Endogenous sterols ,0.5046477045949106,3.4946817550422646,0.05811138014527845,0.2822393957845734,31,25,ILMN_1768820;ILMN_1667692;ILMN_2054607;ILMN_1697433;ILMN_2403664;ILMN_1693338;ILMN_2198812;ILMN_1687315;ILMN_1808650;ILMN_2335198;ILMN_2387860;ILMN_2162799;ILMN_1704985;ILMN_1701661;ILMN_1708391;ILMN_1801917;ILMN_1669802;ILMN_1749575;ILMN_1718046;ILMN_1752099;ILMN_1762582;ILMN_1773082;ILMN_1769040;ILMN_1811696;ILMN_1744628,ILMN_1768820;ILMN_1667692;ILMN_2054607;ILMN_1697433;ILMN_2403664;ILMN_1693338;ILMN_2198812;ILMN_1687315;ILMN_1808650
Signaling by EGFR in Cancer ,-0.5112425030772242,-2.121240296452938,0.13312202852614896,0.2830222275711306,25,23,ILMN_2121408;ILMN_1689057;ILMN_2181968;ILMN_1701967;ILMN_1696521;ILMN_1805175;ILMN_1668369;ILMN_1705396;ILMN_1767135;ILMN_2048326;ILMN_1657248;ILMN_1775759;ILMN_1782977;ILMN_1666910;ILMN_2081070;ILMN_2331501;ILMN_1742521;ILMN_1815313;ILMN_1690733;ILMN_1699798;ILMN_2191428;ILMN_2382906;ILMN_1728071,ILMN_2081070;ILMN_2331501;ILMN_1742521;ILMN_1815313;ILMN_1690733;ILMN_1699798;ILMN_2191428;ILMN_2382906;ILMN_1728071
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA ",-0.5188321416650848,-2.119599225574795,0.20481927710843373,0.28379427136166746,16,16,ILMN_1720829;ILMN_1669905;ILMN_1809285;ILMN_1699820;ILMN_1809086;ILMN_1799796;ILMN_1670218;ILMN_1756162;ILMN_2396648;ILMN_1694385;ILMN_1656144;ILMN_2312719;ILMN_1708936;ILMN_1659725;ILMN_1697736;ILMN_1745271,ILMN_1694385;ILMN_1656144;ILMN_2312719;ILMN_1708936;ILMN_1659725;ILMN_1697736;ILMN_1745271
Alanine metabolism ,-0.8171591328226468,-2.117663701686139,0.36893203883495146,0.2839059945863919,1,1,ILMN_1795257,ILMN_1795257
Transport of connexons to the plasma membrane ,-0.5120031274951038,-2.118049846347102,0.17796610169491525,0.284066913576447,20,18,ILMN_1680874;ILMN_1702636;ILMN_1652464;ILMN_1727087;ILMN_2038775;ILMN_1679482;ILMN_1793659;ILMN_1682459;ILMN_1791726;ILMN_1784300;ILMN_1710280;ILMN_1769388;ILMN_1677635;ILMN_2178994;ILMN_1742167;ILMN_1670385;ILMN_2148819;ILMN_1780769,ILMN_2178994;ILMN_1742167;ILMN_1670385;ILMN_2148819;ILMN_1780769
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex ,-0.533281803757848,-2.118372081831677,0.20442930153321975,0.28427686516810546,14,14,ILMN_1779841;ILMN_1712659;ILMN_1757350;ILMN_1662668;ILMN_1785988;ILMN_1810467;ILMN_2124082;ILMN_1666761;ILMN_1789283;ILMN_1722858;ILMN_1779376;ILMN_1750051;ILMN_2359887;ILMN_1766185,ILMN_1789283;ILMN_1722858;ILMN_1779376;ILMN_1750051;ILMN_2359887;ILMN_1766185
Formyl peptide receptors bind formyl peptides and many other ligands ,0.7800121980607186,3.4758767829722106,0.010845986984815618,0.28594736445708974,8,7,ILMN_2184184;ILMN_1686109;ILMN_2092118;ILMN_1808732;ILMN_2404063;ILMN_2203271;ILMN_2392569,ILMN_2184184;ILMN_1686109;ILMN_2092118;ILMN_1808732;ILMN_2404063
Biosynthesis of EPA-derived SPMs ,0.819554886335374,3.4677101817749945,0.015086206896551725,0.2861927038979966,6,6,ILMN_1690342;ILMN_1680996;ILMN_1677511;ILMN_2166457;ILMN_2403534;ILMN_2378952,ILMN_1690342;ILMN_1680996;ILMN_1677511;ILMN_2166457
Activation of BIM and translocation to mitochondria  ,-0.770086678552308,-2.113947361507897,0.3295668549905838,0.2862834402931517,2,2,ILMN_2364574;ILMN_1766541,ILMN_2364574;ILMN_1766541
Catecholamine biosynthesis ,-0.7359621765527522,-2.113299007156619,0.32656826568265684,0.2863402701224544,3,3,ILMN_2228463;ILMN_1710027;ILMN_1677273,ILMN_1710027;ILMN_1677273
Aspartate and asparagine metabolism ,0.6840665635018647,3.467894264200697,0.07913669064748201,0.2869255632301821,11,8,ILMN_1692824;ILMN_1740024;ILMN_1788053;ILMN_1700703;ILMN_1681651;ILMN_1801348;ILMN_1656145;ILMN_2398107,ILMN_1692824;ILMN_1740024;ILMN_1788053
Formation of the cornified envelope ,-0.4326551346239434,-2.111753246807213,0.00423728813559322,0.287065978325399,141,125,ILMN_1665035;ILMN_1801632;ILMN_1666845;ILMN_2402640;ILMN_1718387;ILMN_1735712;ILMN_1770612;ILMN_2353054;ILMN_1655468;ILMN_1802550;ILMN_1680828;ILMN_1655418;ILMN_1690017;ILMN_1656706;ILMN_1716471;ILMN_2149971;ILMN_1720695;ILMN_1829555;ILMN_1709708;ILMN_1669299;ILMN_1736655;ILMN_1806284;ILMN_1801428;ILMN_2204467;ILMN_1728632;ILMN_1718395;ILMN_1679960;ILMN_1713272;ILMN_1753439;ILMN_1716136;ILMN_1695812;ILMN_1790252;ILMN_2219867;ILMN_1794662;ILMN_1689849;ILMN_1743296;ILMN_1672120;ILMN_1784302;ILMN_1704497;ILMN_1659230;ILMN_1718420;ILMN_1807249;ILMN_1810321;ILMN_1775883;ILMN_1725912;ILMN_1760665;ILMN_1756522;ILMN_1737653;ILMN_1808220;ILMN_2201768;ILMN_1653282;ILMN_1666887;ILMN_2211018;ILMN_1770015;ILMN_1787260;ILMN_1750850;ILMN_1755786;ILMN_1674338;ILMN_1770228;ILMN_1727880;ILMN_1681248;ILMN_1666191;ILMN_1669888;ILMN_2204940;ILMN_2345564;ILMN_1721247;ILMN_1695621;ILMN_1721218;ILMN_1676086;ILMN_1702127;ILMN_2074671;ILMN_1806683;ILMN_1765072;ILMN_1808443;ILMN_1812799;ILMN_1677586;ILMN_1693192;ILMN_1741544;ILMN_1791545;ILMN_1790228;ILMN_1705261;ILMN_2191967;ILMN_2202747;ILMN_1721134;ILMN_1731800;ILMN_1806030;ILMN_1781884;ILMN_2045351;ILMN_1716591;ILMN_1770663;ILMN_1806059;ILMN_1795359;ILMN_1744765;ILMN_1740813;ILMN_2359159;ILMN_1792568;ILMN_1711174;ILMN_1735700;ILMN_1669820;ILMN_1661325;ILMN_1716093;ILMN_2178226;ILMN_1739513;ILMN_1663454;ILMN_1801442;ILMN_2219002;ILMN_1770927;ILMN_1810835;ILMN_1754576;ILMN_2386973;ILMN_1663119;ILMN_1699887;ILMN_1736760;ILMN_2163723;ILMN_1753457;ILMN_1694778;ILMN_1775829;ILMN_1704196;ILMN_2366445;ILMN_1753584;ILMN_2366864;ILMN_1730777;ILMN_1796461;ILMN_1677032;ILMN_1727288,ILMN_1806059;ILMN_1795359;ILMN_1744765;ILMN_1740813;ILMN_2359159;ILMN_1792568;ILMN_1711174;ILMN_1735700;ILMN_1669820;ILMN_1661325;ILMN_1716093;ILMN_2178226;ILMN_1739513;ILMN_1663454;ILMN_1801442;ILMN_2219002;ILMN_1770927;ILMN_1810835;ILMN_1754576;ILMN_2386973;ILMN_1663119;ILMN_1699887;ILMN_1736760;ILMN_2163723;ILMN_1753457;ILMN_1694778;ILMN_1775829;ILMN_1704196;ILMN_2366445;ILMN_1753584;ILMN_2366864;ILMN_1730777;ILMN_1796461;ILMN_1677032;ILMN_1727288
Interleukin-18 signaling ,0.7164830390945631,3.468953224591577,0.03837471783295711,0.2871736875753714,8,8,ILMN_1781700;ILMN_2334296;ILMN_1680996;ILMN_1721762;ILMN_1669174;ILMN_2052511;ILMN_1778457;ILMN_1697710,ILMN_1781700;ILMN_2334296;ILMN_1680996;ILMN_1721762
The NLRP3 inflammasome ,0.5539826032887064,3.4700652453185667,0.11335012594458438,0.28743947898208977,14,14,ILMN_1712026;ILMN_1697448;ILMN_1714965;ILMN_2326509;ILMN_1703327;ILMN_1759326;ILMN_2404063;ILMN_1898880;ILMN_1804738;ILMN_1705266;ILMN_1680314;ILMN_1697817;ILMN_1698766;ILMN_1673711,ILMN_1712026;ILMN_1697448;ILMN_1714965;ILMN_2326509;ILMN_1703327;ILMN_1759326
Aflatoxin activation and detoxification ,0.4966698802474342,3.471501354426369,0.11842105263157894,0.287485346019543,19,17,ILMN_1749372;ILMN_1689160;ILMN_1677043;ILMN_2145396;ILMN_1802027;ILMN_1670779;ILMN_1810942;ILMN_1702696;ILMN_1731275;ILMN_1651636;ILMN_1670193;ILMN_1737036;ILMN_1683883;ILMN_1772206;ILMN_2368585;ILMN_1751956;ILMN_1788942,ILMN_1749372;ILMN_1689160;ILMN_1677043;ILMN_2145396;ILMN_1802027;ILMN_1670779;ILMN_1810942;ILMN_1702696;ILMN_1731275
Biosynthesis of DHA-derived SPMs ,0.5775951153898612,3.4604237690046222,0.08029197080291971,0.28859059570932266,19,15,ILMN_1690342;ILMN_1680996;ILMN_1677511;ILMN_2166457;ILMN_1709237;ILMN_2403534;ILMN_1716979;ILMN_1670652;ILMN_1813335;ILMN_1713731;ILMN_1665437;ILMN_1740648;ILMN_2378952;ILMN_1769155;ILMN_1772206,ILMN_1690342;ILMN_1680996;ILMN_1677511;ILMN_2166457
"Glutamate binding, activation of AMPA receptors and synaptic plasticity ",0.4341137144231882,3.4617272321210324,0.11702127659574468,0.28865514081857135,32,30,ILMN_1809291;ILMN_1716563;ILMN_1771800;ILMN_2315208;ILMN_1782043;ILMN_1803779;ILMN_1768595;ILMN_2203299;ILMN_2322100;ILMN_1683415;ILMN_1666445;ILMN_1660372;ILMN_1699598;ILMN_1769492;ILMN_2359601;ILMN_1701958;ILMN_1690818;ILMN_1739812;ILMN_2106874;ILMN_1684534;ILMN_1693827;ILMN_1814208;ILMN_1815306;ILMN_1708159;ILMN_2304289;ILMN_1680687;ILMN_1681998;ILMN_1702149;ILMN_1727080;ILMN_1809957,ILMN_1809291;ILMN_1716563;ILMN_1771800;ILMN_2315208;ILMN_1782043;ILMN_1803779;ILMN_1768595;ILMN_2203299;ILMN_2322100;ILMN_1683415
Negative regulation of TCF-dependent signaling by DVL-interacting proteins ,-0.7128974545076076,-2.108427988867916,0.3364485981308411,0.2888348027572447,4,3,ILMN_1763657;ILMN_1678564;ILMN_2137464,ILMN_1678564;ILMN_2137464
Defective ABCG8 causes gallbladder disease 4 and sitosterolemia ,-0.8069136510800923,-2.10871115813915,0.39763779527559057,0.2890678756903376,1,1,ILMN_1680309,ILMN_1680309
Threonine catabolism ,-0.7463934426226175,-2.106505784279244,0.2753108348134991,0.2898084475244877,3,3,ILMN_1750674;ILMN_1811114;ILMN_1807633,ILMN_1750674;ILMN_1811114;ILMN_1807633
RUNX1 regulates expression of components of tight junctions ,0.865420943049317,3.4536735414952533,0.028953229398663696,0.2913898139317012,5,4,ILMN_1728197;ILMN_1691499;ILMN_1724149;ILMN_1669335,ILMN_1728197
Defective HLCS causes multiple carboxylase deficiency ,-0.6626473718662359,-2.101359624043416,0.2730496453900709,0.29326700879033546,7,5,ILMN_1714384;ILMN_2340347;ILMN_1772123;ILMN_1792669;ILMN_1761010,ILMN_1772123;ILMN_1792669;ILMN_1761010
